 slim_762485574 slim_762485588 slim_762485575 slim_762485577 slim_762485566 slim_762485583 slim_762485589 slim_762485591 slim_762485585 slim_762485602 slim_762485596 slim_762485572 slim_762485587 slim_762485582 slim_762485581 slim_762485558 slim_762485568 slim_762485601 slim_762485584 slim_762485570 slim_762485595 slim_762485564 slim_762485561 slim_762485597 slim_762485573 slim_762485567 slim_762485578 slim_762485586 slim_762485565 slim_762485600 slim_762485592 slim_762485580 slim_762485593 slim_762485571 slim_762485598 slim_762485576 slim_762485563 slim_762485599 slim_762485590 slim_762485559 slim_762485594 slim_762485560 slim_762485569 slim_762485579 slim_762485562
0 3.4e-06 2.4e-06 2.8e-06 2.75e-06 2.5e-06 2.25e-06 2.5e-06 2.3e-06 2.25e-06 2e-06 2.2e-06 2.45e-06 2.35e-06 1.95e-06 2.75e-06 2.45e-06 2.45e-06 2.45e-06 2.7e-06 2.4e-06 2.5e-06 2.85e-06 2.55e-06 2.45e-06 2.05e-06 2.75e-06 2.1e-06 2.7e-06 2.35e-06 2.9e-06 2.85e-06 3e-06 2.65e-06 2.5e-06 2.95e-06 2.6e-06 2.95e-06 2.85e-06 2.55e-06 2.75e-06 2.9e-06 2.8e-06 2.95e-06 2.35e-06 2.9e-06
1 2.4e-06 3.1e-06 2.25e-06 2.55e-06 1.8e-06 1.7e-06 1.65e-06 1.65e-06 2.6e-06 1.85e-06 1.8e-06 2.3e-06 2.25e-06 1.65e-06 2.45e-06 2.45e-06 1.8e-06 2.4e-06 2.15e-06 1.8e-06 2.4e-06 1.7e-06 2.5e-06 1.75e-06 1.8e-06 2.1e-06 1.75e-06 2.15e-06 1.75e-06 2.2e-06 1.6e-06 2.6e-06 2.3e-06 2.35e-06 1.7e-06 1.75e-06 2.4e-06 2.3e-06 1.6e-06 1.8e-06 2.35e-06 2.15e-06 2.4e-06 1.7e-06 2.35e-06
2 2.8e-06 2.25e-06 2.6e-06 1.85e-06 2.4e-06 2.2e-06 1.6e-06 1.75e-06 2.15e-06 1.75e-06 2.6e-06 1.8e-06 1.6e-06 2.45e-06 2e-06 2.9e-06 2.4e-06 1.5e-06 1.3e-06 1.5e-06 1.75e-06 1.45e-06 2.05e-06 1.7e-06 1.95e-06 1.45e-06 2.55e-06 1.3e-06 1.45e-06 1.6e-06 1.45e-06 2e-06 2.3e-06 1.8e-06 1.55e-06 1.7e-06 1.5e-06 1.45e-06 2.2e-06 2.4e-06 1.5e-06 1.4e-06 1.45e-06 1.8e-06 1.45e-06
3 2.75e-06 2.55e-06 1.85e-06 3.2e-06 2.7e-06 2.5e-06 2e-06 2e-06 2.5e-06 1.8e-06 2.35e-06 1.85e-06 1.65e-06 2.3e-06 2.15e-06 3.2e-06 2.7e-06 1.85e-06 1.8e-06 2e-06 1.8e-06 2.15e-06 2.55e-06 1.95e-06 1.75e-06 1.95e-06 2.3e-06 1.8e-06 1.95e-06 2.1e-06 2.15e-06 2.15e-06 2.55e-06 1.75e-06 2.25e-06 2.1e-06 2e-06 1.95e-06 2.65e-06 2.85e-06 2e-06 1.9e-06 2e-06 2.05e-06 1.95e-06
4 2.5e-06 1.8e-06 2.4e-06 2.7e-06 3.4e-06 1.8e-06 1.8e-06 1.8e-06 2.75e-06 2e-06 1.95e-06 2.45e-06 2.4e-06 1.8e-06 2.6e-06 2.6e-06 1.75e-06 2.55e-06 2.3e-06 1.95e-06 2.55e-06 1.85e-06 2.65e-06 1.9e-06 1.95e-06 2.35e-06 1.9e-06 2.3e-06 1.9e-06 2.45e-06 1.85e-06 2.75e-06 2.45e-06 2.5e-06 1.8e-06 1.75e-06 2.4e-06 2.3e-06 1.75e-06 1.95e-06 2.5e-06 2.4e-06 2.55e-06 1.85e-06 2.5e-06
5 2.25e-06 1.7e-06 2.2e-06 2.5e-06 1.8e-06 3e-06 1.55e-06 1.6e-06 2.55e-06 1.8e-06 1.85e-06 2.3e-06 2.2e-06 1.7e-06 2.5e-06 2.5e-06 1.75e-06 2.35e-06 2.1e-06 1.75e-06 2.35e-06 1.65e-06 2.45e-06 1.7e-06 1.75e-06 2.15e-06 1.8e-06 2.1e-06 1.7e-06 2.3e-06 1.65e-06 2.6e-06 2.35e-06 2.3e-06 1.75e-06 1.7e-06 2.35e-06 2.25e-06 1.65e-06 1.85e-06 2.3e-06 2.2e-06 2.35e-06 1.65e-06 2.3e-06
6 2.5e-06 1.65e-06 1.6e-06 2e-06 1.8e-06 1.55e-06 9e-07 1.05e-06 1.9e-06 1.4e-06 1.9e-06 2.1e-06 2e-06 2.05e-06 2.1e-06 2.2e-06 1.8e-06 2e-06 1.5e-06 9.5e-07 2.15e-06 6e-07 1.65e-06 1.05e-06 1.5e-06 1.45e-06 1.85e-06 1.5e-06 9e-07 1.7e-06 6e-07 1.95e-06 2.35e-06 1.7e-06 7e-07 6e-07 1.75e-06 1.65e-06 1.2e-06 1.4e-06 1.7e-06 1.6e-06 1.75e-06 1.1e-06 1.7e-06
7 2.3e-06 1.65e-06 1.75e-06 2e-06 1.8e-06 1.6e-06 1.05e-06 1.9e-06 2e-06 1.35e-06 1.8e-06 1.95e-06 1.85e-06 1.75e-06 2.15e-06 2.35e-06 1.8e-06 1.9e-06 1.65e-06 1.2e-06 2e-06 1.1e-06 1.9e-06 1.25e-06 1.4e-06 1.7e-06 1.7e-06 1.65e-06 1.15e-06 1.85e-06 1.1e-06 2.15e-06 2.3e-06 1.65e-06 1.2e-06 1.15e-06 1.9e-06 1.8e-06 1.5e-06 1.7e-06 1.85e-06 1.75e-06 1.9e-06 1e-06 1.85e-06
8 2.25e-06 2.6e-06 2.15e-06 2.5e-06 2.75e-06 2.55e-06 1.9e-06 2e-06 1.8e-06 1.6e-06 2.8e-06 2.4e-06 2.3e-06 2.65e-06 2.5e-06 2e-06 2.75e-06 1.8e-06 2.05e-06 1.4e-06 2.45e-06 1.95e-06 1.4e-06 2.15e-06 2.35e-06 2e-06 2.7e-06 2.05e-06 1.35e-06 2.25e-06 1.95e-06 2.4e-06 2.8e-06 2.15e-06 2.05e-06 2e-06 2.3e-06 2.2e-06 2.45e-06 2.65e-06 2.25e-06 2.15e-06 2.3e-06 2.05e-06 2.25e-06
9 2e-06 1.85e-06 1.75e-06 1.8e-06 2e-06 1.8e-06 1.4e-06 1.35e-06 1.6e-06 1.6e-06 1.75e-06 1.5e-06 1.4e-06 1.45e-06 1.8e-06 2.5e-06 2e-06 1.5e-06 1.65e-06 1.15e-06 1.55e-06 1.55e-06 1.85e-06 1.25e-06 9.5e-07 1.7e-06 1.65e-06 1.65e-06 1.1e-06 1.85e-06 1.55e-06 2.05e-06 2.35e-06 1.55e-06 1.65e-06 1.5e-06 1.9e-06 1.8e-06 2e-06 2.2e-06 1.85e-06 1.75e-06 1.9e-06 1.4e-06 1.85e-06
