 slim_762275659 slim_762275662 slim_762275675 slim_762275682 slim_762275689 slim_762275657 slim_762275663 slim_762275667 slim_762275691 slim_762275685 slim_762275692 slim_762275653 slim_762275676 slim_762275656 slim_762275670 slim_762275658 slim_762275680 slim_762275684 slim_762275652 slim_762275664 slim_762275655 slim_762275681 slim_762275687 slim_762275672 slim_762275669 slim_762275654 slim_762275686 slim_762275688 slim_762275660 slim_762275674 slim_762275679 slim_762275671 slim_762275661 slim_762275665 slim_762275677 slim_762275690 slim_762275668 slim_762275683 slim_762275673 slim_762275666 slim_762275678
0 2e-06 1e-06 2.1e-06 1.45e-06 1.55e-06 1.2e-06 1.5e-06 1.45e-06 1.8e-06 2.1e-06 1.65e-06 2.15e-06 1.4e-06 1.55e-06 1.75e-06 1.05e-06 1.9e-06 1.45e-06 2.05e-06 1.5e-06 1e-06 1.5e-06 1.35e-06 1.45e-06 1.25e-06 1.15e-06 1.4e-06 1.4e-06 1.7e-06 1.85e-06 1.5e-06 1.1e-06 1.1e-06 1.35e-06 1.95e-06 1.2e-06 1.8e-06 2.15e-06 1.25e-06 1.75e-06 1.55e-06
1 1e-06 1.9e-06 2.05e-06 1.4e-06 1.5e-06 1.15e-06 1.45e-06 1.4e-06 1.75e-06 2.05e-06 1.6e-06 2.1e-06 1.35e-06 1.5e-06 1.7e-06 1e-06 1.85e-06 1.4e-06 2e-06 1.45e-06 9.5e-07 1.45e-06 1.3e-06 1.4e-06 1.2e-06 1.1e-06 1.35e-06 1.35e-06 1.65e-06 1.8e-06 1.45e-06 1.05e-06 1.05e-06 1.3e-06 1.9e-06 1.15e-06 1.75e-06 2.1e-06 1.2e-06 1.7e-06 1.5e-06
2 2.1e-06 2.05e-06 1.9e-06 2.1e-06 2.15e-06 2.1e-06 2.1e-06 2e-06 1.5e-06 1.55e-06 1.6e-06 1.55e-06 1.55e-06 2.15e-06 2.1e-06 2.1e-06 1.5e-06 1.9e-06 1.3e-06 1.85e-06 2.15e-06 2e-06 2e-06 1.6e-06 2e-06 2.05e-06 1.65e-06 1.95e-06 2e-06 1.45e-06 2.05e-06 2e-06 2e-06 2e-06 1.9e-06 1.7e-06 1.75e-06 2.05e-06 2e-06 2.1e-06 1.95e-06
3 1.45e-06 1.4e-06 2.1e-06 1.1e-06 1e-06 1.2e-06 9.5e-07 1.35e-06 1.9e-06 2.05e-06 1.5e-06 2.3e-06 1.3e-06 1.35e-06 1.6e-06 1.25e-06 1.65e-06 2.15e-06 2.15e-06 1.15e-06 9.5e-07 1.1e-06 1.15e-06 1.35e-06 1.5e-06 9e-07 1.25e-06 1.3e-06 1.55e-06 1.95e-06 1.4e-06 8.5e-07 1.1e-06 1.4e-06 1.8e-06 1.25e-06 1.65e-06 2.15e-06 1.5e-06 1.75e-06 1.7e-06
4 1.55e-06 1.5e-06 2.15e-06 1e-06 1.3e-06 1.2e-06 6.5e-07 1.7e-06 1.6e-06 2.25e-06 1.5e-06 2.05e-06 1.65e-06 1.75e-06 1.65e-06 1.35e-06 1.6e-06 1.95e-06 1.9e-06 1.6e-06 1.35e-06 8.5e-07 1.15e-06 1.7e-06 1.15e-06 1.2e-06 1.35e-06 1.65e-06 1.35e-06 1.65e-06 1.75e-06 1.25e-06 1.1e-06 1e-06 2.1e-06 1.35e-06 1.95e-06 2.2e-06 1.15e-06 1.85e-06 1.7e-06
5 1.2e-06 1.15e-06 2.1e-06 1.2e-06 1.2e-06 1.4e-06 1.15e-06 1.35e-06 1.45e-06 2.2e-06 1.35e-06 1.9e-06 1.3e-06 1.35e-06 1.5e-06 7.5e-07 1.75e-06 1.9e-06 1.85e-06 1.4e-06 7e-07 1.15e-06 1.05e-06 1.35e-06 9e-07 8e-07 1.35e-06 1.3e-06 1.5e-06 1.55e-06 1.4e-06 9.5e-07 7e-07 7e-07 2.05e-06 1e-06 1.9e-06 2.15e-06 9e-07 1.75e-06 1.6e-06
6 1.5e-06 1.45e-06 2.1e-06 9.5e-07 6.5e-07 1.15e-06 1.2e-06 1.65e-06 1.55e-06 2.2e-06 1.45e-06 2e-06 1.6e-06 1.7e-06 1.6e-06 1.3e-06 1.55e-06 1.9e-06 1.85e-06 1.55e-06 1.3e-06 8e-07 1.1e-06 1.65e-06 1.1e-06 1.15e-06 1.3e-06 1.6e-06 1.3e-06 1.6e-06 1.7e-06 1.2e-06 1.05e-06 9.5e-07 2.05e-06 1.3e-06 1.9e-06 2.15e-06 1.1e-06 1.8e-06 1.65e-06
7 1.45e-06 1.4e-06 2e-06 1.35e-06 1.7e-06 1.35e-06 1.65e-06 1.8e-06 2e-06 1.95e-06 1.55e-06 2.1e-06 1.25e-06 1.2e-06 1.65e-06 1.2e-06 1.85e-06 2e-06 2.2e-06 1.05e-06 9e-07 1.65e-06 1.55e-06 1.3e-06 1.75e-06 1e-06 1.6e-06 9e-07 1.4e-06 2.05e-06 1.2e-06 1.05e-06 1.25e-06 1.75e-06 1.45e-06 1.35e-06 9e-07 1.8e-06 1.75e-06 1.75e-06 1.6e-06
8 1.8e-06 1.75e-06 1.5e-06 1.9e-06 1.6e-06 1.45e-06 1.55e-06 2e-06 1.8e-06 1.65e-06 1.25e-06 1.15e-06 1.9e-06 2.05e-06 1.7e-06 1.6e-06 1.45e-06 1.6e-06 1.05e-06 1.9e-06 1.9e-06 1.5e-06 1.45e-06 1.95e-06 1.15e-06 1.75e-06 1.5e-06 1.95e-06 1.65e-06 1.05e-06 2.1e-06 1.85e-06 1.4e-06 9.5e-07 2.25e-06 1.45e-06 2e-06 1.95e-06 1.15e-06 1.85e-06 1.8e-06
9 2.1e-06 2.05e-06 1.55e-06 2.05e-06 2.25e-06 2.2e-06 2.2e-06 1.95e-06 1.65e-06 2e-06 1.65e-06 1.45e-06 2e-06 1.95e-06 1.95e-06 2.2e-06 1.65e-06 1.45e-06 1.6e-06 1.85e-06 2.2e-06 2.15e-06 2.1e-06 2.05e-06 2.05e-06 2.15e-06 1.9e-06 1.9e-06 2e-06 1.7e-06 2.05e-06 2.05e-06 2.1e-06 2.15e-06 1.85e-06 1.95e-06 1.6e-06 1.8e-06 2.05e-06 1.95e-06 1.9e-06
10 1.65e-06 1.6e-06 1.6e-06 1.5e-06 1.5e-06 1.35e-06 1.45e-06 1.55e-06 1.25e-06 1.65e-06 1.9e-06 1.4e-06 1.6e-06 1.65e-06 1.55e-06 1.4e-06 1.5e-06 1.75e-06 1.25e-06 1.5e-06 1.45e-06 1.55e-06 1.4e-06 1.65e-06 1.3e-06 1.2e-06 1.5e-06 1.5e-06 1.5e-06 1.3e-06 1.7e-06 1.45e-06 1.25e-06 1.2e-06 1.9e-06 1.4e-06 1.55e-06 1.8e-06 1.3e-06 1.75e-06 1.65e-06
