 slim_762227182 slim_762227205 slim_762227154 slim_762227193 slim_762227185 slim_762227197 slim_762227160 slim_762227188 slim_762227161 slim_762227175 slim_762227189 slim_762227191 slim_762227190 slim_762227165 slim_762227192 slim_762227183 slim_762227170 slim_762227172 slim_762227200 slim_762227166 slim_762227151 slim_762227162 slim_762227196 slim_762227153 slim_762227187 slim_762227201 slim_762227174 slim_762227167 slim_762227155 slim_762227178 slim_762227164 slim_762227202 slim_762227158 slim_762227198 slim_762227168 slim_762227204 slim_762227179 slim_762227181 slim_762227157 slim_762227173 slim_762227184 slim_762227152 slim_762227203 slim_762227150 slim_762227169 slim_762227149 slim_762227163 slim_762227195 slim_762227199 slim_762227186 slim_762227194 slim_762227177 slim_762227171 slim_762227159 slim_762227156 slim_762227176 slim_762227180
0 0.0 1.9e-06 1.2e-06 1.75e-06 8.5e-07 1.25e-06 1.3e-06 8.5e-07 1.9e-06 1.75e-06 1.2e-06 1.9e-06 2.05e-06 1.5e-06 9.5e-07 9.5e-07 1.1e-06 4.5e-07 2.15e-06 1.1e-06 1.2e-06 1.25e-06 1.1e-06 2.15e-06 1e-06 2e-06 9.5e-07 9e-07 1.7e-06 9e-07 1.2e-06 2.05e-06 3.2e-06 4.5e-07 1.1e-06 1.7e-06 1.75e-06 0.0 1.7e-06 1.25e-06 5.5e-07 2.05e-06 1.9e-06 1.3e-06 9e-07 1.6e-06 1.1e-06 1.9e-06 4.5e-07 2.25e-06 9e-07 2.25e-06 1.9e-06 4.5e-07 1.35e-06 2.3e-06 1.85e-06
1 1.9e-06 2e-06 1.05e-06 1.6e-06 1.5e-06 1.1e-06 1.15e-06 1.9e-06 1.05e-06 1.6e-06 1.9e-06 2.15e-06 2e-06 1.4e-06 2.05e-06 1.4e-06 1e-06 2e-06 1e-06 1.75e-06 1.65e-06 1.15e-06 1e-06 1.8e-06 1.4e-06 1.45e-06 2.25e-06 2.05e-06 2.2e-06 2.1e-06 1.05e-06 1.55e-06 2.3e-06 2e-06 1e-06 1.05e-06 1.55e-06 1.9e-06 1.05e-06 2.35e-06 1.45e-06 1.55e-06 1.35e-06 1.75e-06 2.1e-06 1.4e-06 1.65e-06 1.1e-06 2e-06 1.85e-06 2.05e-06 1.85e-06 1.05e-06 2e-06 1.5e-06 1.9e-06 1.95e-06
2 1.2e-06 1.05e-06 2e-07 2.05e-06 9.5e-07 2e-07 7e-07 1.55e-06 1.1e-06 2.05e-06 1.2e-06 2.4e-06 2.05e-06 1.2e-06 2.15e-06 5e-07 1e-07 1.65e-06 1.45e-06 1.3e-06 1.7e-06 2.5e-07 1e-07 2.25e-06 6e-07 1.9e-06 1.75e-06 1.9e-06 2.2e-06 2.1e-06 1.5e-07 1.45e-06 3e-06 1.65e-06 1e-07 8.5e-07 2.05e-06 1.2e-06 8e-07 2.05e-06 6.5e-07 1.45e-06 1.8e-06 1.8e-06 2.1e-06 1.4e-06 1.2e-06 1.1e-06 1.65e-06 1.65e-06 1.9e-06 1.65e-06 1.1e-06 1.65e-06 1.05e-06 1.7e-06 1.95e-06
3 1.75e-06 1.6e-06 2.05e-06 2.1e-06 1.65e-06 2.1e-06 1.55e-06 1.55e-06 1.6e-06 1.15e-06 2.35e-06 1.65e-06 1.85e-06 1.4e-06 1.3e-06 2.1e-06 1.95e-06 1.5e-06 1.15e-06 1.75e-06 1.2e-06 2.1e-06 1.95e-06 1.5e-06 2.05e-06 1.25e-06 2.1e-06 1.65e-06 1.6e-06 1.15e-06 2.05e-06 1.6e-06 2.15e-06 1.4e-06 1.95e-06 1.6e-06 1.1e-06 1.75e-06 1.35e-06 2e-06 1.85e-06 1.6e-06 1.1e-06 1.3e-06 1.15e-06 1.55e-06 1.6e-06 1.55e-06 1.4e-06 2.25e-06 1.65e-06 2.25e-06 1.6e-06 1.4e-06 1.75e-06 2.3e-06 1.65e-06
4 8.5e-07 1.5e-06 9.5e-07 1.65e-06 1.7e-06 1e-06 1e-06 1.2e-06 1.5e-06 1.65e-06 1.45e-06 1.9e-06 1.85e-06 1.15e-06 1.3e-06 1e-06 8.5e-07 1.05e-06 1.55e-06 1.2e-06 1.2e-06 1e-06 8.5e-07 1.95e-06 1.05e-06 1.7e-06 1.4e-06 1.4e-06 1.7e-06 1.25e-06 9.5e-07 1.5e-06 2.85e-06 1.05e-06 8.5e-07 1.3e-06 1.65e-06 8.5e-07 1.05e-06 1.5e-06 8.5e-07 1.5e-06 1.6e-06 1.3e-06 1.25e-06 1.5e-06 1.15e-06 1.5e-06 1.05e-06 1.95e-06 1.4e-06 1.95e-06 1.5e-06 1.05e-06 1.2e-06 2e-06 1.65e-06
5 1.25e-06 1.1e-06 2e-07 2.1e-06 1e-06 3e-07 7.5e-07 1.6e-06 1.15e-06 2.1e-06 1.25e-06 2.45e-06 2.1e-06 1.25e-06 2.2e-06 5.5e-07 1.5e-07 1.7e-06 1.5e-06 1.35e-06 1.75e-06 2e-07 1.5e-07 2.3e-06 6e-07 1.95e-06 1.8e-06 1.95e-06 2.25e-06 2.15e-06 2e-07 1.5e-06 3.05e-06 1.7e-06 1.5e-07 9e-07 2.1e-06 1.25e-06 8e-07 2.1e-06 7e-07 1.5e-06 1.85e-06 1.85e-06 2.15e-06 1.45e-06 1.15e-06 1.15e-06 1.7e-06 1.7e-06 1.95e-06 1.7e-06 1.15e-06 1.7e-06 1.05e-06 1.75e-06 2e-06
6 1.3e-06 1.15e-06 7e-07 1.55e-06 1e-06 7.5e-07 1.2e-06 1.4e-06 1.15e-06 1.55e-06 1.5e-06 1.9e-06 1.85e-06 1e-06 1.55e-06 1.05e-06 6e-07 1.4e-06 1.1e-06 1.35e-06 1.05e-06 7.5e-07 6e-07 1.85e-06 1e-06 1.5e-06 1.75e-06 1.75e-06 1.7e-06 1.5e-06 7e-07 1.15e-06 2.6e-06 1.4e-06 6e-07 9.5e-07 1.55e-06 1.3e-06 6.5e-07 1.85e-06 9.5e-07 1.15e-06 1.4e-06 1.15e-06 1.5e-06 1.45e-06 1.15e-06 1.15e-06 1.4e-06 1.7e-06 1.75e-06 1.7e-06 1.15e-06 1.4e-06 1.1e-06 1.75e-06 1.55e-06
7 8.5e-07 1.9e-06 1.55e-06 1.55e-06 1.2e-06 1.6e-06 1.4e-06 1.7e-06 1.9e-06 1.65e-06 1.45e-06 1.85e-06 1.95e-06 1.35e-06 1.1e-06 1.4e-06 1.45e-06 9.5e-07 1.8e-06 1.05e-06 1.2e-06 1.6e-06 1.45e-06 1.95e-06 1.2e-06 1.75e-06 1.45e-06 1.3e-06 1.55e-06 9.5e-07 1.55e-06 1.75e-06 2.95e-06 8.5e-07 1.45e-06 1.7e-06 1.55e-06 8.5e-07 1.45e-06 1.55e-06 1.15e-06 1.75e-06 1.6e-06 1.3e-06 9.5e-07 1.7e-06 1.25e-06 1.9e-06 8.5e-07 2.3e-06 1.3e-06 2.3e-06 1.9e-06 8.5e-07 1.45e-06 2.35e-06 1.65e-06
8 1.9e-06 1.05e-06 1.1e-06 1.6e-06 1.5e-06 1.15e-06 1.15e-06 1.9e-06 2e-06 1.6e-06 1.9e-06 2.15e-06 2e-06 1.4e-06 2.05e-06 1.45e-06 1e-06 2e-06 1e-06 1.75e-06 1.65e-06 1.15e-06 1e-06 1.8e-06 1.4e-06 1.45e-06 2.25e-06 2.05e-06 2.2e-06 2.1e-06 1.05e-06 1.55e-06 2.3e-06 2e-06 1e-06 1.1e-06 1.55e-06 1.9e-06 1.05e-06 2.35e-06 1.45e-06 1.55e-06 1.35e-06 1.75e-06 2.1e-06 1.4e-06 1.65e-06 1.1e-06 2e-06 1.85e-06 2.05e-06 1.85e-06 1.05e-06 2e-06 1.5e-06 1.9e-06 1.95e-06
9 1.75e-06 1.6e-06 2.05e-06 1.15e-06 1.65e-06 2.1e-06 1.55e-06 1.65e-06 1.6e-06 2.1e-06 2.35e-06 1.55e-06 1.85e-06 1.4e-06 1.2e-06 2.1e-06 1.95e-06 1.45e-06 1.15e-06 1.7e-06 1.15e-06 2.1e-06 1.95e-06 1.5e-06 2.05e-06 1.25e-06 2.1e-06 1.6e-06 1.7e-06 1.2e-06 2.05e-06 1.6e-06 2.15e-06 1.5e-06 1.95e-06 1.6e-06 1.2e-06 1.75e-06 1.35e-06 2e-06 1.85e-06 1.6e-06 1.15e-06 1.25e-06 1.2e-06 1.55e-06 1.7e-06 1.55e-06 1.5e-06 2.25e-06 1.6e-06 2.25e-06 1.6e-06 1.5e-06 1.75e-06 2.3e-06 1.65e-06
