 slim_762331744 slim_762331725 slim_762331768 slim_762331719 slim_762331763 slim_762331701 slim_762331770 slim_762331717 slim_762331748 slim_762331772 slim_762331713 slim_762331761 slim_762331729 slim_762331754 slim_762331755 slim_762331734 slim_762331731 slim_762331726 slim_762331774 slim_762331727 slim_762331724 slim_762331733 slim_762331707 slim_762331714 slim_762331739 slim_762331765 slim_762331757 slim_762331736 slim_762331751 slim_762331730 slim_762331737 slim_762331767 slim_762331753 slim_762331764 slim_762331773 slim_762331710 slim_762331743 slim_762331762 slim_762331706 slim_762331721 slim_762331703 slim_762331745 slim_762331752 slim_762331746 slim_762331742 slim_762331756 slim_762331712 slim_762331741 slim_762331715 slim_762331769 slim_762331740 slim_762331708 slim_762331728 slim_762331723 slim_762331738 slim_762331771 slim_762331722 slim_762331711 slim_762331749 slim_762331704 slim_762331702 slim_762331735 slim_762331732 slim_762331709 slim_762331747 slim_762331720 slim_762331775 slim_762331705 slim_762331759 slim_762331750 slim_762331716 slim_762331718 slim_762331760 slim_762331758 slim_762331766
0 6e-07 1.45e-06 1.25e-06 1.45e-06 4.5e-07 3e-07 1.1e-06 1.9e-06 8e-07 2.2e-06 1.2e-06 2.1e-06 1.55e-06 2.05e-06 1.5e-06 7.5e-07 1.65e-06 2.2e-06 2.85e-06 1.6e-06 2.3e-06 1.3e-06 1.2e-06 1.1e-06 1.35e-06 2.05e-06 1.6e-06 1.85e-06 1.85e-06 1.6e-06 1.25e-06 1.15e-06 1.95e-06 2.15e-06 2.5e-06 1.9e-06 1.1e-06 1.2e-06 1.85e-06 2.35e-06 1.85e-06 1e-06 2.25e-06 1.8e-06 1.9e-06 1.6e-06 1.25e-06 1.15e-06 1.2e-06 1.55e-06 1.2e-06 1.9e-06 1.4e-06 1.4e-06 1.5e-06 1.95e-06 1.9e-06 1.1e-06 1.9e-06 1.8e-06 8.5e-07 1.2e-06 7e-07 1.9e-06 1.55e-06 2.35e-06 2.15e-06 1.85e-06 1.25e-06 1.6e-06 1.6e-06 1.2e-06 1.25e-06 1.15e-06 2.5e-06
1 1.45e-06 2.4e-06 2.1e-06 2.2e-06 1.35e-06 1.2e-06 1.95e-06 1.55e-06 1.6e-06 2.8e-06 1.55e-06 2.35e-06 1.9e-06 2.6e-06 2.25e-06 1.55e-06 2.3e-06 1.8e-06 1.95e-06 2.25e-06 1.5e-06 2.1e-06 1.95e-06 1.75e-06 2.05e-06 2.5e-06 2.3e-06 2.05e-06 2.6e-06 1.85e-06 2e-06 2e-06 2.6e-06 1.9e-06 2.6e-06 2.6e-06 1.85e-06 1.6e-06 2.15e-06 1.6e-06 1.8e-06 1.85e-06 2.45e-06 1.85e-06 2e-06 2.35e-06 2e-06 1.8e-06 1.95e-06 2.3e-06 2.05e-06 2.4e-06 2e-06 1.8e-06 2.25e-06 2.65e-06 1.55e-06 1.85e-06 2.55e-06 1.65e-06 1.65e-06 1.6e-06 1.8e-06 1.65e-06 2.2e-06 1.95e-06 2.3e-06 2.15e-06 2e-06 2.4e-06 2.35e-06 2e-06 2e-06 1.4e-06 1.65e-06
2 1.25e-06 2.1e-06 2.1e-06 2.1e-06 1.15e-06 1.15e-06 1.1e-06 2.3e-06 1.4e-06 2.65e-06 1.7e-06 2.4e-06 1.95e-06 2.4e-06 2.15e-06 1.35e-06 2.05e-06 2.65e-06 3.25e-06 2e-06 2.75e-06 1.85e-06 1.85e-06 1.55e-06 1.8e-06 2.55e-06 2.1e-06 2.3e-06 2.25e-06 2e-06 1.85e-06 1.25e-06 2.4e-06 2.6e-06 2.9e-06 2.3e-06 1.75e-06 1.8e-06 1.7e-06 2.8e-06 2.4e-06 1.45e-06 2.7e-06 2.2e-06 2.3e-06 2e-06 1.7e-06 1.45e-06 1.85e-06 1.3e-06 1.7e-06 2.15e-06 1.3e-06 1.95e-06 1.9e-06 1.75e-06 2.3e-06 1.75e-06 2.3e-06 2.35e-06 1.45e-06 1.85e-06 1.45e-06 2.3e-06 1.95e-06 2.8e-06 2.5e-06 1.75e-06 1.75e-06 2.05e-06 2.25e-06 1.9e-06 1.9e-06 1.75e-06 3e-06
3 1.45e-06 2.2e-06 2.1e-06 2.7e-06 1.5e-06 1.35e-06 1.95e-06 2.45e-06 1.65e-06 1.5e-06 1.95e-06 2.25e-06 2.1e-06 1.65e-06 1.4e-06 1.6e-06 1.9e-06 2.35e-06 2.85e-06 1.85e-06 2.75e-06 1.65e-06 1.75e-06 1.85e-06 1.95e-06 2.25e-06 2.15e-06 2e-06 1.6e-06 2.15e-06 1.75e-06 2e-06 1.45e-06 2.65e-06 2.3e-06 2.05e-06 1.55e-06 2.1e-06 2.4e-06 2.75e-06 2.5e-06 1.7e-06 1.85e-06 2.05e-06 2.05e-06 1.9e-06 1.8e-06 1.9e-06 1.65e-06 2.2e-06 1.7e-06 2.15e-06 2.05e-06 2.05e-06 1.8e-06 2.3e-06 2.45e-06 1.65e-06 1.6e-06 2.3e-06 1.7e-06 1.9e-06 1.65e-06 2.5e-06 1.9e-06 2.5e-06 2.25e-06 2.4e-06 1.7e-06 1.8e-06 1.5e-06 1.6e-06 1.7e-06 1.9e-06 3e-06
4 4.5e-07 1.35e-06 1.15e-06 1.5e-06 3e-07 1.5e-07 1.1e-06 1.95e-06 8e-07 2.45e-06 1.05e-06 2.35e-06 1.75e-06 2e-06 1.55e-06 7.5e-07 1.85e-06 2.3e-06 2.95e-06 1.8e-06 2.3e-06 1.65e-06 1.25e-06 1e-06 1.6e-06 2.35e-06 1.95e-06 2e-06 2.1e-06 1.7e-06 1.3e-06 1.15e-06 2.15e-06 2.4e-06 2.75e-06 2.15e-06 1.15e-06 1.25e-06 1.95e-06 2.45e-06 2.2e-06 9.5e-07 2.4e-06 1.85e-06 2e-06 1.85e-06 1.2e-06 9.5e-07 1.25e-06 1.7e-06 1.5e-06 2e-06 1.4e-06 1.65e-06 1.45e-06 2.15e-06 1.95e-06 1.15e-06 2.1e-06 1.9e-06 8.5e-07 1.25e-06 1e-06 2e-06 1.75e-06 2.45e-06 2.35e-06 1.95e-06 1.2e-06 1.95e-06 1.7e-06 1.3e-06 1.3e-06 1.05e-06 2.65e-06
5 3e-07 1.2e-06 1.15e-06 1.35e-06 1.5e-07 0.0 1e-06 1.8e-06 6.5e-07 2.3e-06 1e-06 2.25e-06 1.6e-06 1.95e-06 1.4e-06 6e-07 1.7e-06 2.15e-06 2.8e-06 1.65e-06 2.15e-06 1.5e-06 1.1e-06 9e-07 1.45e-06 2.2e-06 1.8e-06 1.85e-06 2e-06 1.55e-06 1.15e-06 1.05e-06 2e-06 2.25e-06 2.6e-06 2.05e-06 1e-06 1.15e-06 1.85e-06 2.3e-06 2.05e-06 9e-07 2.25e-06 1.7e-06 1.85e-06 1.75e-06 1.15e-06 9.5e-07 1.1e-06 1.6e-06 1.35e-06 1.9e-06 1.3e-06 1.5e-06 1.4e-06 2.05e-06 1.8e-06 1e-06 1.95e-06 1.75e-06 7e-07 1.1e-06 8.5e-07 1.9e-06 1.6e-06 2.3e-06 2.2e-06 1.85e-06 1.15e-06 1.8e-06 1.55e-06 1.15e-06 1.15e-06 9e-07 2.5e-06
6 1.1e-06 1.95e-06 1.1e-06 1.95e-06 1.1e-06 1e-06 2e-06 2.15e-06 1.25e-06 2.5e-06 1.65e-06 2.3e-06 1.8e-06 2.35e-06 2e-06 1.2e-06 1.9e-06 2.5e-06 3.1e-06 1.85e-06 2.6e-06 1.7e-06 1.7e-06 1.45e-06 1.65e-06 2.4e-06 1.95e-06 2.15e-06 2.15e-06 1.85e-06 1.7e-06 1.15e-06 2.25e-06 2.45e-06 2.75e-06 2.2e-06 1.6e-06 1.7e-06 1.6e-06 2.65e-06 2.25e-06 1.4e-06 2.55e-06 2.05e-06 2.15e-06 1.9e-06 1.7e-06 1.45e-06 1.7e-06 1.2e-06 1.55e-06 2.05e-06 1.2e-06 1.8e-06 1.85e-06 1.65e-06 2.15e-06 1.6e-06 2.15e-06 2.2e-06 1.3e-06 1.7e-06 1.3e-06 2.2e-06 1.8e-06 2.65e-06 2.35e-06 1.65e-06 1.7e-06 1.9e-06 2.1e-06 1.75e-06 1.75e-06 1.6e-06 2.85e-06
7 1.9e-06 1.55e-06 2.3e-06 2.45e-06 1.95e-06 1.8e-06 2.15e-06 2.6e-06 1.6e-06 2.7e-06 1.85e-06 2.25e-06 1.55e-06 2.7e-06 2.5e-06 1.55e-06 1.95e-06 1.8e-06 1.95e-06 1.9e-06 1.55e-06 2e-06 2.2e-06 2.05e-06 1.7e-06 2.35e-06 2.1e-06 2e-06 2.5e-06 1.55e-06 2.1e-06 2.2e-06 2.45e-06 1.7e-06 2.5e-06 2.5e-06 2.1e-06 1.85e-06 2.05e-06 1.6e-06 1.7e-06 1.85e-06 2.4e-06 1.7e-06 1.85e-06 2.25e-06 2.25e-06 2.1e-06 2.2e-06 1.9e-06 1.7e-06 2.35e-06 1.7e-06 1.75e-06 2.5e-06 2.5e-06 1.35e-06 2.1e-06 2.2e-06 1.75e-06 1.65e-06 1.85e-06 1.95e-06 1.65e-06 1.85e-06 1.95e-06 1.95e-06 2.05e-06 2.25e-06 2.3e-06 2.55e-06 2.25e-06 2.25e-06 1.6e-06 1.65e-06
8 8e-07 1.6e-06 1.4e-06 1.65e-06 8e-07 6.5e-07 1.25e-06 1.6e-06 1.3e-06 2.25e-06 1.35e-06 2.2e-06 1.3e-06 2.1e-06 1.7e-06 6.5e-07 1.4e-06 2.2e-06 2.85e-06 1.35e-06 2.25e-06 1.45e-06 1.4e-06 1.25e-06 1.15e-06 2.1e-06 1.65e-06 1.85e-06 1.95e-06 1.3e-06 1.3e-06 1.3e-06 1.9e-06 2.1e-06 2.55e-06 2e-06 1.3e-06 1.45e-06 1.8e-06 2.35e-06 2e-06 9.5e-07 2.25e-06 1.6e-06 1.75e-06 1.7e-06 1.45e-06 1.3e-06 1.4e-06 1.25e-06 1.05e-06 1.9e-06 1.05e-06 1.5e-06 1.7e-06 1.95e-06 1.65e-06 1.3e-06 1.65e-06 1.9e-06 7.5e-07 1.4e-06 1.05e-06 1.95e-06 1.3e-06 2.35e-06 1.9e-06 1.8e-06 1.45e-06 1.75e-06 1.8e-06 1.45e-06 1.45e-06 1.15e-06 2.55e-06
9 2.2e-06 2.8e-06 2.65e-06 1.5e-06 2.45e-06 2.3e-06 2.5e-06 2.7e-06 2.25e-06 1.4e-06 2.5e-06 2.1e-06 2.2e-06 1.45e-06 1.55e-06 2.2e-06 1.6e-06 2e-06 2.75e-06 1.55e-06 2.95e-06 1.25e-06 1.85e-06 2.35e-06 2e-06 1.75e-06 2e-06 1.6e-06 1.35e-06 2.35e-06 1.85e-06 2.55e-06 1.15e-06 2.6e-06 1.65e-06 1.5e-06 1.55e-06 2.65e-06 2.55e-06 2.8e-06 2.55e-06 2.1e-06 1.6e-06 1.85e-06 1.7e-06 1.55e-06 1.9e-06 2.4e-06 1.7e-06 2.4e-06 1.8e-06 1.8e-06 2.4e-06 2.2e-06 2.05e-06 2e-06 2.7e-06 1.75e-06 1.4e-06 2.45e-06 2.3e-06 2.3e-06 2.05e-06 2.7e-06 1.65e-06 2.2e-06 2.15e-06 2.55e-06 1.75e-06 1.65e-06 1.6e-06 1.9e-06 1.75e-06 2.5e-06 3.05e-06
