 slim_337476809 slim_337480522 slim_337481162 slim_337479637 slim_337481546 slim_337481567 slim_337468953 slim_337481642 slim_337481684 slim_337481653 slim_337481622 slim_337481579 slim_337481667 slim_337481580 slim_337481573 slim_337481620 slim_337481603 slim_337481768 slim_337481701 slim_337481772 slim_337481720 slim_337481751 slim_337481769 slim_337481791 slim_337481700 slim_337481800 slim_337481748 slim_337481789 slim_337481714 slim_337481728 slim_337481741 slim_337481759 slim_337481794 slim_337481695 slim_337481801 slim_337481793 slim_337481784 slim_337481888 slim_337481816 slim_337481893 slim_337481903 slim_337481876 slim_337481823 slim_337481869 slim_337481874 slim_337481810 slim_337481882 slim_337481879 slim_337481802 slim_337481831 slim_337481886 slim_337481907 slim_337481891 slim_337481830 slim_337481843 slim_337481863 slim_337481832 slim_337481877 slim_337481825 slim_337481856 slim_337481878 slim_337481881 slim_337481861 slim_337481813 slim_337481824 slim_337481860 slim_337481892 slim_337481905 slim_337481901 slim_337481867 slim_337481819 slim_337481822 slim_337481859 slim_337481900 slim_337481858 slim_337481871 slim_337481835 slim_337481834 slim_337481828 slim_337481899 slim_337481807 slim_337481889 slim_337481868 slim_337481848 slim_337481811 slim_337481895 slim_337481890 slim_337481870 slim_337481897 slim_337481894 slim_337481875 slim_337481837 slim_337481805 slim_337481904 slim_337481840 slim_337481850 slim_337481884 slim_337481829 slim_337481806 slim_337481885 slim_337481851
0 0.0008656 0.0008918 0.00086575 0.00088205 0.00084985 0.00084695 0.000867 0.0008684 0.0008407 0.00088225 0.0008425 0.0008707 0.00067035 0.0008878 0.0008642 0.00085765 0.0008762 0.0008646 0.0008909 0.0008364 0.0008972 0.0008332 0.0008862 0.0009379 0.00089565 0.00085445 0.00092235 0.00093035 0.00086125 0.0006399 0.0009139 0.00087285 0.0009072 0.0008874 0.00090325 0.00088885 0.0008714 0.00061785 0.00063075 0.00089545 0.0009239 0.00084555 0.00090085 0.0006814 0.0008987 0.0008451 0.00085965 0.00061955 0.00089825 0.00091105 0.000855 0.00087155 0.00089245 0.0008856 0.0008805 0.00085725 0.00085615 0.00087475 0.000687 0.00087015 0.00086125 0.0008829 0.00043315 0.0008679 0.0009101 0.0008735 0.00086195 0.0008643 0.00067365 0.0008697 0.0008561 0.00086105 0.00063555 0.0008611 0.0008807 0.00088895 0.00082695 0.0008978 0.0008588 0.00091765 0.0009049 0.00090455 0.00085835 0.000899 0.00089415 0.0008683 0.00088795 0.00088655 0.00063545 0.0008425 0.0008689 0.0008944 0.0009 0.00083815 0.00083735 0.0008778 0.0008815 0.0008787 0.0008467 0.0008587 0.00090755
1 0.0008918 0.0009038 0.00082775 0.0008925 0.00083565 0.00087815 0.0008226 0.00090195 0.00082295 0.00087755 0.00083295 0.0008675 0.00086245 0.00084435 0.0008611 0.0008946 0.0008031 0.0008602 0.0008748 0.00084695 0.00087795 0.0008385 0.00068495 0.00087345 0.00084355 0.00086935 0.00079655 0.00086925 0.00089565 0.0008904 0.0008759 0.00082655 0.00084535 0.00088755 0.00089 0.0008653 0.00064155 0.00087935 0.00087445 0.00082255 0.00085525 0.0008684 0.00081515 0.0008673 0.00084135 0.00084435 0.00085845 0.00089515 0.0008646 0.00079625 0.000843 0.00090955 0.00089835 0.00084455 0.00088485 0.00086975 0.0008156 0.0008832 0.00089615 0.000892 0.00083525 0.0008944 0.00089215 0.000857 0.0008457 0.00079445 0.0008786 0.00088755 0.00083895 0.0008642 0.0008695 0.0008657 0.00086935 0.00090435 0.000861 0.000858 0.00086065 0.00087235 0.0008706 0.0008568 0.0008617 0.00085735 0.0008531 0.0008329 0.00080655 0.0008319 0.00084795 0.00087675 0.00086925 0.0008546 0.00085395 0.0008511 0.00086075 0.00083355 0.0008602 0.0006459 0.0008866 0.00084415 0.0008713 0.0008705 0.0008566
2 0.00086575 0.00082775 0.0008903 0.0009005 0.00083205 0.0007777 0.00085025 0.0008062 0.00082045 0.0007771 0.00082055 0.0008927 0.0008832 0.000817 0.0007916 0.0008793 0.00084525 0.00083595 0.0008348 0.00080735 0.00081385 0.00080905 0.0008236 0.0008402 0.00079475 0.00085845 0.0008571 0.00081625 0.00088765 0.0008551 0.0008358 0.00084685 0.0008294 0.00084645 0.00085925 0.0008656 0.000851 0.00083885 0.00084545 0.00087515 0.00083095 0.0008413 0.00089345 0.00088405 0.00085485 0.00083365 0.0008349 0.0008721 0.00086205 0.00089215 0.0008363 0.0008612 0.0008779 0.00088635 0.0008604 0.00078425 0.00088465 0.0008485 0.00089825 0.0008861 0.00081095 0.00080135 0.0008661 0.0007725 0.0008504 0.00080785 0.0008145 0.00086925 0.00088155 0.00083045 0.00082905 0.0006067 0.00083635 0.00089495 0.00086135 0.00083305 0.0008886 0.0008417 0.0008652 0.00090095 0.0007501 0.00087735 0.00083005 0.00079625 0.0008355 0.0008562 0.000857 0.0008061 0.00083625 0.00081885 0.0008548 0.00085995 0.0008212 0.0008001 0.0007621 0.0008659 0.00083135 0.00085955 0.00088395 0.0008651 0.0007873
3 0.00088205 0.0008925 0.0009005 0.0009057 0.00088965 0.00091135 0.00091145 0.00088205 0.0008673 0.0008689 0.0008504 0.0008541 0.0008827 0.00083745 0.00091195 0.00086335 0.0008397 0.00088675 0.0007917 0.0008623 0.00085515 0.0008394 0.0008875 0.0006493 0.00081755 0.00089125 0.00086165 0.0008254 0.0009031 0.0009162 0.0008417 0.00082255 0.0008818 0.00085525 0.00085405 0.00086315 0.00087335 0.00087845 0.0008996 0.00087605 0.0008706 0.000901 0.0008923 0.00089335 0.0008977 0.00086805 0.00086185 0.00091375 0.00091455 0.0008726 0.0008409 0.0008586 0.00087075 0.00086265 0.00080965 0.000888 0.00089185 0.00082925 0.00068155 0.0006766 0.00080355 0.0009085 0.0008824 0.00087735 0.00084885 0.0008538 0.00089765 0.0006321 0.0008998 0.0007958 0.00084835 0.0009068 0.00084985 0.0008655 0.0008363 0.0008255 0.00088685 0.00083205 0.00086905 0.00064845 0.00088865 0.0008287 0.00088375 0.0008669 0.00085295 0.00087255 0.0006495 0.00085785 0.00084975 0.00085615 0.00087785 0.0008337 0.00082655 0.0007898 0.0008799 0.0008859 0.00079875 0.00087005 0.0009062 0.00086895 0.00085575
4 0.00084985 0.00083565 0.00083205 0.00088965 0.0008094 0.0008159 0.00089905 0.00088805 0.0008655 0.0008297 0.0008242 0.00086165 0.00085755 0.00078105 0.0008455 0.0008595 0.00083695 0.00065835 0.0008296 0.0008678 0.0008404 0.00083815 0.0008648 0.00089135 0.00085165 0.0008509 0.0008742 0.00086285 0.00089115 0.0009027 0.0008741 0.0008094 0.0009015 0.00085075 0.00088095 0.0009032 0.0008245 0.0008774 0.00088635 0.00087095 0.00086005 0.0008439 0.00085925 0.0009079 0.0008111 0.00085105 0.00089325 0.00066355 0.00090625 0.00082025 0.00085345 0.0008803 0.00088095 0.00088015 0.00082805 0.0008685 0.0008636 0.00085005 0.0009241 0.00089535 0.00083715 0.0008717 0.0008502 0.00081885 0.000886 0.00064295 0.00082665 0.00084185 0.00088505 0.0008415 0.00084675 0.000891 0.0008743 0.00088855 0.00084055 0.0008616 0.0008903 0.0008456 0.0008901 0.00090475 0.00084375 0.0008248 0.00087855 0.00083455 0.0006444 0.0008217 0.00089335 0.00082065 0.0008742 0.00085465 0.0008486 0.00086305 0.0008827 0.00082625 0.00084865 0.0008408 0.00083665 0.0008725 0.0006377 0.00089 0.0008552
5 0.00084695 0.00087815 0.0007777 0.00091135 0.0008159 0.0008258 0.00084885 0.00059685 0.0008292 0.0006604 0.00083525 0.000872 0.00085845 0.0008629 0.00065995 0.00083165 0.000846 0.00086205 0.0008946 0.00083965 0.00087165 0.00081345 0.0008439 0.0009152 0.00085205 0.00066005 0.00087625 0.000906 0.0008493 0.0008744 0.00090005 0.0008336 0.0008367 0.00086655 0.0008717 0.00083675 0.0008631 0.00084445 0.00083835 0.00085055 0.0008795 0.00065235 0.0008714 0.00083315 0.0008484 0.0006221 0.0008631 0.0008028 0.00084445 0.0008799 0.00085355 0.0008781 0.00085065 0.0008807 0.0008769 0.00068875 0.000855 0.00087605 0.00089455 0.0008631 0.0008417 0.00068165 0.0008473 0.00064105 0.00085215 0.0008536 0.0006242 0.00085205 0.0008708 0.00084545 0.0008894 0.0007439 0.0008246 0.00085465 0.0008659 0.0008636 0.00083645 0.0008432 0.0008163 0.000906 0.0006585 0.00087935 0.0008592 0.0008968 0.00087415 0.0008476 0.0008788 0.0008211 0.0008245 0.00084965 0.000831 0.00086355 0.0008578 0.00079985 0.0006622 0.00091155 0.00090245 0.00083485 0.00080335 0.0008162 0.00087685
6 0.000867 0.0008226 0.00085025 0.00091145 0.00089905 0.00084885 0.0007179 0.0008797 0.00086615 0.00083405 0.0007658 0.00084535 0.000856 0.00083255 0.0008744 0.0009058 0.00085025 0.0009395 0.0008334 0.0008721 0.00083905 0.00087555 0.0008534 0.00089555 0.0008842 0.0008914 0.0007981 0.0008673 0.00090345 0.0008902 0.0009057 0.0008415 0.0008624 0.00087295 0.00087025 0.0007801 0.0007842 0.0008876 0.0008901 0.00086885 0.00087395 0.00085245 0.0008483 0.00091495 0.00085055 0.00085835 0.0009117 0.00087965 0.0006124 0.0008221 0.00089345 0.00088875 0.00088815 0.0008642 0.00085175 0.00078015 0.0006124 0.0008319 0.00090035 0.00091735 0.0008513 0.00084775 0.00086735 0.00078965 0.0008873 0.00089435 0.0008539 0.00086835 0.0008647 0.000854 0.0008557 0.000873 0.0008842 0.0008539 0.0008482 0.00079575 0.0008955 0.0008606 0.0007751 0.00086735 0.0008652 0.00082585 0.0008184 0.00090945 0.00088525 0.00084765 0.0008718 0.00082375 0.0008841 0.0008758 0.0008383 0.0008732 0.00087815 0.0008698 0.0007694 0.0008386 0.00086225 0.0008105 0.0008632 0.000775 0.00084695
7 0.0008684 0.00090195 0.0008062 0.00088205 0.00088805 0.00059685 0.0008797 0.0008164 0.00081985 0.00084475 0.0008433 0.00087735 0.0008773 0.00088025 0.0008404 0.00082275 0.0008693 0.0009002 0.0008914 0.0008453 0.0008791 0.0008027 0.00066725 0.0008831 0.0008512 0.00065185 0.0008761 0.00088685 0.0008791 0.00087055 0.0008773 0.0008613 0.0006574 0.0008557 0.0008265 0.0008386 0.0008867 0.0008454 0.00081875 0.0008944 0.000891 0.00064815 0.00090455 0.00081715 0.00089425 0.0006375 0.00082975 0.0008479 0.0008883 0.0008982 0.00086405 0.00087975 0.00080755 0.0008945 0.0008698 0.0008371 0.0008944 0.0008743 0.00090045 0.00081145 0.0008501 0.0008423 0.00086875 0.0008458 0.000862 0.0009059 0.00063125 0.000866 0.00088525 0.0008483 0.00087575 0.0006144 0.00084845 0.00085805 0.00089085 0.0008756 0.0008465 0.0008682 0.0008392 0.0009099 0.0008276 0.0008772 0.0008618 0.00087385 0.0009142 0.00083185 0.00088165 0.00085885 0.00084835 0.00085465 0.0008818 0.00085835 0.00083445 0.00083255 0.0008124 0.00091105 0.00088295 0.000875 0.00086715 0.0008391 0.00087215
8 0.0008407 0.00082295 0.00082045 0.0008673 0.0008655 0.0008292 0.00086615 0.00081985 0.000856 0.0008628 0.0007295 0.0008198 0.00085325 0.00089155 0.00080725 0.0008956 0.00091725 0.00083 0.0009044 0.00051735 0.00085965 0.000679 0.0008448 0.00085565 0.00089445 0.00080645 0.00087905 0.0008772 0.0008355 0.0008576 0.00088945 0.00089295 0.00085825 0.0008837 0.0008851 0.0008639 0.0008406 0.00071995 0.00063925 0.0008487 0.0008481 0.0008376 0.0008732 0.00083225 0.0008553 0.00062815 0.00087335 0.00087555 0.0008497 0.0008805 0.00085725 0.00086255 0.00088695 0.00087525 0.0009075 0.0008254 0.00085815 0.0008746 0.0008538 0.0008777 0.000869 0.00084085 0.00084105 0.00085765 0.0009028 0.00062925 0.0008261 0.00088585 0.0008775 0.00090825 0.00088945 0.0007916 0.00089005 0.00089725 0.00087745 0.0008493 0.00086485 0.00087365 0.0008388 0.00086425 0.0008445 0.0008715 0.00083385 0.00071175 0.0008509 0.0006425 0.0006402 0.0008562 0.00088995 0.0008974 0.00088955 0.00084835 0.00088855 0.00092985 0.00081245 0.0008943 0.00091115 0.0008223 0.0008712 0.0008387 0.00086705
9 0.00088225 0.00087755 0.0007771 0.0008689 0.0008297 0.0006604 0.00083405 0.00084475 0.0008628 0.000871 0.0008374 0.00089805 0.00086545 0.00073845 0.00067865 0.0008786 0.0008257 0.0008671 0.000532 0.00087145 0.00062785 0.0008187 0.000854 0.0008962 0.00081785 0.00090365 0.00087275 0.0006524 0.0008687 0.00089315 0.0008724 0.0008121 0.0008449 0.0008705 0.00063855 0.00081395 0.0008716 0.0008601 0.0008721 0.00080945 0.0008495 0.00087015 0.00086825 0.0009079 0.0008481 0.00086985 0.00088395 0.0008423 0.00083445 0.0008717 0.00084415 0.00066095 0.0008238 0.0008842 0.00072945 0.0006706 0.0008509 0.00064395 0.00087025 0.00081645 0.0006398 0.00063285 0.0008826 0.00064675 0.00086035 0.00085115 0.0008528 0.0006256 0.000879 0.00061285 0.00077265 0.00077915 0.0008195 0.0008216 0.00073985 0.0006375 0.00087505 0.00069625 0.0008036 0.0008424 0.0006524 0.00065885 0.00087635 0.00088335 0.00083255 0.00086495 0.00088875 0.0006279 0.0008194 0.0008399 0.0008163 0.0008433 0.0008688 0.00076625 0.00066735 0.00087025 0.00056995 0.0008453 0.0008315 0.0008035 0.00082615
