 slim_337501379 slim_337501083 slim_337501372 slim_337501319 slim_337501390 slim_337501367 slim_337501406 slim_337501321 slim_337501400 slim_337501416 slim_337501393 slim_337501380 slim_337501354 slim_337501311 slim_337501344 slim_337501262 slim_337501360 slim_337501243 slim_337501309 slim_337501246 slim_337501428 slim_337501383 slim_337501330 slim_337501391 slim_337501257 slim_337501331 slim_337501339 slim_337501024 slim_337501385 slim_337500999 slim_337501423 slim_337501415 slim_337500876 slim_337501409 slim_337501306 slim_337501234 slim_337501300 slim_337501396 slim_337501278 slim_337501394 slim_337501240 slim_337501111 slim_337501259 slim_337501378 slim_337501377 slim_337501357 slim_337501362 slim_337501426 slim_337501386 slim_337501381 slim_337501359 slim_337501340 slim_337501384 slim_337501413 slim_337501411 slim_337501424 slim_337501414 slim_337501222 slim_337501422 slim_337501270 slim_337501285 slim_337501293 slim_337501338 slim_337501265 slim_337501419 slim_337501420 slim_337501395 slim_337501364 slim_337501370 slim_337501305 slim_337501318 slim_337501336 slim_337501425 slim_337501236 slim_337501327 slim_337501417 slim_337501412 slim_337501408 slim_337500994 slim_337501410 slim_337501356 slim_337501000 slim_337501307 slim_337501421 slim_337501375 slim_337501427 slim_337501346
0 0.0002052 0.00067035 0.00042675 0.00043965 0.00048875 0.00067835 0.0005254 0.00071395 0.0004913 0.00046345 0.00074045 0.0005214 0.00070435 0.0004308 0.000515 0.00050745 0.00040255 0.00023345 0.00051935 0.00075965 0.00014365 0.0004709 0.00044 0.0007759 0.00042025 0.0004835 0.0001751 0.00045335 0.00073175 0.00044315 0.0008143 0.00042265 0.0002302 0.0007236 0.00047415 0.00069815 0.00071395 0.00045875 0.0007375 0.0004677 0.0007719 0.0007083 0.0007155 0.00064025 0.00016125 0.0006796 0.00067815 0.00044235 0.0003353 0.00052245 0.00074035 0.00068825 0.00069295 0.00077295 0.0004585 0.00073595 0.0004776 0.000706 0.00045655 0.00071465 0.0001949 0.00070895 0.0007758 0.00075005 0.00074975 0.00059345 0.00072255 0.0004203 0.00033895 0.00028765 0.00048995 0.00010265 0.0007318 0.00045335 0.00046295 0.00046625 0.00014375 0.0007009 0.00044285 0.0004542 0.0004705 0.0001442 0.00014275 0.00054945 0.0005096 0.0003782 0.0007759
1 0.00067035 0.0009227 0.0006234 0.0007417 0.0006862 0.0007203 0.0006543 0.00075185 0.00065355 0.00079175 0.0006063 0.0007802 0.0006681 0.00069775 0.0007184 0.00074685 0.0006853 0.00074375 0.0006655 0.0007251 0.00069735 0.00065945 0.00074205 0.0006144 0.000693 0.0006633 0.0006926 0.0007329 0.00071415 0.00072535 0.0005839 0.00071995 0.00075735 0.00067485 0.0006315 0.00075465 0.00075185 0.0007174 0.00064685 0.00075365 0.00058765 0.00081355 0.00068005 0.00070315 0.00070495 0.0006778 0.0006296 0.00065195 0.00057615 0.00067345 0.0006062 0.00077895 0.00078815 0.00058635 0.0007312 0.00074465 0.00067035 0.00064915 0.0005683 0.0006333 0.00072 0.00072355 0.0006143 0.00064135 0.00066645 0.00074885 0.00071155 0.00069305 0.00072015 0.00069745 0.0006462 0.0006703 0.0007142 0.0007329 0.00074015 0.00073525 0.00069745 0.00066495 0.0006377 0.00070835 0.000664 0.000683 0.0007139 0.0006753 0.00078035 0.00072125 0.0006144
2 0.00042675 0.0006234 0.000678 0.0006217 0.0006155 0.00072015 0.0006493 0.00076575 0.00068625 0.0005577 0.0005708 0.00066215 0.0007411 0.00051105 0.00066335 0.00055185 0.00050955 0.00045605 0.0006986 0.0008204 0.0003999 0.0004454 0.00062205 0.00085735 0.00055665 0.00068425 0.0004585 0.00057335 0.0007299 0.00049815 0.0009077 0.00056145 0.00049205 0.0007103 0.0006257 0.00077175 0.00076575 0.00044735 0.00079775 0.00063405 0.0007051 0.00075615 0.0006698 0.0006433 0.0004469 0.00061695 0.0005697 0.0004821 0.0003999 0.00071455 0.00057085 0.0007043 0.0006184 0.00070805 0.0006029 0.00058265 0.0005343 0.0005059 0.0004406 0.0005094 0.00042335 0.0006762 0.00085725 0.00079575 0.00083625 0.0005851 0.00071855 0.0005567 0.00049495 0.00047145 0.0003629 0.00042665 0.00072995 0.00057335 0.00051675 0.0005799 0.0004 0.0006322 0.00046875 0.0005334 0.00049445 0.00038645 0.00046 0.00065815 0.000654 0.00058125 0.00085735
3 0.00043965 0.0007417 0.0006217 0.000681 0.0004893 0.00057245 0.00067545 0.000746 0.0006076 0.00056835 0.00082745 0.0006091 0.00081765 0.00044855 0.0006654 0.0005281 0.0006094 0.00048665 0.0006155 0.0007673 0.0003779 0.00062365 0.00034095 0.0008531 0.00060975 0.0006304 0.00047145 0.0004086 0.00067155 0.00061665 0.0008703 0.00037795 0.0004198 0.0007874 0.00064475 0.0003407 0.000746 0.0006244 0.00063615 0.0003484 0.00083485 0.0005005 0.0007499 0.0007499 0.00037825 0.0008138 0.00060605 0.00056605 0.0005128 0.0006816 0.00082735 0.000732 0.0007162 0.00083315 0.00065055 0.0007927 0.0005835 0.0007818 0.0006331 0.00081335 0.00040845 0.00050005 0.000853 0.00083895 0.00060775 0.0006052 0.00050335 0.0006098 0.0004179 0.0003873 0.0006498 0.0004396 0.0006716 0.0004086 0.0006345 0.00045995 0.000378 0.0005663 0.00060365 0.00064035 0.00057405 0.0004154 0.0003809 0.00070095 0.00042015 0.00054895 0.0008531
4 0.00048875 0.0006862 0.0006155 0.0004893 0.000791 0.000565 0.00064355 0.00077725 0.00066245 0.0006392 0.00075165 0.000595 0.0007166 0.0004399 0.00065515 0.0005594 0.0005784 0.0005116 0.00066235 0.00079855 0.0005028 0.00058955 0.00048965 0.0007816 0.0005961 0.00060045 0.0004822 0.0004703 0.00058675 0.0006677 0.0007988 0.00047045 0.0005358 0.00071155 0.0006433 0.00045675 0.00077725 0.0006359 0.00061405 0.0004892 0.00075205 0.0006257 0.00069845 0.0006797 0.0005204 0.00067415 0.0005465 0.0006096 0.000543 0.00066695 0.0007516 0.0007337 0.00079085 0.0007503 0.00060635 0.00081755 0.00064935 0.0007424 0.0006282 0.00070805 0.0005029 0.000515 0.0007815 0.0007378 0.00062985 0.000669 0.00047565 0.00059615 0.00047935 0.0004792 0.00061365 0.0004887 0.0005868 0.0004703 0.00066325 0.0004729 0.0005029 0.0005771 0.00060825 0.0005788 0.00060955 0.00050135 0.00052305 0.00058045 0.00050385 0.00062635 0.0007816
5 0.00067835 0.0007203 0.00072015 0.00057245 0.000565 0.0008907 0.00072665 0.0006113 0.0006852 0.0007089 0.00064955 0.0006288 0.00050675 0.0006451 0.0006698 0.0006399 0.0005794 0.0007573 0.0006982 0.0006724 0.00069675 0.00077355 0.0005728 0.00062905 0.0005772 0.00072245 0.0007007 0.00060415 0.0005129 0.0007659 0.0006902 0.0005893 0.00072575 0.0005205 0.00070175 0.00045515 0.0006113 0.00079195 0.0005948 0.00058545 0.00074325 0.00055995 0.0005677 0.0007728 0.0006943 0.0004842 0.00066065 0.00073715 0.0006744 0.00072095 0.00064945 0.0005501 0.00073765 0.0007424 0.0005989 0.00082175 0.00067205 0.0008074 0.00075375 0.0005884 0.0007215 0.00052175 0.00062895 0.00056785 0.00056785 0.0007367 0.00053975 0.0005771 0.0006449 0.0006201 0.00074715 0.0006783 0.0005128 0.00060415 0.00078605 0.0006495 0.00069685 0.0006199 0.00075145 0.0006047 0.00075025 0.00071095 0.0006848 0.00066495 0.0006187 0.00074235 0.00062905
6 0.0005254 0.0006543 0.0006493 0.00067545 0.00064355 0.00072665 0.0009456 0.00060465 0.00052125 0.00056465 0.00066305 0.00059705 0.0006014 0.0006116 0.0005513 0.00062095 0.00058775 0.00048965 0.00050615 0.00056465 0.00054745 0.00060035 0.0006758 0.000513 0.000604 0.0005055 0.0004994 0.0006379 0.000676 0.00064 0.00047625 0.00065375 0.00055935 0.0006449 0.00049925 0.00079235 0.00060465 0.00056395 0.0006215 0.00066035 0.00060975 0.00071915 0.00071185 0.00064365 0.0005636 0.00064125 0.0007441 0.0006541 0.0006406 0.000493 0.00066295 0.0006532 0.00065555 0.00060615 0.00057845 0.00070475 0.00059095 0.0006968 0.00061665 0.0007115 0.00052105 0.00075855 0.0005129 0.00056185 0.0006381 0.00066965 0.0007256 0.00060405 0.0005953 0.00062165 0.00062305 0.00052535 0.00067605 0.0006379 0.00058055 0.0006496 0.00054755 0.00077105 0.00064845 0.00056175 0.0006391 0.0005417 0.00055695 0.0005963 0.00066605 0.0005625 0.000513
7 0.00071395 0.00075185 0.00076575 0.000746 0.00077725 0.0006113 0.00060465 0.0007074 0.0005905 0.0005588 0.0005642 0.0005346 0.00040825 0.00080145 0.0005651 0.0006967 0.0006142 0.00074365 0.00058845 0.00039965 0.00075045 0.0008132 0.00074635 0.0003997 0.00061055 0.000672 0.0007127 0.0007615 0.0006133 0.00071255 0.0004529 0.0007613 0.0007557 0.00047055 0.0006055 0.0007581 0.00035385 0.00071305 0.00062875 0.00074395 0.00066215 0.00055545 0.00061635 0.00071005 0.0007467 0.00049245 0.000856 0.0008041 0.0007986 0.000592 0.0005641 0.0004083 0.000508 0.0006594 0.0005935 0.00066525 0.00060715 0.0007675 0.00080565 0.00061865 0.00074945 0.00073425 0.0003996 0.000454 0.00060255 0.0007385 0.00075995 0.0006106 0.0007478 0.00074875 0.00076915 0.0007139 0.0006134 0.0007615 0.00069285 0.00080785 0.00075055 0.00081625 0.00081555 0.0006136 0.00080215 0.0007618 0.0007279 0.00063355 0.00076695 0.00073225 0.0003997
8 0.0004913 0.00065355 0.00068625 0.0006076 0.00066245 0.0006852 0.00052125 0.0005905 0.000902 0.00062055 0.0006863 0.00060605 0.00057805 0.00067695 0.00056785 0.0007012 0.0005831 0.00056975 0.0004644 0.0005505 0.00049615 0.00071325 0.00060805 0.0004911 0.00057705 0.00054025 0.0005214 0.00066805 0.0006916 0.0006471 0.00045115 0.0006528 0.0005278 0.00061725 0.00049615 0.0007546 0.0005905 0.00065845 0.00061015 0.00062075 0.00064855 0.00070715 0.0007099 0.00069295 0.0004901 0.00066145 0.0008032 0.00064745 0.0006327 0.00049975 0.0006862 0.0006375 0.00068765 0.0006477 0.00058695 0.0007444 0.00056445 0.0007846 0.0006542 0.0007332 0.0005211 0.00078675 0.0004911 0.0005385 0.0005982 0.00070215 0.0007466 0.0005771 0.0006254 0.0006004 0.00071635 0.00049125 0.00069165 0.00066805 0.00063685 0.0006837 0.00049625 0.0007945 0.0006864 0.00060845 0.0006607 0.000535 0.0004733 0.0005993 0.00068475 0.0005653 0.0004912
9 0.00046345 0.00079175 0.0005577 0.00056835 0.0006392 0.0007089 0.00056465 0.0005588 0.00062055 0.0006734 0.0007459 0.0004486 0.0007442 0.00052785 0.0006019 0.00049285 0.0005485 0.0003853 0.00060545 0.00056455 0.0004189 0.0005071 0.0005687 0.0007866 0.0005749 0.0006285 0.00043355 0.0005232 0.00070835 0.0005522 0.00079565 0.0005389 0.00043565 0.00074985 0.0005908 0.000699 0.00055875 0.000467 0.000751 0.00055325 0.0007503 0.0005127 0.00069845 0.0007011 0.0004452 0.0006728 0.00070925 0.00057455 0.00056615 0.00061645 0.0007458 0.00052235 0.0004669 0.0007467 0.0005711 0.00064865 0.0005684 0.0006488 0.00057665 0.00070935 0.00039255 0.0006828 0.0007865 0.0007499 0.00075115 0.0005975 0.00071335 0.00057495 0.000464 0.0004903 0.0005239 0.0004634 0.0007084 0.0005232 0.00051545 0.0005706 0.000419 0.00070525 0.0005713 0.00052255 0.00055955 0.00041555 0.000458 0.00068195 0.00055605 0.0005332 0.0007866
