 slim_337504516 slim_337504204 slim_337504523 slim_337504493 slim_337504404 slim_337504557 slim_337504191 slim_337504530 slim_337504496 slim_337504562 slim_337504387 slim_337504561 slim_337504567 slim_337504310 slim_337504527 slim_337504576 slim_337504422 slim_337504529 slim_337504409 slim_337504542 slim_337504406 slim_337504416 slim_337504564 slim_337504517 slim_337504450 slim_337504085 slim_337504437 slim_337504430 slim_337504449 slim_337504452 slim_337504538 slim_337504541 slim_337503885 slim_337504305 slim_337504468 slim_337504539 slim_337504498 slim_337504501 slim_337504573 slim_337504487 slim_337504383 slim_337504359 slim_337504433 slim_337504570 slim_337504053 slim_337504569 slim_337504560 slim_337504459 slim_337504491 slim_337504495 slim_337504571 slim_337504546 slim_337504479 slim_337504540 slim_337504537 slim_337504554 slim_337504552 slim_337504577 slim_337504440 slim_337504509 slim_337504502 slim_337504361 slim_337504435 slim_337504413 slim_337504381 slim_337504563 slim_337504454 slim_337504482 slim_337504556 slim_337504446 slim_337504518 slim_337504388 slim_337504514 slim_337504314 slim_337504488 slim_337504566 slim_337504225 slim_337504469 slim_337504543 slim_337504559 slim_337504575 slim_337504548 slim_337504507 slim_337504510 slim_337504572 slim_337504550 slim_337504377 slim_337504483 slim_337504290 slim_337504455 slim_337504371 slim_337504574
0 0.000221 0.00012285 0.00014875 0.0001359 0.00012795 0.0001368 0.00014795 0.00015055 0.00014805 0.00014765 0.0001836 0.0001223 0.00014815 0.00016155 0.0001403 0.00015725 0.00013745 0.00016165 0.0001343 0.0001228 0.00014705 0.00013615 0.0001443 0.00016075 0.0001345 0.00016165 0.0001473 0.00014805 0.00012365 0.0001485 0.0001495 0.00014975 0.00014795 0.00015725 0.0001485 0.0001442 0.0001243 0.00013625 0.0001513 0.0001411 0.00013625 0.0001618 0.00014825 0.00013615 0.00016125 0.00016225 0.0001359 0.00013905 0.00014925 0.00013625 0.0001492 0.0001347 0.000161 0.0001486 0.00013485 0.0001244 0.0001242 0.00013415 0.0001368 0.00016235 0.0001359 0.00013595 0.0001231 0.00013605 0.0001611 0.00013565 0.00015025 0.0001616 0.00014715 0.00016185 0.000128 0.00013615 0.0001528 0.00016185 0.0001233 0.00013965 0.000161 0.00012365 0.00012325 0.00016125 0.0001492 0.0001228 0.00013645 0.00014855 0.0001117 0.0001228 0.00015305 0.00014945 0.00014015 0.0001354 0.0001351 0.00011215
1 0.00012285 0.0001349 9.435e-05 7.05e-05 0.0001398 9.33e-05 9.365e-05 0.00015065 9.405e-05 9.31e-05 0.00023755 6.885e-05 9.385e-05 0.00017245 0.0001403 0.00012745 9.475e-05 0.00014655 0.00014535 6.97e-05 9.325e-05 7.15e-05 0.00010335 0.0001699 6.905e-05 0.00011845 9.34e-05 9.415e-05 7.015e-05 9.385e-05 9.5e-05 0.00014985 0.0001475 0.00012745 9.43e-05 0.00010365 0.00012475 7.075e-05 0.00016215 0.0001416 9.39e-05 0.00011845 9.44e-05 9.38e-05 0.00016025 0.00017315 7.035e-05 8.51e-05 9.51e-05 9.28e-05 9.535e-05 6.97e-05 0.00011785 9.42e-05 6.985e-05 0.00012485 7.035e-05 6.89e-05 0.0001484 0.00016195 7.03e-05 7.03e-05 6.85e-05 7.08e-05 0.00011795 6.96e-05 9.625e-05 0.0001465 9.275e-05 0.00011865 0.00013875 9.34e-05 0.00016385 0.00017275 6.91e-05 0.0001392 0.00011785 7.025e-05 0.00012345 0.0001181 0.00012305 6.78e-05 7.155e-05 9.465e-05 6.975e-05 6.78e-05 0.0001641 0.0001493 0.00014015 7.005e-05 6.95e-05 0.00012385
2 0.00014875 9.435e-05 0.0001383 7.33e-05 0.0001639 9.37e-05 7.05e-05 0.0001501 7.05e-05 7.115e-05 0.00025535 7.22e-05 7.045e-05 0.0001475 0.00016535 0.0001139 7.315e-05 9.915e-05 0.00014925 7.175e-05 7.155e-05 7.66e-05 0.00011315 0.00012305 7.145e-05 7.07e-05 7.145e-05 7.045e-05 7.525e-05 7.075e-05 7.435e-05 0.0001493 0.0001239 0.0001139 7.305e-05 0.0001141 0.00015005 7.36e-05 0.000165 0.00016565 7.17e-05 7.145e-05 7.285e-05 7.16e-05 0.00016275 0.00014815 7.405e-05 7.445e-05 7.425e-05 9.445e-05 7.325e-05 7.315e-05 7.135e-05 7.315e-05 7.33e-05 0.00015015 7.415e-05 7.065e-05 0.00014775 0.0001647 7.41e-05 7.41e-05 9.35e-05 7.48e-05 7.145e-05 7.35e-05 7.295e-05 9.91e-05 7.455e-05 7.09e-05 0.0001867 7.27e-05 0.00016365 0.00014775 7.205e-05 0.00016385 7.135e-05 7.32e-05 0.00014945 7.16e-05 0.0001009 9.435e-05 7.44e-05 7.395e-05 7.335e-05 9.435e-05 0.0001639 0.00014955 0.00016505 7.19e-05 7.28e-05 0.0001496
3 0.0001359 7.05e-05 7.33e-05 1.08e-05 0.00015155 0.0001372 7.32e-05 0.0001493 7.315e-05 7.27e-05 0.0002626 4.93e-05 7.34e-05 0.00021535 0.0001409 0.0001712 0.00011555 0.00016765 0.0001872 1.79e-05 7.305e-05 1.055e-05 0.000105 0.0001915 6.25e-06 0.00013925 7.31e-05 7.29e-05 5.14e-05 7.26e-05 7.32e-05 0.00014825 0.00012635 0.0001712 7.35e-05 0.00010515 0.0001246 5.95e-06 0.00020295 0.0001404 8.425e-05 0.0001398 7.35e-05 8.41e-05 0.00013295 0.00021605 6.3e-06 6.35e-05 7.31e-05 0.0001375 7.25e-05 7.05e-06 0.00013945 7.365e-05 7.2e-06 0.0001247 4.995e-05 6.6e-06 0.00016 0.00013395 6.2e-06 7.4e-06 7.11e-05 7.55e-06 0.0001396 6.85e-06 7.285e-05 0.0001676 6.97e-05 0.0001395 0.00020485 0.00011595 0.0002069 0.00021565 1.75e-05 0.00014005 0.00013945 1.815e-05 0.0001251 0.00013975 0.0001017 7.03e-05 7.4e-06 7.5e-05 6.075e-05 7.03e-05 0.00020715 0.00014975 0.0001408 7.15e-06 6.65e-06 0.0001671
4 0.00012795 0.0001398 0.0001639 0.00015155 0.0002519 0.0001534 0.0001639 0.0001665 0.00016375 0.000164 0.0002003 0.0001378 0.0001641 0.0001782 0.000139 0.0001685 0.0001534 0.00017785 0.00015145 0.00013845 0.0001637 0.0001512 0.00015485 0.00017675 0.0001502 0.00017765 0.0001638 0.00016305 0.00013935 0.0001642 0.00016565 0.0001656 0.0001634 0.0001685 0.0001648 0.0001548 0.00014095 0.0001519 0.00015015 0.00013945 0.0001519 0.0001778 0.0001649 0.0001518 0.0001602 0.0001789 0.0001521 0.0001548 0.00016575 0.0001535 0.00016515 0.000151 0.00017765 0.00016465 0.00015115 0.00014105 0.00013995 0.0001495 0.00015235 0.00016125 0.0001521 0.0001514 0.00013965 0.000152 0.00017775 0.00015165 0.00016555 0.0001778 0.00016325 0.00017785 0.0001276 0.00015265 0.00015185 0.0001785 0.00013865 0.0001384 0.00017765 0.0001389 0.0001402 0.0001779 0.00016505 0.00013975 0.00015205 0.0001644 0.0001278 0.00013975 0.0001521 0.00016575 0.000139 0.000151 0.0001511 0.0001288
5 0.0001368 9.33e-05 9.37e-05 0.0001372 0.0001534 9.92e-05 9.395e-05 0.0001491 9.38e-05 9.41e-05 0.0002305 9.385e-05 9.415e-05 0.00010535 0.00016465 7.1e-05 5.19e-05 7.9e-05 0.00010745 0.00012585 9.395e-05 0.00013835 0.00011375 0.00010335 0.0001365 5.055e-05 9.4e-05 9.31e-05 9.5e-05 9.35e-05 9.5e-05 0.0001483 0.00014655 7.1e-05 9.45e-05 0.0001135 0.0001479 0.0001375 0.0001243 0.0001646 8.335e-05 5.18e-05 9.46e-05 8.325e-05 0.00019235 0.000106 0.0001379 9.475e-05 9.51e-05 5.06e-05 9.435e-05 0.00013715 5.13e-05 9.47e-05 0.0001373 0.000148 9.445e-05 0.0001365 0.0001373 0.000193 0.0001379 0.0001375 9.315e-05 0.00013775 5.14e-05 0.00013775 9.395e-05 7.895e-05 9.75e-05 5.07e-05 0.0001207 5.155e-05 0.00012145 0.0001056 0.0001265 0.00016445 5.13e-05 0.0001265 0.0001478 5.155e-05 0.00012225 9.33e-05 0.00013755 9.48e-05 8.35e-05 9.33e-05 0.0001217 0.0001489 0.0001646 0.0001371 0.00013725 0.0001051
6 0.00014795 9.365e-05 7.05e-05 7.32e-05 0.0001639 9.395e-05 0.0001388 0.0001505 7.025e-05 6.99e-05 0.0002554 7.14e-05 6.995e-05 0.00014665 0.00016505 0.0001128 7.25e-05 9.84e-05 0.0001487 7.095e-05 6.98e-05 7.695e-05 0.00011285 0.0001223 7.13e-05 7.03e-05 6.96e-05 7.1e-05 7.455e-05 7.085e-05 7.355e-05 0.0001497 0.0001245 0.0001128 7.195e-05 0.0001142 0.00015045 7.35e-05 0.00016435 0.00016595 7.09e-05 7.065e-05 7.11e-05 7.08e-05 0.0001622 0.00014715 7.305e-05 7.425e-05 7.26e-05 9.335e-05 7.275e-05 7.185e-05 6.96e-05 7.2e-05 7.2e-05 0.00015055 7.415e-05 7.015e-05 0.00014785 0.0001644 7.31e-05 7.355e-05 9.32e-05 7.435e-05 6.97e-05 7.28e-05 7.38e-05 9.835e-05 7.375e-05 7.035e-05 0.0001864 7.095e-05 0.0001627 0.00014675 7.165e-05 0.0001633 6.96e-05 7.31e-05 0.0001493 6.97e-05 0.0001008 9.365e-05 7.45e-05 7.325e-05 7.27e-05 9.365e-05 0.00016295 0.00014935 0.0001644 7.205e-05 7.22e-05 0.00015
7 0.00015055 0.00015065 0.0001501 0.0001493 0.0001665 0.0001491 0.0001505 0.0002924 0.00015025 0.00015085 0.0001801 0.0001511 0.00015065 0.0001481 0.000166 0.00015585 0.00014955 0.0001493 0.00014945 0.0001511 0.0001506 0.00014985 0.00015655 0.00014945 0.000151 0.00014905 0.0001507 0.0001495 0.0001508 0.00015015 0.00014925 0.0001467 0.000149 0.00015585 0.0001501 0.0001561 0.0001475 0.0001491 0.00016585 0.0001643 0.00015065 0.0001497 0.0001497 0.0001506 0.0001662 0.00014835 0.00014985 0.0001495 0.0001489 0.00015 0.00014825 0.00015095 0.0001499 0.00015045 0.0001511 0.00014775 0.0001503 0.0001512 0.0001491 0.0001657 0.00014985 0.00015 0.00015055 0.00015035 0.0001499 0.00015125 0.00014735 0.0001493 0.0001503 0.00014925 0.0001659 0.00015085 0.00016575 0.0001482 0.00015175 0.00016695 0.00014985 0.00015085 0.0001496 0.0001501 0.0001496 0.0001509 0.00014965 0.0001498 0.0001513 0.0001509 0.00016605 0.00014825 0.0001661 0.00015065 0.000151 0.00014895
8 0.00014805 9.405e-05 7.05e-05 7.315e-05 0.00016375 9.38e-05 7.025e-05 0.00015025 0.0001385 7.015e-05 0.00025555 7.115e-05 7.05e-05 0.0001467 0.00016535 0.000113 7.24e-05 9.84e-05 0.0001488 7.065e-05 6.975e-05 7.69e-05 0.0001137 0.0001223 7.13e-05 7e-05 6.95e-05 7.04e-05 7.455e-05 7.07e-05 7.39e-05 0.0001495 0.00012425 0.000113 7.215e-05 0.00011415 0.00015025 7.345e-05 0.0001645 0.0001658 7.06e-05 7.115e-05 7.11e-05 7.055e-05 0.00016255 0.00014735 7.345e-05 7.4e-05 7.295e-05 9.35e-05 7.24e-05 7.22e-05 6.965e-05 7.2e-05 7.235e-05 0.00015035 7.42e-05 7.05e-05 0.00014765 0.0001647 7.35e-05 7.36e-05 9.405e-05 7.47e-05 6.96e-05 7.32e-05 7.32e-05 9.84e-05 7.395e-05 7.02e-05 0.0001867 7.095e-05 0.00016275 0.00014695 7.16e-05 0.00016365 6.96e-05 7.295e-05 0.0001495 6.98e-05 0.000101 9.405e-05 7.445e-05 7.32e-05 7.26e-05 9.405e-05 0.0001631 0.00014955 0.00016455 7.28e-05 7.26e-05 0.0001498
9 0.00014765 9.31e-05 7.115e-05 7.27e-05 0.000164 9.41e-05 6.99e-05 0.00015085 7.015e-05 0.000137 0.0002557 7.09e-05 7e-05 0.00014635 0.00016515 0.00011225 7.24e-05 9.81e-05 0.0001484 7.045e-05 6.89e-05 7.735e-05 0.00011365 0.00012195 7.08e-05 7e-05 6.895e-05 7.115e-05 7.43e-05 7.02e-05 7.31e-05 0.00015005 0.00012485 0.00011225 7.135e-05 0.0001144 0.0001508 7.3e-05 0.00016405 0.0001663 7.04e-05 7.07e-05 7.025e-05 7.025e-05 0.00016185 0.000147 7.18e-05 7.4e-05 7.19e-05 9.285e-05 7.25e-05 7.155e-05 6.86e-05 7.13e-05 7.17e-05 0.0001509 7.43e-05 7.035e-05 0.00014795 0.0001645 7.185e-05 7.305e-05 9.395e-05 7.425e-05 6.88e-05 7.2e-05 7.42e-05 9.805e-05 7.325e-05 7.025e-05 0.0001865 7.005e-05 0.0001624 0.0001466 7.085e-05 0.00016275 6.865e-05 7.3e-05 0.0001494 6.895e-05 0.0001009 9.29e-05 7.465e-05 7.3e-05 7.245e-05 9.29e-05 0.00016265 0.00014945 0.0001641 7.25e-05 7.13e-05 0.00015035
