 slim_762052309 slim_762052323 slim_762052336 slim_762052322 slim_762052303 slim_762052301 slim_762052315 slim_762052340 slim_762052312 slim_762052331 slim_762052306 slim_762052324 slim_762052325 slim_762052346 slim_762052317 slim_762052344 slim_762052345 slim_762052332 slim_762052313 slim_762052328 slim_762052334 slim_762052347 slim_762052314 slim_762052339 slim_762052316 slim_762052320 slim_762052342 slim_762052329 slim_762052330 slim_762052343 slim_762052321 slim_762052305 slim_762052338 slim_762052307 slim_762052310 slim_762052318 slim_762052304 slim_762052341 slim_762052327 slim_762052308 slim_762052326 slim_762052335 slim_762052311 slim_762052333 slim_762052319 slim_762052302 slim_762052337
0 2.3e-06 2.4e-06 1.95e-06 1.35e-06 2.25e-06 1.65e-06 1.75e-06 2.25e-06 1.75e-06 2.15e-06 2.1e-06 1.8e-06 1.35e-06 1.95e-06 2.15e-06 2e-06 1.95e-06 1.7e-06 1.85e-06 1.75e-06 1.85e-06 2e-06 1.75e-06 2.1e-06 1.95e-06 1.85e-06 1.85e-06 2.15e-06 1.65e-06 2e-06 2.05e-06 2.05e-06 1.6e-06 1.65e-06 1.85e-06 1.65e-06 1.7e-06 1.65e-06 2.05e-06 1.6e-06 1.45e-06 2.1e-06 1.75e-06 2.3e-06 2.1e-06 1.55e-06 1.85e-06
1 2.4e-06 2.1e-06 1.8e-06 2.05e-06 1.6e-06 1.9e-06 2.05e-06 1.05e-06 2.1e-06 2.05e-06 1.5e-06 1.9e-06 2.05e-06 1.85e-06 1.4e-06 1.6e-06 2.15e-06 1.85e-06 1.4e-06 1.65e-06 1.8e-06 1.9e-06 1.6e-06 1.55e-06 1.85e-06 1.7e-06 1.7e-06 1.35e-06 1.8e-06 1.5e-06 1.3e-06 1.7e-06 1.85e-06 2e-06 2.15e-06 2e-06 2.25e-06 2.05e-06 1.4e-06 2.1e-06 2.15e-06 1.45e-06 1.85e-06 1.8e-06 1.5e-06 2.05e-06 1.8e-06
2 1.95e-06 1.8e-06 2.1e-06 1.7e-06 1.8e-06 1.45e-06 1.75e-06 1.75e-06 1.4e-06 1.65e-06 1.4e-06 1.85e-06 1.7e-06 1.45e-06 1.6e-06 1.35e-06 1.5e-06 1.45e-06 1.5e-06 1.65e-06 1.6e-06 1.5e-06 1.15e-06 1.65e-06 1.85e-06 1.65e-06 1.8e-06 1.4e-06 1.75e-06 1.75e-06 1.55e-06 1.7e-06 1.45e-06 1.55e-06 1.5e-06 1.55e-06 2.1e-06 1.75e-06 1.4e-06 1.8e-06 1.7e-06 1.75e-06 1.45e-06 1.85e-06 1.75e-06 1.6e-06 1.95e-06
3 1.35e-06 2.05e-06 1.7e-06 2.2e-06 2e-06 1.4e-06 1.45e-06 2e-06 1.6e-06 1.9e-06 1.85e-06 1.45e-06 1.1e-06 1.7e-06 1.8e-06 1.75e-06 1.7e-06 1.45e-06 1.6e-06 1.6e-06 1.6e-06 1.75e-06 1.5e-06 1.85e-06 1.85e-06 1.5e-06 1.75e-06 1.9e-06 1.6e-06 1.75e-06 1.6e-06 1.7e-06 1.5e-06 1.5e-06 1.7e-06 1.5e-06 1.7e-06 1.3e-06 1.8e-06 1.35e-06 1.3e-06 1.75e-06 1.6e-06 2.05e-06 1.7e-06 1.45e-06 1.75e-06
4 2.25e-06 1.6e-06 1.8e-06 2e-06 1.4e-06 1.6e-06 2.35e-06 7e-07 2.05e-06 1.95e-06 1.25e-06 2.3e-06 2e-06 1.95e-06 1.55e-06 1.6e-06 2.15e-06 2.1e-06 9.5e-07 1.9e-06 1.55e-06 2e-06 1.25e-06 9e-07 2.35e-06 2.1e-06 1.65e-06 1.95e-06 2.05e-06 1.75e-06 2.2e-06 2.2e-06 1.95e-06 1.65e-06 2.15e-06 1.7e-06 2.55e-06 2.35e-06 1.7e-06 2.4e-06 1.95e-06 2.15e-06 2e-06 1.3e-06 2.4e-06 1.8e-06 2.6e-06
5 1.65e-06 1.9e-06 1.45e-06 1.4e-06 1.6e-06 1.8e-06 1.2e-06 1.6e-06 1.35e-06 1.75e-06 1.6e-06 1.45e-06 1.4e-06 1.5e-06 1.65e-06 1.55e-06 1.35e-06 1.05e-06 1.35e-06 1.6e-06 1.25e-06 1.55e-06 1.1e-06 1.45e-06 1.6e-06 1.4e-06 1.6e-06 1.55e-06 1.7e-06 1.45e-06 1.7e-06 1.55e-06 1.3e-06 1.05e-06 1.4e-06 1.05e-06 1.7e-06 1.15e-06 1.55e-06 1.25e-06 1.15e-06 1.65e-06 1.15e-06 1.8e-06 1.8e-06 1.15e-06 1.95e-06
6 1.75e-06 2.05e-06 1.75e-06 1.45e-06 2.35e-06 1.2e-06 1.1e-06 2.15e-06 1.4e-06 2.2e-06 2.1e-06 9.5e-07 1.45e-06 1.55e-06 2e-06 1.9e-06 1.4e-06 8.5e-07 1.95e-06 2e-06 1.55e-06 1.6e-06 1.7e-06 2.2e-06 1.4e-06 1e-06 1.6e-06 1.7e-06 1.9e-06 1.4e-06 1.35e-06 1.35e-06 1.25e-06 1.3e-06 1.4e-06 1.3e-06 1.25e-06 6.5e-07 1.65e-06 7e-07 1.35e-06 1.35e-06 1.05e-06 2.3e-06 1.2e-06 1.4e-06 1.55e-06
7 2.25e-06 1.05e-06 1.75e-06 2e-06 7e-07 1.6e-06 2.15e-06 0.0 2e-06 1.85e-06 9e-07 2e-06 2e-06 1.75e-06 1.5e-06 1.25e-06 2.05e-06 1.95e-06 7.5e-07 1.8e-06 1.5e-06 1.8e-06 1.35e-06 7.5e-07 2.05e-06 1.8e-06 1.2e-06 1.7e-06 1.95e-06 1.2e-06 1.9e-06 1.9e-06 1.8e-06 1.7e-06 2.05e-06 1.7e-06 2.25e-06 2.15e-06 1.45e-06 2.2e-06 1.95e-06 1.75e-06 1.85e-06 1.15e-06 2.1e-06 1.8e-06 2.3e-06
8 1.75e-06 2.1e-06 1.4e-06 1.6e-06 2.05e-06 1.35e-06 1.4e-06 2e-06 2.2e-06 1.65e-06 1.55e-06 1.6e-06 1.6e-06 1.35e-06 1.9e-06 1.35e-06 1.3e-06 1.3e-06 1.65e-06 1.8e-06 1.6e-06 1.4e-06 1.55e-06 1.9e-06 1.8e-06 1.55e-06 1.7e-06 1.8e-06 1.75e-06 1.6e-06 1.75e-06 1.6e-06 1.55e-06 1.35e-06 1.2e-06 1.35e-06 1.75e-06 1.4e-06 1.8e-06 1.35e-06 1.5e-06 1.75e-06 1.4e-06 2e-06 1.8e-06 1.55e-06 1.9e-06
9 2.15e-06 2.05e-06 1.65e-06 1.9e-06 1.95e-06 1.75e-06 2.2e-06 1.85e-06 1.65e-06 1.3e-06 1.45e-06 2.15e-06 1.9e-06 1.55e-06 1.9e-06 1.2e-06 1.7e-06 2.05e-06 1.55e-06 1.8e-06 1.8e-06 1.6e-06 1.8e-06 1.8e-06 2.25e-06 2e-06 2.05e-06 2.1e-06 1.95e-06 1.7e-06 2e-06 1.9e-06 2.25e-06 1.85e-06 1.7e-06 1.85e-06 2.4e-06 2.15e-06 2.15e-06 2.2e-06 1.9e-06 2e-06 2.2e-06 1.5e-06 2.2e-06 1.95e-06 2.35e-06
