 slim_762378614 slim_762378649 slim_762378643 slim_762378613 slim_762378617 slim_762378644 slim_762378624 slim_762378642 slim_762378629 slim_762378636 slim_762378625 slim_762378631 slim_762378627 slim_762378640 slim_762378638 slim_762378616 slim_762378621 slim_762378651 slim_762378635 slim_762378628 slim_762378647 slim_762378626 slim_762378645 slim_762378648 slim_762378623 slim_762378618 slim_762378646 slim_762378633 slim_762378641 slim_762378615 slim_762378632 slim_762378620 slim_762378612 slim_762378634 slim_762378622 slim_762378619 slim_762378650 slim_762378639 slim_762378637 slim_762378611 slim_762378630
0 2.7e-06 1.95e-06 2.1e-06 2.6e-06 2.65e-06 2.3e-06 2.7e-06 1.8e-06 2.6e-06 2.6e-06 2.25e-06 2.7e-06 1.75e-06 2.25e-06 2.8e-06 2.05e-06 2.2e-06 2.8e-06 1.8e-06 2.65e-06 2.65e-06 2.15e-06 1.9e-06 2.4e-06 2.3e-06 1.75e-06 2.3e-06 2.95e-06 2.1e-06 2.45e-06 2.35e-06 2.25e-06 2.4e-06 1.9e-06 2.8e-06 2.75e-06 2.8e-06 2.6e-06 2.45e-06 2.6e-06 2.75e-06
1 1.95e-06 2.3e-06 2.45e-06 2.35e-06 3e-06 2.4e-06 2.9e-06 1.95e-06 2.45e-06 2.15e-06 2.25e-06 3e-06 2.75e-06 1.75e-06 3.25e-06 2.4e-06 3.2e-06 3.1e-06 2.4e-06 3.45e-06 2.75e-06 2.35e-06 1.85e-06 3.2e-06 1.8e-06 2.45e-06 2.4e-06 3.4e-06 2.25e-06 2.75e-06 2.7e-06 2.35e-06 1.95e-06 1.8e-06 2.75e-06 3.15e-06 3e-06 2.05e-06 3.1e-06 3.45e-06 3.2e-06
2 2.1e-06 2.45e-06 2.9e-06 2.3e-06 1.8e-06 2.7e-06 2.6e-06 1.95e-06 2.1e-06 2.25e-06 2.8e-06 1.75e-06 2.7e-06 2.65e-06 2.1e-06 1.45e-06 2.6e-06 2.05e-06 2.1e-06 2.8e-06 2.25e-06 2.15e-06 2e-06 2.55e-06 2.65e-06 2.15e-06 2.4e-06 2.2e-06 1.7e-06 2.7e-06 2.3e-06 2.4e-06 2.65e-06 2.2e-06 2.7e-06 2.15e-06 2.65e-06 2.45e-06 2.25e-06 2.7e-06 2e-06
3 2.6e-06 2.35e-06 2.3e-06 2.8e-06 1.85e-06 2.6e-06 2.45e-06 2.35e-06 1.7e-06 1.95e-06 2.05e-06 1.55e-06 2.65e-06 2.2e-06 2.35e-06 2.25e-06 2.55e-06 2.2e-06 2.55e-06 2.8e-06 2.15e-06 2.2e-06 2.25e-06 2.65e-06 2.2e-06 2.3e-06 2.3e-06 2.5e-06 2.1e-06 2.6e-06 2.75e-06 2.45e-06 2.05e-06 2.55e-06 2.5e-06 2.25e-06 2.55e-06 1.8e-06 2.15e-06 2.8e-06 2.4e-06
4 2.65e-06 3e-06 1.8e-06 1.85e-06 1.6e-06 2.75e-06 2.1e-06 2.7e-06 1.85e-06 1.95e-06 2.45e-06 8e-07 2.2e-06 2.9e-06 1.35e-06 1.75e-06 1.75e-06 1.3e-06 2.25e-06 1.95e-06 2.05e-06 2.05e-06 2e-06 1.8e-06 3.05e-06 2.15e-06 2e-06 1.45e-06 1.9e-06 2.15e-06 2.4e-06 2.15e-06 2.3e-06 2.85e-06 2.65e-06 1.4e-06 2.15e-06 2.1e-06 1.45e-06 2e-06 1.35e-06
5 2.3e-06 2.4e-06 2.7e-06 2.6e-06 2.75e-06 2.8e-06 1.9e-06 2e-06 2.55e-06 2.55e-06 2.45e-06 2.8e-06 2.45e-06 2.1e-06 2.4e-06 2.65e-06 2.75e-06 2.45e-06 2.65e-06 2.8e-06 1.9e-06 2.15e-06 1.75e-06 2.45e-06 2.15e-06 2.45e-06 2.1e-06 2.8e-06 2.6e-06 2.05e-06 2.65e-06 2e-06 2.15e-06 1.95e-06 2.75e-06 2.55e-06 2.25e-06 2.5e-06 2.75e-06 2.65e-06 2.5e-06
6 2.7e-06 2.9e-06 2.6e-06 2.45e-06 2.1e-06 1.9e-06 2.5e-06 2.3e-06 2.4e-06 2.5e-06 2.35e-06 2.25e-06 2.3e-06 2.5e-06 1.75e-06 2.55e-06 2e-06 1.8e-06 2.45e-06 2.05e-06 1.75e-06 1.95e-06 2.2e-06 1.7e-06 2.55e-06 2.3e-06 1.95e-06 2.15e-06 2.5e-06 1.9e-06 2.45e-06 1.85e-06 2e-06 2.45e-06 2.55e-06 1.9e-06 1.65e-06 2.45e-06 2.1e-06 1.95e-06 1.85e-06
7 1.8e-06 1.95e-06 1.95e-06 2.35e-06 2.7e-06 2e-06 2.3e-06 2.1e-06 2.35e-06 2.55e-06 2.5e-06 2.75e-06 2.75e-06 2.15e-06 2.9e-06 1.9e-06 2.9e-06 2.5e-06 2.05e-06 3.2e-06 1.8e-06 1.75e-06 1.9e-06 2.85e-06 1.75e-06 2e-06 2.4e-06 3.1e-06 1.9e-06 2.8e-06 2.35e-06 2.3e-06 2.2e-06 1.4e-06 2.65e-06 2.85e-06 2.45e-06 2.5e-06 2.8e-06 3e-06 2.8e-06
8 2.6e-06 2.45e-06 2.1e-06 1.7e-06 1.85e-06 2.55e-06 2.4e-06 2.35e-06 3.1e-06 1.8e-06 2.15e-06 1.75e-06 2.6e-06 2.25e-06 2.1e-06 2.05e-06 2.5e-06 1.95e-06 2.55e-06 2.75e-06 2e-06 2.3e-06 2e-06 2.55e-06 2.25e-06 2.4e-06 2.4e-06 2.25e-06 2.15e-06 2.6e-06 2.75e-06 2.4e-06 2.1e-06 2.55e-06 2.5e-06 2.25e-06 2.5e-06 1.9e-06 2.15e-06 2.7e-06 2.1e-06
9 2.6e-06 2.15e-06 2.25e-06 1.95e-06 1.95e-06 2.55e-06 2.5e-06 2.55e-06 1.8e-06 3.3e-06 2.25e-06 1.85e-06 2.55e-06 2.15e-06 2.2e-06 2.2e-06 2.6e-06 2.05e-06 2.7e-06 2.85e-06 2.15e-06 2.45e-06 1.8e-06 2.65e-06 2.35e-06 2.6e-06 2.35e-06 2.35e-06 2.3e-06 2.55e-06 2.9e-06 2.35e-06 1.95e-06 2.55e-06 2.75e-06 2.35e-06 2.6e-06 1.75e-06 2.25e-06 2.85e-06 2.2e-06
