 slim_337490080 slim_337490047 slim_337490048 slim_337490031 slim_337490089 slim_337490092 slim_337490027 slim_337490069 slim_337490057 slim_337489980 slim_337490038 slim_337490007 slim_337490029 slim_337490200 slim_337490136 slim_337490145 slim_337490176 slim_337490195 slim_337490125 slim_337490126 slim_337490228 slim_337490172 slim_337490212 slim_337490128 slim_337490140 slim_337490210 slim_337490231 slim_337490230 slim_337490238 slim_337490218 slim_337490138 slim_337490325 slim_337490346 slim_337490357 slim_337490368 slim_337490262 slim_337490343 slim_337490295 slim_337490334 slim_337490354 slim_337490345 slim_337490344 slim_337490337 slim_337490371 slim_337490330 slim_337490364 slim_337490284 slim_337490302 slim_337490281 slim_337490296 slim_337490356 slim_337490363 slim_337490287 slim_337490311 slim_337490269 slim_337490298 slim_337490306 slim_337490351 slim_337490341 slim_337490317 slim_337490297 slim_337490263 slim_337490299 slim_337490331 slim_337490315 slim_337490304 slim_337490342 slim_337490327 slim_337490242 slim_337490310 slim_337490358 slim_337490260 slim_337490360 slim_337490274 slim_337490361 slim_337490352 slim_337490353 slim_337490285 slim_337490336 slim_337490247 slim_337490365 slim_337490271 slim_337490278 slim_337490366 slim_337490340 slim_337490370 slim_337490333 slim_337490308 slim_337490347 slim_337490332 slim_337490270 slim_337490318 slim_337490328 slim_337490275 slim_337490349 slim_337490324 slim_337490338 slim_337490266 slim_337490289 slim_337490323 slim_337490307 slim_337490322 slim_337490254 slim_337490243
0 0.0008589 0.0008712 0.00089 0.00087435 0.00066935 0.00086475 0.00066115 0.00086005 0.00089005 0.00078155 0.00083825 0.0008603 0.0008533 0.00091645 0.00086535 0.00090545 0.00091945 0.00089435 0.0008758 0.00065205 0.0009167 0.0008991 0.00083115 0.0006483 0.0008812 0.0008677 0.00084725 0.0008792 0.00084575 0.00066345 0.00085695 0.0008683 0.0008616 0.0008804 0.00084585 0.0008733 0.00067 0.0008019 0.00085675 0.00085335 0.0006446 0.0008429 0.00063245 0.0008223 0.000839 0.0008634 0.00065325 0.0008512 0.0008597 0.0008411 0.00062685 0.00088285 0.0008862 0.00061095 0.00083545 0.0008678 0.00085245 0.00089145 0.00086025 0.0008558 0.0008609 0.0008533 0.000642 0.00081595 0.00084535 0.00085715 0.0008628 0.00086065 0.0006109 0.000612 0.0008891 0.00089995 0.0008818 0.00064195 0.0008988 0.0008482 0.00090145 0.00087715 0.0008685 0.00064185 0.00085425 0.000863 0.0008607 0.00091305 0.0008208 0.0008874 0.00063425 0.0008591 0.00066355 0.0008417 0.00088345 0.00091395 0.0009074 0.00088815 0.000647 0.0008904 0.0008709 0.00066925 0.00083505 0.0009002 0.0008844 0.0008566 0.0006708 0.00066365
1 0.0008712 0.0008567 0.0008281 0.00080335 0.0008549 0.00083645 0.0009048 0.00061555 0.00084375 0.0008532 0.00081775 0.0008743 0.0008286 0.00083785 0.0007985 0.0006703 0.00086565 0.0008805 0.0006152 0.00084165 0.00085 0.0008564 0.00083725 0.00085465 0.00084835 0.00083755 0.0008679 0.0009071 0.00086 0.0008346 0.00065975 0.00064365 0.00084125 0.0006776 0.00085715 0.00082225 0.00081555 0.0008679 0.00084035 0.00084995 0.00088285 0.00062885 0.000864 0.00084995 0.0006299 0.0008581 0.00084815 0.000851 0.0008216 0.00086255 0.00085315 0.00062865 0.0008452 0.0008411 0.00086005 0.0006531 0.00080965 0.00085105 0.00088015 0.0008239 0.0005236 0.00088425 0.00064835 0.0008582 0.00079675 0.00084395 0.00082715 0.00081635 0.00084105 0.00087385 0.0008563 0.00079255 0.00084925 0.00063415 0.00064135 0.0008236 0.0006569 0.00087985 0.000839 0.0006482 0.00085695 0.00086755 0.00063525 0.00091105 0.000879 0.0008282 0.00086505 0.0008549 0.00083835 0.00065445 0.00062185 0.0008529 0.00086835 0.00083845 0.0008445 0.00080885 0.0008038 0.0008609 0.00086545 0.0006826 0.00087055 0.00082965 0.000906 0.0008348
2 0.00089 0.0008281 0.0008128 0.00079605 0.00086655 0.00080095 0.0009155 0.00081175 0.00076235 0.00081385 0.00084345 0.0008097 0.0008419 0.00082845 0.00056725 0.00090965 0.000707 0.0008058 0.0007933 0.000862 0.00081895 0.0007728 0.00083435 0.00087375 0.0008319 0.00088175 0.0008116 0.0007612 0.0007956 0.0008678 0.00076315 0.00079735 0.0008299 0.0007898 0.0008458 0.00079945 0.00082135 0.00082315 0.00087845 0.0007327 0.00083005 0.0007812 0.00087585 0.00083165 0.000785 0.00073735 0.0008139 0.0008521 0.0008913 0.00082755 0.0008523 0.0008191 0.000789 0.00085655 0.0007941 0.00078975 0.00078745 0.0008161 0.00088355 0.0008615 0.0007406 0.00072455 0.0008231 0.000809 0.00083895 0.00082985 0.00085515 0.0008299 0.0008565 0.000849 0.0007894 0.0007969 0.0006771 0.00081125 0.0008908 0.0008649 0.00077875 0.00066555 0.00077745 0.00082295 0.00084815 0.0008141 0.0007995 0.0007504 0.0007362 0.0008744 0.0008241 0.00085975 0.0008605 0.0008543 0.0008549 0.0008092 0.00086295 0.0008504 0.0006522 0.00083015 0.0008555 0.00088565 0.0007662 0.0008794 0.000834 0.0008369 0.000867 0.000868
3 0.00087435 0.00080335 0.00079605 0.0008181 0.00087285 0.0008335 0.0008735 0.00081415 0.00084085 0.0008499 0.00087595 0.0008663 0.00081245 0.0006596 0.0008083 0.00086945 0.00085375 0.0008452 0.00078815 0.00083905 0.00088535 0.0008469 0.0005378 0.0008167 0.00088185 0.00085915 0.0007984 0.00090035 0.0008756 0.0008239 0.00084155 0.0008187 0.0006154 0.0007657 0.00084305 0.00083275 0.0006294 0.00083515 0.0006576 0.0008382 0.0009022 0.00081195 0.00085185 0.0007227 0.00072225 0.00084645 0.00085265 0.000819 0.0009058 0.00084965 0.0007831 0.0008425 0.00084385 0.0008472 0.0008601 0.00084245 0.0006119 0.0008323 0.0006897 0.00084475 0.0007599 0.0008804 0.0008139 0.00084715 0.00086015 0.0008528 0.00084445 0.00073245 0.00084715 0.00084655 0.00088 0.0006082 0.0008555 0.00081275 0.000862 0.0008805 0.0008303 0.0008459 0.0008856 0.00081375 0.0008173 0.0008645 0.000781 0.0008884 0.00084975 0.00087255 0.00086065 0.00086075 0.0008489 0.0008365 0.00084185 0.00084845 0.00085015 0.0008153 0.0008258 0.0008349 0.0008519 0.0008722 0.000814 0.0008872 0.0008164 0.0006189 0.00092245 0.0008241
4 0.00066935 0.0008549 0.00086655 0.00087285 0.0009237 0.00083995 0.00085825 0.00083695 0.00089555 0.0008169 0.00083945 0.00087665 0.0008768 0.00089505 0.00084525 0.00091175 0.0008959 0.00087265 0.00082975 0.0008686 0.00088965 0.0008855 0.00088285 0.000881 0.00089335 0.00081535 0.0008844 0.0008715 0.00082985 0.0008691 0.0008268 0.00083395 0.00086085 0.00081935 0.00088105 0.0008282 0.0008777 0.00088615 0.0008513 0.0008774 0.00065895 0.00080085 0.0008091 0.0008864 0.0008482 0.00087745 0.00086665 0.00081345 0.000855 0.00089065 0.00068055 0.00088455 0.0008442 0.0008581 0.0008441 0.0008934 0.0008534 0.00067835 0.0008367 0.00088005 0.000787 0.00086505 0.0008374 0.00077475 0.0008262 0.00083705 0.0006617 0.0008801 0.00085805 0.0008784 0.00085425 0.0008657 0.00091805 0.0007707 0.0009076 0.0008744 0.00091375 0.0008938 0.0008966 0.00083725 0.0008877 0.00089225 0.0008417 0.00089205 0.0008774 0.0008894 0.0008137 0.00089745 0.000662 0.0008964 0.00088975 0.00089255 0.00085715 0.00067375 0.00086385 0.00086425 0.0008681 0.00088975 0.00087865 0.0008906 0.0008808 0.00086395 0.0006657 0.0008693
5 0.00086475 0.00083645 0.00080095 0.0008335 0.00083995 0.0007868 0.00090285 0.00088255 0.00084685 0.0008366 0.00085025 0.00087595 0.0008734 0.000834 0.00079025 0.0008745 0.0007963 0.0008335 0.0008647 0.0008892 0.0008702 0.00070085 0.0008505 0.0008686 0.0008539 0.0009038 0.0007041 0.00084775 0.00084965 0.00089085 0.0008309 0.0008622 0.0006514 0.0008556 0.000871 0.00087175 0.0008223 0.00084495 0.0009223 0.00082275 0.00083525 0.0008529 0.00087955 0.0008138 0.000813 0.0008346 0.000868 0.00086145 0.00088185 0.00084115 0.0008175 0.00084425 0.00084335 0.00088455 0.0008672 0.00081185 0.00087485 0.00070475 0.00092005 0.00083955 0.00082255 0.00080605 0.00086065 0.00086155 0.000883 0.000881 0.0008658 0.0008434 0.0008845 0.00086235 0.0008758 0.00081955 0.00087655 0.0008619 0.00087505 0.00088505 0.00080105 0.0007702 0.0008112 0.0008605 0.0008401 0.00085305 0.00084245 0.00083715 0.0008114 0.00092085 0.0008759 0.0008814 0.0008691 0.0008387 0.00082905 0.0008294 0.00085935 0.0008439 0.0008135 0.0009013 0.00086175 0.00089885 0.0008368 0.00087515 0.00086755 0.0009006 0.00087725 0.00089105
6 0.00066115 0.0009048 0.0009155 0.0008735 0.00085825 0.00090285 0.0009303 0.0008811 0.0008955 0.0008822 0.00087615 0.00087635 0.00089105 0.0009451 0.00092645 0.00094625 0.0009251 0.00089655 0.00090375 0.0006978 0.00092215 0.00091785 0.00084635 0.0006612 0.00087295 0.0006734 0.00087775 0.0009439 0.0008815 0.0006908 0.00088845 0.00088865 0.00086205 0.0009048 0.0008758 0.00089675 0.00069065 0.0008618 0.000873 0.0008851 0.0008713 0.00088445 0.00064355 0.0008557 0.0008763 0.0009015 0.000699 0.0008395 0.0008946 0.000871 0.00085955 0.0009257 0.00090675 0.0006577 0.0008727 0.0009208 0.00088385 0.0008826 0.00065665 0.00086585 0.0008834 0.0009042 0.0006783 0.00092845 0.00088145 0.00088175 0.000885 0.000889 0.00065765 0.0006615 0.0009508 0.0009086 0.0009342 0.00075335 0.0009164 0.00088155 0.00091925 0.00092125 0.0008936 0.00067815 0.00086705 0.0008756 0.0008744 0.00094255 0.0008905 0.00089265 0.00074155 0.00089 0.0008869 0.0008883 0.00093295 0.00090985 0.0009044 0.0008584 0.0006909 0.00089355 0.0008954 0.00068975 0.00087335 0.0009418 0.0008739 0.00088085 0.0009113 0.000691
7 0.00086005 0.00061555 0.00081175 0.00081415 0.00083695 0.00088255 0.0008811 0.0007163 0.00062345 0.00081605 0.0008142 0.00089685 0.0008189 0.0008707 0.0007547 0.0009023 0.00086935 0.0008562 0.00057895 0.00083175 0.00085255 0.00087335 0.0008421 0.0008785 0.0008354 0.0007978 0.00087445 0.00086015 0.00085405 0.000837 0.00062655 0.0006345 0.00085985 0.0006341 0.0008743 0.0007969 0.00084195 0.0008447 0.0008206 0.0008528 0.0008703 0.0005859 0.00087515 0.00085885 0.0006117 0.00079515 0.0008566 0.0008794 0.00081845 0.0008459 0.00085585 0.00085605 0.00083935 0.0008457 0.0008488 0.00085855 0.0007463 0.00086235 0.00080375 0.00084875 0.00043645 0.0008693 0.0006163 0.0008361 0.0007796 0.00086205 0.0008116 0.0008326 0.00084565 0.00086275 0.00077515 0.00081475 0.0008444 0.00060315 0.000864 0.0006132 0.0008807 0.00086275 0.0008579 0.00061615 0.00084645 0.0008619 0.0006207 0.0008825 0.00084775 0.00060655 0.000866 0.0008465 0.000823 0.0008623 0.00085585 0.00085265 0.0008445 0.0008555 0.00085505 0.0005693 0.0008072 0.0008646 0.00081625 0.0008748 0.00080255 0.00080415 0.00086145 0.0008372
8 0.00089005 0.00084375 0.00076235 0.00084085 0.00089555 0.00084685 0.0008955 0.00062345 0.0008916 0.00080535 0.00087945 0.00088955 0.00088875 0.00089445 0.0007055 0.00091775 0.0006549 0.0006587 0.00085125 0.00088625 0.00085675 0.00086225 0.00087275 0.00085435 0.00087395 0.00088035 0.00087245 0.00088545 0.0008023 0.000903 0.0007656 0.00082645 0.0008532 0.00083705 0.000864 0.0008347 0.00087235 0.0008727 0.0008651 0.00061745 0.0008033 0.00083725 0.00089575 0.00089405 0.00085235 0.0008575 0.00088015 0.0008459 0.00088665 0.0008453 0.00089025 0.00087175 0.00085915 0.0008465 0.0009009 0.00089125 0.00077495 0.0008881 0.00082265 0.0008446 0.00077945 0.00081285 0.00085255 0.00086105 0.0008959 0.0008632 0.0009081 0.000903 0.00084645 0.0008869 0.00079225 0.00086895 0.00081785 0.00084515 0.0008686 0.0006817 0.00066665 0.0006736 0.0009037 0.0008524 0.0008525 0.00087395 0.00080265 0.00066105 0.0008825 0.00064805 0.00090855 0.0008628 0.00088905 0.0008786 0.00085315 0.0008324 0.0008577 0.00085995 0.00080345 0.00062085 0.0008932 0.00087705 0.00087175 0.00088165 0.0008173 0.00085495 0.0008762 0.0009032
9 0.00078155 0.0008532 0.00081385 0.0008499 0.0008169 0.0008366 0.0008822 0.00081605 0.00080535 0.0007945 0.0008305 0.00082255 0.0008034 0.0008889 0.0008049 0.0009029 0.0008369 0.00085465 0.00085 0.00084815 0.00082995 0.0008433 0.0008123 0.0008652 0.0008958 0.000881 0.00079865 0.0008459 0.0008366 0.0008662 0.0008401 0.00085365 0.00084855 0.00085335 0.0008071 0.00084715 0.00085555 0.0007302 0.0008179 0.00060225 0.0007771 0.0008248 0.0008528 0.00077605 0.0008016 0.00086175 0.0008415 0.00085715 0.00081265 0.00076635 0.0007388 0.00085035 0.0008496 0.0006291 0.00079425 0.00086175 0.00082495 0.00087585 0.00086255 0.0008545 0.00083695 0.0008484 0.00084475 0.00083065 0.0008683 0.0008502 0.00085175 0.00082325 0.00062905 0.00079295 0.0008236 0.00086225 0.00081065 0.0008364 0.0008359 0.0008159 0.00084275 0.0008228 0.00088925 0.0008446 0.00079245 0.00078695 0.00084905 0.0008271 0.00078515 0.0007985 0.0008056 0.0007643 0.0007871 0.0008019 0.0008701 0.0008425 0.0008899 0.00090065 0.00083535 0.00083835 0.00085545 0.0008271 0.00080635 0.00086275 0.00085325 0.0008427 0.0007749 0.0008664
