 slim_337505146 slim_337505555 slim_337505605 slim_337505495 slim_337505578 slim_337505301 slim_337505634 slim_337505566 slim_337505342 slim_337505415 slim_337505596 slim_337505647 slim_337505586 slim_337505091 slim_337505411 slim_337505453 slim_337505422 slim_337505615 slim_337505632 slim_337505525 slim_337505620 slim_337505607 slim_337505558 slim_337505510 slim_337505457 slim_337505512 slim_337505569 slim_337505414 slim_337505625 slim_337505641 slim_337505621 slim_337505509 slim_337505520 slim_337505633 slim_337505635 slim_337505592 slim_337505526 slim_337505408 slim_337505623 slim_337505507 slim_337505345 slim_337505481 slim_337505581 slim_337505549 slim_337505282 slim_337505498 slim_337505574 slim_337505554 slim_337505642 slim_337505611 slim_337505643 slim_337505618 slim_337505631 slim_337505636 slim_337505571 slim_337505476 slim_337505588 slim_337505407 slim_337505404 slim_337505500 slim_337505562 slim_337505567 slim_337505565 slim_337505590 slim_337505594 slim_337505648 slim_337505650 slim_337505617 slim_337505638 slim_337505580 slim_337505534 slim_337505639 slim_337505612 slim_337505587 slim_337505626 slim_337505466 slim_337505645 slim_337505627 slim_337505599 slim_337505455 slim_337505503 slim_337505268 slim_337505644
0 1.4e-06 7.73e-05 5.89e-05 4.695e-05 6.67e-05 2.145e-05 6.63e-05 4.745e-05 6.64e-05 2.12e-05 6.655e-05 5.275e-05 0.0001254 0.0001096 3.57e-05 2.2e-05 4.19e-05 3.87e-05 5.28e-05 4.84e-05 5.27e-05 1.35e-06 4.24e-05 2.23e-05 0.0001386 4.23e-05 6.465e-05 9.445e-05 2.08e-05 4.215e-05 4.115e-05 7.21e-05 4.68e-05 3.905e-05 9.08e-05 9.71e-05 5.295e-05 8.48e-05 4.47e-05 3.755e-05 3.885e-05 8.155e-05 4.21e-05 2.49e-05 2.19e-05 2.31e-05 6.655e-05 4.19e-05 4.67e-05 4.19e-05 8.25e-06 2.13e-05 4.715e-05 4.205e-05 3.605e-05 1.06e-05 5.1e-05 4.25e-06 0.0001145 3.9e-06 2.385e-05 8.15e-06 3.27e-05 1.55e-06 6.415e-05 9.445e-05 3.705e-05 3.895e-05 7.305e-05 9.025e-05 4.035e-05 5.73e-05 4.82e-05 0.000125 2.81e-05 1.615e-05 6.665e-05 9.1e-05 2.81e-05 3.43e-05 8.545e-05 2.775e-05 3.3e-06
1 7.73e-05 5.76e-05 6.86e-05 5.32e-05 6.79e-05 9.175e-05 6.795e-05 5.365e-05 6.76e-05 9.14e-05 6.735e-05 5.305e-05 8.69e-05 0.0001105 0.0001074 9.15e-05 0.0001058 0.0001065 6.74e-05 0.0001101 6.73e-05 7.76e-05 5.38e-05 9.275e-05 7.79e-05 0.00011095 8.72e-05 0.0001113 9.22e-05 0.00010595 5.375e-05 7.465e-05 5.32e-05 0.00010625 2.935e-05 5.405e-05 6.755e-05 2.965e-05 0.0001107 7.92e-05 5.27e-05 0.0001017 0.000106 9.195e-05 9.185e-05 9.16e-05 6.775e-05 5.375e-05 5.37e-05 0.0001058 7.685e-05 9.25e-05 5.325e-05 0.00010595 7.83e-05 7.715e-05 6.9e-05 7.76e-05 0.0001253 7.75e-05 9.175e-05 7.735e-05 5.335e-05 7.77e-05 8.73e-05 0.0001021 5.43e-05 5.28e-05 2.955e-05 2.965e-05 0.00010675 6.885e-05 5.31e-05 7.775e-05 9.11e-05 6.535e-05 6.745e-05 2.945e-05 9.11e-05 0.0001055 0.0001487 9.12e-05 7.785e-05
2 5.89e-05 6.86e-05 0.0001126 6.195e-05 6.565e-05 6.245e-05 6.555e-05 6.205e-05 6.53e-05 6.21e-05 6.55e-05 6.565e-05 0.00011115 0.00010765 5.64e-05 6.215e-05 6.555e-05 6.085e-05 6.875e-05 8.475e-05 6.87e-05 5.93e-05 5.79e-05 5.94e-05 0.0001137 8.175e-05 7.74e-05 0.00010495 5.7e-05 6.57e-05 5.87e-05 8.74e-05 6.23e-05 6.165e-05 6.535e-05 8.91e-05 6.895e-05 6.1e-05 8.12e-05 6.17e-05 6.88e-05 7.66e-05 6.58e-05 6.1e-05 6.265e-05 6.28e-05 6.545e-05 5.78e-05 6.165e-05 6.56e-05 6.24e-05 5.765e-05 6.23e-05 6.575e-05 6.285e-05 6.24e-05 6.285e-05 5.915e-05 0.00010795 5.89e-05 6.22e-05 6.285e-05 6.575e-05 5.94e-05 7.75e-05 0.00011075 6.285e-05 6.89e-05 6.435e-05 6.58e-05 6.1e-05 5.715e-05 6.11e-05 0.0001171 6.57e-05 5.875e-05 6.565e-05 6.525e-05 6.57e-05 5.695e-05 0.00010805 6.565e-05 5.875e-05
3 4.695e-05 5.32e-05 6.195e-05 9.04e-05 6.105e-05 6.165e-05 6.115e-05 4.71e-05 6.075e-05 6.125e-05 6.095e-05 4.595e-05 0.0001109 0.00010355 7.78e-05 6.105e-05 7.59e-05 7.675e-05 6.83e-05 7.99e-05 6.82e-05 4.715e-05 4.645e-05 6.245e-05 9.44e-05 8.07e-05 8.02e-05 0.0001042 6.2e-05 7.605e-05 4.59e-05 6.765e-05 4.625e-05 7.62e-05 4.605e-05 7.815e-05 6.845e-05 4.615e-05 8.055e-05 6.165e-05 5.29e-05 9.51e-05 7.61e-05 6.165e-05 6.165e-05 6.135e-05 6.09e-05 4.675e-05 4.705e-05 7.59e-05 4.615e-05 6.255e-05 4.65e-05 7.605e-05 6.07e-05 4.635e-05 6.245e-05 4.72e-05 0.0001185 4.715e-05 6.115e-05 4.645e-05 5.395e-05 4.71e-05 8.045e-05 9.485e-05 4.705e-05 5.3e-05 5.355e-05 4.655e-05 7.705e-05 6.225e-05 4.605e-05 0.00010185 6.095e-05 4.755e-05 6.105e-05 4.58e-05 6.095e-05 7.555e-05 0.00011865 6.075e-05 4.75e-05
4 6.67e-05 6.79e-05 6.565e-05 6.105e-05 0.0001112 6.135e-05 5.63e-05 6.18e-05 5.58e-05 6.125e-05 5.63e-05 5.64e-05 0.000111 9.945e-05 6.69e-05 6.085e-05 5.585e-05 6.14e-05 6.785e-05 7.575e-05 6.775e-05 6.71e-05 6.53e-05 6.66e-05 0.00010475 8.105e-05 8.47e-05 0.0001049 6.61e-05 5.6e-05 6.565e-05 7.875e-05 6.12e-05 6.02e-05 5.66e-05 9.69e-05 6.775e-05 6.08e-05 8.02e-05 6.12e-05 6.815e-05 8.405e-05 5.58e-05 6.185e-05 6.155e-05 6.005e-05 5.59e-05 6.575e-05 6.21e-05 5.585e-05 6.14e-05 6.645e-05 6.12e-05 5.575e-05 6.145e-05 6.155e-05 6.18e-05 6.665e-05 9.9e-05 6.64e-05 6.115e-05 6.23e-05 7.345e-05 6.72e-05 8.53e-05 0.0001097 6.235e-05 6.825e-05 7.215e-05 5.705e-05 6.145e-05 6.595e-05 6.075e-05 0.00011645 5.66e-05 6.735e-05 5.615e-05 5.59e-05 5.66e-05 6.57e-05 9.91e-05 5.655e-05 6.735e-05
5 2.145e-05 9.175e-05 6.245e-05 6.165e-05 6.135e-05 4.23e-05 6.1e-05 6.21e-05 6.13e-05 2.16e-05 6.145e-05 6.315e-05 0.0001253 0.0001051 2.485e-05 2.175e-05 2.14e-05 2.315e-05 5.21e-05 4.39e-05 5.2e-05 2.23e-05 6.125e-05 2.595e-05 0.0001489 4.285e-05 6.99e-05 9.535e-05 2.465e-05 2.165e-05 6.03e-05 8.32e-05 6.17e-05 2.265e-05 0.0001009 0.0001157 5.2e-05 9.93e-05 4.39e-05 3.67e-05 5.37e-05 7.09e-05 2.135e-05 2.49e-05 2.195e-05 2.135e-05 6.145e-05 6.115e-05 6.205e-05 2.14e-05 2.35e-05 2.495e-05 6.185e-05 2.13e-05 3.63e-05 2.515e-05 5.015e-05 2.38e-05 9.46e-05 2.35e-05 2.315e-05 2.4e-05 5.255e-05 2.24e-05 6.995e-05 0.0001096 5.2e-05 5.38e-05 9.145e-05 0.0001008 2.455e-05 6.135e-05 6.255e-05 0.0001397 2.335e-05 3.635e-05 6.13e-05 0.00010105 2.335e-05 2.43e-05 6.55e-05 2.305e-05 2.355e-05
6 6.63e-05 6.795e-05 6.555e-05 6.115e-05 5.63e-05 6.1e-05 0.0001106 6.155e-05 5.625e-05 6.09e-05 5.645e-05 5.725e-05 0.00011095 9.9e-05 6.65e-05 6.055e-05 5.555e-05 6.105e-05 6.745e-05 7.615e-05 6.735e-05 6.67e-05 6.525e-05 6.635e-05 0.0001052 8.105e-05 8.435e-05 0.0001049 6.61e-05 5.58e-05 6.535e-05 7.87e-05 6.135e-05 6.025e-05 5.625e-05 9.635e-05 6.725e-05 6.08e-05 8.02e-05 6.125e-05 6.815e-05 8.405e-05 5.54e-05 6.19e-05 6.12e-05 5.975e-05 5.64e-05 6.565e-05 6.205e-05 5.545e-05 6.145e-05 6.605e-05 6.135e-05 5.535e-05 6.11e-05 6.16e-05 6.165e-05 6.625e-05 9.905e-05 6.6e-05 6.075e-05 6.235e-05 7.3e-05 6.68e-05 8.49e-05 0.0001097 6.26e-05 6.825e-05 7.2e-05 5.75e-05 6.145e-05 6.55e-05 6.105e-05 0.00011635 5.665e-05 6.695e-05 5.625e-05 5.685e-05 5.665e-05 6.57e-05 9.915e-05 5.64e-05 6.695e-05
7 4.745e-05 5.365e-05 6.205e-05 4.71e-05 6.18e-05 6.21e-05 6.155e-05 9.11e-05 6.15e-05 6.165e-05 6.17e-05 4.725e-05 0.00011065 0.0001036 7.805e-05 6.175e-05 7.625e-05 7.705e-05 6.835e-05 8.09e-05 6.825e-05 4.755e-05 4.695e-05 6.25e-05 9.53e-05 8.115e-05 8.025e-05 0.00010425 6.25e-05 7.64e-05 4.73e-05 6.86e-05 4.735e-05 7.655e-05 4.685e-05 7.825e-05 6.85e-05 4.635e-05 8.05e-05 6.24e-05 5.38e-05 9.48e-05 7.645e-05 6.265e-05 6.2e-05 6.2e-05 6.165e-05 4.695e-05 4.77e-05 7.625e-05 4.74e-05 6.235e-05 4.72e-05 7.64e-05 6.07e-05 4.72e-05 6.265e-05 4.72e-05 0.00011855 4.705e-05 6.2e-05 4.765e-05 5.4e-05 4.765e-05 8.035e-05 9.575e-05 4.81e-05 5.39e-05 5.34e-05 4.735e-05 7.76e-05 6.235e-05 4.675e-05 0.0001021 6.185e-05 4.83e-05 6.18e-05 4.69e-05 6.185e-05 7.59e-05 0.00011865 6.185e-05 4.81e-05
8 6.64e-05 6.76e-05 6.53e-05 6.075e-05 5.58e-05 6.13e-05 5.625e-05 6.15e-05 0.0001106 6.09e-05 5.58e-05 5.615e-05 0.0001107 9.915e-05 6.65e-05 6.035e-05 5.56e-05 6.1e-05 6.74e-05 7.555e-05 6.74e-05 6.68e-05 6.5e-05 6.625e-05 0.00010445 8.085e-05 8.44e-05 0.0001046 6.575e-05 5.575e-05 6.535e-05 7.845e-05 6.09e-05 6.03e-05 5.63e-05 9.66e-05 6.77e-05 6.05e-05 8e-05 6.07e-05 6.785e-05 8.39e-05 5.6e-05 6.15e-05 6.15e-05 6.01e-05 5.545e-05 6.545e-05 6.18e-05 5.575e-05 6.11e-05 6.61e-05 6.09e-05 5.595e-05 6.14e-05 6.125e-05 6.175e-05 6.635e-05 9.895e-05 6.61e-05 6.065e-05 6.2e-05 7.315e-05 6.69e-05 8.5e-05 0.0001094 6.205e-05 6.795e-05 7.185e-05 5.675e-05 6.135e-05 6.56e-05 6.045e-05 0.00011615 5.61e-05 6.705e-05 5.61e-05 5.565e-05 5.615e-05 6.55e-05 9.905e-05 5.61e-05 6.705e-05
9 2.12e-05 9.14e-05 6.21e-05 6.125e-05 6.125e-05 2.16e-05 6.09e-05 6.165e-05 6.09e-05 4.16e-05 6.105e-05 6.28e-05 0.00012495 0.00010475 2.45e-05 2.115e-05 2.125e-05 2.265e-05 5.17e-05 4.365e-05 5.155e-05 2.14e-05 6.07e-05 2.56e-05 0.00014855 4.235e-05 6.915e-05 9.475e-05 2.43e-05 2.15e-05 5.975e-05 8.28e-05 6.115e-05 2.275e-05 0.00010055 0.00011535 5.19e-05 9.895e-05 4.365e-05 3.63e-05 5.33e-05 7.05e-05 2.15e-05 2.45e-05 2.16e-05 2.165e-05 6.105e-05 6.075e-05 6.175e-05 2.125e-05 2.295e-05 2.46e-05 6.13e-05 2.145e-05 3.62e-05 2.475e-05 5.005e-05 2.32e-05 9.45e-05 2.285e-05 2.27e-05 2.335e-05 5.195e-05 2.16e-05 6.92e-05 0.00010905 5.16e-05 5.34e-05 9.11e-05 0.00010045 2.45e-05 6.085e-05 6.22e-05 0.00013935 2.295e-05 3.58e-05 6.12e-05 0.0001007 2.295e-05 2.41e-05 6.545e-05 2.26e-05 2.3e-05
