 slim_337481345 slim_337481328 slim_337481199 slim_337481320 slim_337481352 slim_337481205 slim_337481228 slim_337481213 slim_337481121 slim_337481100 slim_337481191 slim_337481339 slim_337481326 slim_337481252 slim_337481208 slim_337481347 slim_337481353 slim_337480979 slim_337481329 slim_337481273 slim_337481166 slim_337480882 slim_337481244 slim_337481157 slim_337481268 slim_337481292 slim_337481358 slim_337481315 slim_337481275 slim_337481356 slim_337481265 slim_337481313 slim_337481141 slim_337481285 slim_337481321 slim_337481014 slim_337481246 slim_337481087 slim_337481346 slim_337481260 slim_337481237 slim_337480907 slim_337481267 slim_337481245 slim_337481323 slim_337481168 slim_337481149 slim_337481327 slim_337481274 slim_337480601 slim_337481342 slim_337481338 slim_337481197 slim_337481331 slim_337481098 slim_337481083 slim_337481203 slim_337481332 slim_337481279 slim_337481336 slim_337481286 slim_337481278 slim_337481344 slim_337481359 slim_337481251 slim_337481263 slim_337481302 slim_337481129 slim_337481309 slim_337481277 slim_337481324 slim_337481236 slim_337481152 slim_337481334 slim_337481341 slim_337481264 slim_337481229 slim_337481355 slim_337481348 slim_337481337 slim_337481187 slim_337481308 slim_337481349 slim_337481269 slim_337481357 slim_337481354 slim_337481111 slim_337481307 slim_337481043 slim_337481190 slim_337481204 slim_337481276 slim_337481178 slim_337481293 slim_337481304 slim_337481257 slim_337481162
0 0.0002618 0.0008317 0.00065775 0.00089 0.00039575 0.0005159 0.00078085 0.0006589 0.0003073 0.00067935 0.0006866 0.00070095 0.0002954 0.0005225 0.0005433 0.00066705 0.00058855 0.0007112 0.0004604 0.00052035 0.0007157 0.00089775 0.000781 0.00083095 0.0008393 0.0005301 0.00047315 0.00044305 0.00071515 0.0005292 0.00014325 0.00069485 0.00043555 0.00042305 0.0003815 0.0005225 0.00056815 0.0005264 0.00077245 0.0004563 0.00072535 0.0008391 0.00064525 0.0004965 0.0005282 0.0004045 0.0003859 0.00027575 0.00035445 0.0003323 0.0005558 0.0008319 0.00031725 0.00019675 0.0005203 0.00038595 0.0006523 0.00031165 0.00045945 0.0006173 0.000468 0.0005012 0.00033245 0.0006319 0.00050955 0.00040445 0.0001432 0.00065715 0.00064705 0.0004485 0.0006276 0.00055435 0.000788 0.00041195 0.00018475 0.0006669 0.0004106 0.0005225 0.0005144 0.00029535 0.0006638 0.00031485 0.00034435 0.00064975 0.000468 0.0005471 0.00050195 0.0005096 0.00067935 0.00027565 0.00054005 0.00045195 0.00018455 0.000386 0.0005129 0.00045615 0.00049905
1 0.0008317 0.0003636 0.0004203 0.00028235 0.0005901 0.0007097 0.0001823 0.00086115 0.0007766 0.00052995 0.0005273 0.00033405 0.00078965 0.0005504 0.0004832 0.00030635 0.00046155 0.0006305 0.00051635 0.0005387 0.00045955 0.0003829 0.0001821 0.000477 0.00028255 0.00048595 0.0005127 0.0007118 0.0005139 0.00070705 0.0007995 0.0005267 0.0008284 0.00073285 0.0008138 0.0006218 0.0005663 0.0005847 0.00037645 0.0004975 0.0004067 0.00028235 0.000646 0.00065135 0.00054575 0.0005295 0.00064275 0.0007638 0.0008452 0.0006741 0.000707 0.0003147 0.0007453 0.00076805 0.00053865 0.0006428 0.0007485 0.00074145 0.0006785 0.00075475 0.00048425 0.00066025 0.00067425 0.00048775 0.00046605 0.00052955 0.00079945 0.00035895 0.0005621 0.0005294 0.0006589 0.00080615 0.00031475 0.00062145 0.000781 0.00030645 0.0005091 0.0005504 0.0005977 0.0007896 0.00046885 0.00069645 0.0006612 0.00039125 0.00048415 0.00051015 0.0004979 0.00046585 0.00052985 0.0007637 0.0005709 0.00050015 0.00078095 0.00064285 0.0006033 0.00049735 0.00051785
2 0.00065775 0.0004203 0.0004781 0.00065605 0.00060455 0.0007448 0.00023935 0.00073815 0.0007424 0.0004516 0.0006509 0.0002989 0.00074475 0.00060335 0.00060845 0.00041145 0.00047565 0.00078135 0.00048675 0.0006357 0.0006723 0.0007111 0.0002394 0.00075245 0.000475 0.00061075 0.0006228 0.0007475 0.000483 0.0007426 0.00071115 0.0006671 0.00076295 0.0006447 0.00073855 0.0006423 0.0006684 0.00070985 0.00051635 0.0004766 0.0006472 0.0004749 0.00048285 0.0007047 0.0006378 0.00054295 0.0006294 0.00071055 0.0006886 0.0006733 0.00064865 0.0004881 0.0006688 0.00066715 0.00063565 0.00062945 0.00075735 0.00066835 0.0007511 0.0007176 0.00047395 0.0007096 0.00067345 0.00048325 0.0004325 0.0005429 0.0007111 0.0004362 0.0007117 0.0004891 0.0005925 0.0007514 0.00054205 0.0005357 0.0006694 0.00041155 0.00060455 0.00060335 0.00071215 0.0007447 0.0002977 0.0007125 0.0006711 0.0004492 0.00047405 0.00057405 0.00044505 0.00043225 0.0004515 0.00071045 0.00056555 0.00048065 0.00066935 0.0006295 0.00062845 0.0004763 0.00048345
3 0.00089 0.00028235 0.00065605 0.000202 0.0006968 0.0006946 0.00046355 0.000829 0.0008365 0.00065335 0.0005033 0.0006076 0.00084955 0.00068625 0.0005684 0.00050265 0.00065335 0.0004995 0.0006775 0.0005434 0.00034835 0.0001012 0.0004637 0.00028145 0.0002826 0.00051655 0.00059325 0.00075185 0.0006372 0.00074655 0.0008553 0.0004663 0.0008416 0.00074325 0.0008748 0.0007163 0.0004766 0.0004719 0.0004625 0.00066615 0.00032155 0.00028225 0.0007691 0.000713 0.00060505 0.0006634 0.00072355 0.00084275 0.00085565 0.00073165 0.0007192 0.0003071 0.0008475 0.0008471 0.00054335 0.0007236 0.00061045 0.00084965 0.0006517 0.00082035 0.0006529 0.0006567 0.0007318 0.0006504 0.0006577 0.0006635 0.00085525 0.00052935 0.0004723 0.00069055 0.00080175 0.0008207 0.0002799 0.0007351 0.00086005 0.0005025 0.0005925 0.00068625 0.0004849 0.0008495 0.0006844 0.00072055 0.00071875 0.00055415 0.0006529 0.00054805 0.0006823 0.00065775 0.00065325 0.00084265 0.0007137 0.0006673 0.00086 0.00072365 0.00071325 0.000666 0.0006787
4 0.00039575 0.0005901 0.00060455 0.0006968 0.0005244 0.00054075 0.00051565 0.0007814 0.0004104 0.00064835 0.000544 0.0005275 0.0004243 0.0003644 0.0002824 0.00038905 0.00048805 0.0006738 0.00041815 0.0003829 0.000516 0.00072935 0.0005158 0.00073075 0.0006224 0.00036275 0.00031205 0.00047365 0.0006364 0.0004605 0.00031035 0.00059785 0.000553 0.0005386 0.00044025 0.0004329 0.00049595 0.00051275 0.00062385 0.00042015 0.00049565 0.0006223 0.0007096 0.00041345 0.0003026 0.0004179 0.0002824 0.0003785 0.00055255 0.00031325 0.0005418 0.0006348 0.00036135 0.0002794 0.00038285 0.00028245 0.00073705 0.0003954 0.0005141 0.00062325 0.00040605 0.00049715 0.0003134 0.00046815 0.00038895 0.0004178 0.0003103 0.00040905 0.00059495 0.00043205 0.00062615 0.00064065 0.00062075 0.00034145 0.0002932 0.0003889 0.00027925 0.0003644 0.0005266 0.00042425 0.00061015 0.0003765 0.0002995 0.00042135 0.00040605 0.0004031 0.00040105 0.00038895 0.00064825 0.0003784 0.00040295 0.0004243 0.00029315 0.0002825 0.0003847 0.00042 0.00046495
5 0.0005159 0.0007097 0.0007448 0.0006946 0.00054075 0.0006198 0.00067655 0.00081705 0.0004979 0.00075985 0.0006691 0.0007504 0.00050795 0.00056125 0.00051975 0.0005986 0.00058825 0.0004782 0.0005912 0.0004145 0.00058285 0.0006466 0.0006767 0.00074145 0.00066165 0.0004152 0.0004512 0.00033865 0.0007656 0.00041455 0.0005062 0.0006244 0.0006536 0.00061175 0.0004354 0.0005302 0.0006039 0.0005714 0.0007564 0.0005966 0.00058355 0.0006614 0.000833 0.00050935 0.0005259 0.00053715 0.00053995 0.0004981 0.00067955 0.0005175 0.0006811 0.00066665 0.0005304 0.00052855 0.00041445 0.00054 0.00085045 0.00055915 0.00066605 0.00069515 0.00058635 0.0006986 0.00051765 0.00064835 0.0006187 0.00053715 0.00050615 0.00059775 0.0005733 0.00060125 0.0005439 0.00067705 0.00060265 0.0005532 0.0005385 0.00059845 0.00045045 0.00056125 0.00058135 0.0005079 0.0007556 0.00041305 0.0005076 0.0006028 0.00058635 0.00043615 0.00062355 0.00061875 0.00075975 0.000498 0.0005799 0.00059635 0.00053845 0.00054005 0.0005607 0.00059645 0.00058205
6 0.00078085 0.0001823 0.00023935 0.00046355 0.00051565 0.00067655 1.5e-06 0.0008856 0.0007434 0.00045175 0.0005566 0.00015345 0.00075645 0.0004772 0.00043175 0.00019 0.0003441 0.0007131 0.0004007 0.00048765 0.00052425 0.0005638 1.1e-06 0.00065495 0.00028215 0.0004348 0.00046025 0.0006784 0.00043545 0.0006736 0.00074865 0.00056955 0.0008152 0.00071975 0.00075735 0.0005555 0.00060815 0.00064955 0.00037335 0.00038155 0.0004712 0.0002821 0.00056775 0.0006179 0.0004944 0.0004482 0.0005684 0.00071155 0.000832 0.000623 0.00069355 0.000315 0.0006698 0.00069395 0.0004876 0.00056845 0.00085105 0.0006686 0.00074065 0.00071955 0.0003682 0.00069915 0.00062315 0.0003721 0.00032665 0.00044815 0.0007486 0.00024265 0.00062565 0.00041375 0.00056115 0.0008106 0.00034955 0.00051425 0.0007069 0.0001898 0.000458 0.0004772 0.00066255 0.0007564 0.00029785 0.0006633 0.0006101 0.00027535 0.0003683 0.000426 0.000359 0.0003265 0.00045165 0.00071145 0.00046495 0.0003856 0.00070685 0.0005685 0.0005302 0.00038125 0.00040255
7 0.0006589 0.00086115 0.00073815 0.000829 0.0007814 0.00081705 0.0008856 0.0003319 0.00077495 0.00052595 0.0007939 0.00085155 0.0007702 0.00081465 0.0008034 0.00084765 0.0008479 0.0008097 0.0008034 0.0008168 0.0008095 0.0008216 0.00088575 0.0008096 0.0008536 0.0008229 0.0008148 0.00080875 0.0005856 0.00079765 0.00073195 0.0008207 0.0004465 0.00047265 0.0007755 0.00080045 0.0007875 0.0007791 0.00084155 0.0008066 0.0008155 0.0008534 0.0004993 0.00080525 0.000792 0.0008073 0.0007752 0.0007735 0.00044665 0.0007621 0.0004817 0.00084605 0.00078165 0.00074495 0.00081675 0.00077525 0.0005102 0.0007735 0.00076695 0.00049425 0.00081115 0.00077535 0.00076225 0.0008145 0.00081935 0.00080725 0.0007319 0.0008414 0.00081595 0.00079865 0.0008149 0.0005493 0.0008548 0.00072405 0.0007401 0.0008475 0.0007944 0.00081465 0.0007743 0.00077015 0.00067975 0.00078835 0.000767 0.00083385 0.00081115 0.0008124 0.0008116 0.0008194 0.00052575 0.0007734 0.00080505 0.00080585 0.00074005 0.0007753 0.0008087 0.00080645 0.0008054
8 0.0003073 0.0007766 0.0007424 0.0008365 0.0004104 0.0004979 0.0007434 0.00077495 0.0004483 0.0007527 0.00059375 0.0006637 0.0002367 0.00043695 0.00053645 0.00063725 0.00048405 0.0006658 0.00046455 0.00053485 0.0007028 0.0008635 0.00074355 0.0007205 0.00080345 0.0005293 0.0004449 0.00042445 0.0007094 0.00050515 0.0002366 0.00060325 0.0005185 0.0005435 0.00037895 0.000404 0.00057675 0.0005438 0.0006604 0.00049645 0.00069715 0.00080325 0.0007193 0.0003831 0.0005372 0.00043705 0.00041585 0.0002245 0.00050545 0.0003954 0.000652 0.00078425 0.0002572 0.00025715 0.0005348 0.0004159 0.0006924 0.00029605 0.0004008 0.0005673 0.00048375 0.0004336 0.00039555 0.0005836 0.00051655 0.000437 0.0002366 0.00064265 0.00054415 0.00047685 0.0005468 0.00044975 0.00074455 0.00047855 0.00026935 0.0006371 0.000428 0.00043695 0.0005562 0.0002366 0.00074845 0.00033485 0.0003831 0.00062345 0.00048395 0.0005562 0.00049715 0.0005166 0.0007526 0.00022455 0.00046505 0.0004962 0.0002693 0.00041595 0.0004427 0.0004963 0.0004739
9 0.00067935 0.00052995 0.0004516 0.00065335 0.00064835 0.00075985 0.00045175 0.00052595 0.0007527 0.0009025 0.00067445 0.000511 0.00075505 0.0006463 0.00062445 0.0005256 0.0005965 0.00077445 0.0006035 0.0006593 0.00067395 0.0006984 0.00045155 0.00073285 0.0005749 0.00063435 0.00064545 0.0007578 0.000483 0.00075005 0.00073285 0.0006957 0.00066775 0.0005494 0.0007738 0.00067855 0.00069785 0.00071435 0.00060935 0.00059355 0.00064885 0.00057475 0.00048285 0.00071215 0.0006538 0.00062735 0.0006732 0.00073605 0.0005931 0.00069215 0.0005505 0.00058765 0.00071925 0.0007138 0.00065925 0.00067325 0.00064475 0.00071415 0.0007487 0.0006465 0.000591 0.00073215 0.0006923 0.00059715 0.0005745 0.0006273 0.0007328 0.0005504 0.00072 0.00060585 0.00069785 0.0006446 0.00060925 0.0006083 0.00071605 0.0005257 0.0006234 0.0006463 0.00071665 0.000755 0.0004518 0.0007228 0.00068995 0.0005631 0.0005909 0.00062645 0.00058675 0.0005743 0.00045135 0.00073595 0.0006373 0.00059525 0.000716 0.0006733 0.0006714 0.0005934 0.0006002
