 slim_762458137 slim_762458125 slim_762458104 slim_762458166 slim_762458156 slim_762458149 slim_762458132 slim_762458152 slim_762458131 slim_762458120 slim_762458133 slim_762458169 slim_762458170 slim_762458159 slim_762458146 slim_762458134 slim_762458165 slim_762458147 slim_762458161 slim_762458124 slim_762458154 slim_762458105 slim_762458140 slim_762458129 slim_762458123 slim_762458135 slim_762458107 slim_762458164 slim_762458108 slim_762458141 slim_762458118 slim_762458116 slim_762458143 slim_762458106 slim_762458155 slim_762458168 slim_762458114 slim_762458119 slim_762458111 slim_762458144 slim_762458109 slim_762458157 slim_762458128 slim_762458117 slim_762458145 slim_762458150 slim_762458126 slim_762458130 slim_762458153 slim_762458113 slim_762458112 slim_762458163 slim_762458121 slim_762458148 slim_762458115 slim_762458139 slim_762458110 slim_762458142 slim_762458138 slim_762458167 slim_762458160 slim_762458122 slim_762458136 slim_762458127 slim_762458162 slim_762458151 slim_762458158
0 1e-06 2.6e-06 1.75e-06 2.25e-06 2e-06 1.7e-06 2.25e-06 1.25e-06 2.65e-06 1.75e-06 2.3e-06 1.5e-06 2.4e-06 2.25e-06 1.5e-06 1.5e-06 1.25e-06 2.25e-06 1.95e-06 2.4e-06 2.8e-06 1.8e-06 1.2e-06 1.7e-06 1.15e-06 2.55e-06 9e-07 2.1e-06 1.3e-06 1.55e-06 2.05e-06 2.25e-06 1.45e-06 2.2e-06 2.3e-06 9.5e-07 8.5e-07 2.2e-06 1.35e-06 1.75e-06 1.35e-06 2e-06 1.4e-06 1.55e-06 1.7e-06 2.05e-06 1.25e-06 2.2e-06 2.7e-06 2.3e-06 1.65e-06 2.2e-06 2.05e-06 8.5e-07 1.7e-06 1.85e-06 1.75e-06 2.35e-06 1.95e-06 1.95e-06 2.3e-06 1.05e-06 2e-06 2.3e-06 2.35e-06 1.2e-06 1.35e-06
1 2.6e-06 1.9e-06 2.25e-06 2.15e-06 1.6e-06 1.85e-06 2.35e-06 2.35e-06 1.35e-06 1.9e-06 1.9e-06 2.2e-06 2.65e-06 2.1e-06 1.8e-06 2.35e-06 2.7e-06 1.9e-06 2.05e-06 2.3e-06 2.3e-06 2.4e-06 2.45e-06 2.15e-06 2.4e-06 2.2e-06 2.8e-06 1.5e-06 2.6e-06 2.35e-06 1e-06 1.4e-06 2.5e-06 1.75e-06 2.7e-06 2.65e-06 2.55e-06 1.75e-06 2.65e-06 2.4e-06 2.35e-06 2.75e-06 2.15e-06 2.4e-06 2.1e-06 2.5e-06 2.55e-06 2e-06 2e-06 2.4e-06 2.3e-06 2.15e-06 2.6e-06 2.65e-06 2.2e-06 2.45e-06 1.55e-06 1.65e-06 2.3e-06 2.35e-06 2.2e-06 2.3e-06 1.5e-06 9.5e-07 2.1e-06 1.8e-06 2.65e-06
2 1.75e-06 2.25e-06 2.5e-06 2.3e-06 1.85e-06 2.2e-06 1.75e-06 1.7e-06 2.15e-06 2.25e-06 2e-06 2.05e-06 2.3e-06 2.3e-06 1.9e-06 2e-06 1.85e-06 1.95e-06 1.95e-06 1.65e-06 2.45e-06 1.65e-06 2.05e-06 1.75e-06 1.6e-06 2.3e-06 2e-06 2e-06 2.25e-06 2e-06 2.05e-06 1.9e-06 2.1e-06 1.6e-06 2.4e-06 1.95e-06 1.85e-06 1.6e-06 1.6e-06 2e-06 1.55e-06 1.95e-06 1.9e-06 1.8e-06 2.25e-06 1.35e-06 1.6e-06 2.05e-06 2.6e-06 2.25e-06 1.9e-06 2.15e-06 2.3e-06 1.75e-06 1.95e-06 2.05e-06 1.65e-06 2.15e-06 1.55e-06 2.15e-06 2e-06 1.55e-06 1.75e-06 2.05e-06 1.7e-06 1.8e-06 1.6e-06
3 2.25e-06 2.15e-06 2.3e-06 2.8e-06 1.95e-06 2.6e-06 2.15e-06 2.05e-06 2.4e-06 2.65e-06 2.5e-06 2.2e-06 1.75e-06 2.55e-06 1.8e-06 2.2e-06 1.85e-06 1.95e-06 2.35e-06 2.15e-06 2.55e-06 2.3e-06 2e-06 2.25e-06 2.45e-06 2.35e-06 2.5e-06 2.05e-06 2.4e-06 2.2e-06 2.1e-06 1.9e-06 2.65e-06 1.7e-06 1.85e-06 2.05e-06 1.95e-06 1.7e-06 2.15e-06 2.3e-06 2.2e-06 2.3e-06 2.35e-06 2.2e-06 2.6e-06 2.05e-06 2.2e-06 2.9e-06 2.3e-06 2.35e-06 2.2e-06 2.5e-06 1.9e-06 1.9e-06 1.95e-06 2.35e-06 2.3e-06 2.25e-06 2e-06 2.1e-06 2.2e-06 2.4e-06 1.9e-06 1.85e-06 2.05e-06 2.1e-06 2.15e-06
4 2e-06 1.6e-06 1.85e-06 1.95e-06 1.9e-06 2.05e-06 1.9e-06 1.45e-06 1.95e-06 2.1e-06 2.05e-06 1.75e-06 2.4e-06 2.05e-06 1.4e-06 1.95e-06 2e-06 1.75e-06 1.5e-06 1.95e-06 2.05e-06 1.35e-06 1.85e-06 1.95e-06 2.05e-06 2.2e-06 2.1e-06 1.5e-06 2.05e-06 1.95e-06 1.25e-06 1.35e-06 1.85e-06 1.3e-06 2.35e-06 1.85e-06 1.75e-06 1.3e-06 1.8e-06 2.1e-06 2.05e-06 2e-06 1.8e-06 1.95e-06 1.8e-06 1.8e-06 1.95e-06 1.9e-06 1.8e-06 2.2e-06 2e-06 1.95e-06 1.9e-06 1.9e-06 1.45e-06 2.1e-06 1.6e-06 1.4e-06 1.4e-06 1.85e-06 1.7e-06 1.95e-06 1.25e-06 1.25e-06 1.65e-06 1.55e-06 1.8e-06
5 1.7e-06 1.85e-06 2.2e-06 2.6e-06 2.05e-06 2.9e-06 2.5e-06 1.9e-06 1.95e-06 1.6e-06 2.3e-06 2e-06 2.8e-06 2.3e-06 1.85e-06 2e-06 2.15e-06 2.4e-06 2.15e-06 2.55e-06 2.75e-06 2.2e-06 1.9e-06 2.1e-06 1.9e-06 2.6e-06 1.85e-06 2e-06 2.05e-06 2.05e-06 1.6e-06 2.05e-06 1.85e-06 2.3e-06 2.65e-06 1.8e-06 1.8e-06 2.3e-06 2.05e-06 2.15e-06 2.05e-06 2.55e-06 1.7e-06 2.15e-06 1.85e-06 2.5e-06 2.15e-06 2.1e-06 2.65e-06 2.55e-06 2.05e-06 2.4e-06 2.6e-06 1.8e-06 2.2e-06 2.15e-06 1.85e-06 2.15e-06 2.35e-06 2.3e-06 2.5e-06 1.75e-06 1.9e-06 1.85e-06 2.5e-06 1.75e-06 2.05e-06
6 2.25e-06 2.35e-06 1.75e-06 2.15e-06 1.9e-06 2.5e-06 1.9e-06 1.75e-06 2.25e-06 2.55e-06 1.75e-06 1.85e-06 2.15e-06 1.45e-06 2e-06 1.5e-06 1.6e-06 1.45e-06 1.65e-06 1.4e-06 1.6e-06 1.6e-06 1.9e-06 1.95e-06 2.4e-06 1e-06 2.25e-06 1.75e-06 2.25e-06 1.7e-06 2.3e-06 2e-06 2.25e-06 1.4e-06 1.95e-06 2.1e-06 2e-06 1.4e-06 1.6e-06 2.05e-06 2.15e-06 1.7e-06 2.3e-06 2.05e-06 1.85e-06 1.05e-06 1.8e-06 2.45e-06 2.5e-06 2.05e-06 1.95e-06 2.2e-06 2.15e-06 1.8e-06 1.75e-06 2.05e-06 2.45e-06 2.1e-06 1.3e-06 1.8e-06 1.25e-06 2.35e-06 1.75e-06 2.1e-06 1.55e-06 2.3e-06 1.6e-06
7 1.25e-06 2.35e-06 1.7e-06 2.05e-06 1.45e-06 1.9e-06 1.75e-06 1.7e-06 2.45e-06 1.9e-06 2.35e-06 1.5e-06 2.25e-06 2.2e-06 1.35e-06 1.55e-06 1.15e-06 1.95e-06 1.5e-06 1.9e-06 2.2e-06 1.2e-06 1.25e-06 1.8e-06 1.65e-06 2.3e-06 1.3e-06 1.95e-06 1.5e-06 1.6e-06 2e-06 1.95e-06 1.35e-06 1.55e-06 2e-06 1.05e-06 9e-07 1.55e-06 1.1e-06 1.75e-06 1.65e-06 1.55e-06 1.45e-06 1.6e-06 1.75e-06 1.5e-06 1.45e-06 2.15e-06 2.3e-06 2.1e-06 1.65e-06 2.15e-06 1.6e-06 9.5e-07 1.15e-06 1.7e-06 2.05e-06 1.85e-06 1.1e-06 1.5e-06 1.65e-06 1.5e-06 1.6e-06 2.05e-06 1.75e-06 1.65e-06 1.1e-06
8 2.65e-06 1.35e-06 2.15e-06 2.4e-06 1.95e-06 1.95e-06 2.25e-06 2.45e-06 2.2e-06 2e-06 1.8e-06 2.3e-06 2.25e-06 2.1e-06 2.1e-06 2.35e-06 2.7e-06 2.05e-06 2.15e-06 1.95e-06 2.35e-06 2.45e-06 2.45e-06 2.05e-06 2.4e-06 2.15e-06 2.85e-06 1.65e-06 2.7e-06 2.3e-06 1.4e-06 1.3e-06 2.5e-06 1.95e-06 2.65e-06 2.75e-06 2.65e-06 1.95e-06 2.6e-06 2.15e-06 2.3e-06 2.7e-06 2.1e-06 2.4e-06 2.15e-06 2.35e-06 2.55e-06 1.9e-06 2.4e-06 2.15e-06 2.05e-06 2.1e-06 2.7e-06 2.6e-06 2.35e-06 2.3e-06 1.75e-06 1.9e-06 2.35e-06 2.45e-06 2.25e-06 2.3e-06 1.65e-06 1.4e-06 1.95e-06 2.05e-06 2.6e-06
9 1.75e-06 1.9e-06 2.25e-06 2.65e-06 2.1e-06 1.6e-06 2.55e-06 1.9e-06 2e-06 3e-06 2.35e-06 2.05e-06 2.85e-06 2.35e-06 1.85e-06 2.05e-06 2.2e-06 2.45e-06 2.2e-06 2.6e-06 2.8e-06 2.25e-06 1.95e-06 2.15e-06 1.95e-06 2.65e-06 1.9e-06 2.05e-06 2.1e-06 2.1e-06 1.65e-06 2.1e-06 1.85e-06 2.35e-06 2.7e-06 1.95e-06 1.8e-06 2.35e-06 2.05e-06 2.15e-06 2.1e-06 2.6e-06 1.65e-06 2.2e-06 1.9e-06 2.55e-06 2.2e-06 2.15e-06 2.7e-06 2.6e-06 2.05e-06 2.45e-06 2.65e-06 1.8e-06 2.25e-06 2.2e-06 1.9e-06 2.2e-06 2.4e-06 2.35e-06 2.55e-06 1.75e-06 1.95e-06 1.9e-06 2.55e-06 1.8e-06 2.05e-06
10 2.3e-06 1.9e-06 2e-06 2.5e-06 2.05e-06 2.3e-06 1.75e-06 2.35e-06 1.8e-06 2.35e-06 2.3e-06 2e-06 2.5e-06 1.35e-06 2.15e-06 1.8e-06 2.5e-06 1.65e-06 1.85e-06 2e-06 1.95e-06 2.35e-06 2.4e-06 1.75e-06 2.15e-06 1.2e-06 2.55e-06 1.55e-06 2.5e-06 2e-06 1.75e-06 1.7e-06 2.5e-06 2.05e-06 2.7e-06 2.65e-06 2.55e-06 2.05e-06 2.5e-06 2.15e-06 2.15e-06 2.65e-06 2.05e-06 2.3e-06 1.7e-06 2.2e-06 2.2e-06 1.8e-06 2.45e-06 2.2e-06 2.05e-06 1.95e-06 2.65e-06 2.5e-06 2.3e-06 2.4e-06 1.75e-06 2.1e-06 2.25e-06 2.5e-06 1.75e-06 2.1e-06 1.8e-06 1.75e-06 2.05e-06 1.9e-06 2.5e-06
11 1.5e-06 2.2e-06 2.05e-06 2.2e-06 1.75e-06 2e-06 1.85e-06 1.5e-06 2.3e-06 2.05e-06 2e-06 2.5e-06 2.4e-06 1.55e-06 1.65e-06 1.55e-06 1.65e-06 1.8e-06 1.45e-06 2.2e-06 2.1e-06 1.8e-06 1.55e-06 1.95e-06 1.9e-06 1.8e-06 1.5e-06 1.65e-06 1.55e-06 1.45e-06 1.9e-06 1.95e-06 1.8e-06 1.9e-06 2.3e-06 1.45e-06 1.35e-06 1.9e-06 1.75e-06 2e-06 1.9e-06 2.05e-06 1.85e-06 1.9e-06 1.4e-06 2e-06 1.75e-06 2.2e-06 2.35e-06 2.2e-06 1.9e-06 1.85e-06 2e-06 1.5e-06 1.6e-06 2.05e-06 2.05e-06 2e-06 1.75e-06 1.8e-06 1.75e-06 1.8e-06 1.8e-06 1.95e-06 2.05e-06 1.65e-06 1.75e-06
12 2.4e-06 2.65e-06 2.3e-06 1.75e-06 2.4e-06 2.8e-06 2.15e-06 2.25e-06 2.25e-06 2.85e-06 2.5e-06 2.4e-06 2.7e-06 2.65e-06 2.2e-06 2.3e-06 1.95e-06 2.2e-06 2.55e-06 1.9e-06 2.7e-06 2.45e-06 2.1e-06 2.25e-06 2.55e-06 2.4e-06 2.65e-06 2.3e-06 2.6e-06 2.25e-06 2.6e-06 1.9e-06 2.75e-06 2e-06 1.9e-06 2.25e-06 2.15e-06 2e-06 2.2e-06 2.15e-06 2.25e-06 2.35e-06 2.4e-06 2.3e-06 2.75e-06 2e-06 2.3e-06 2.9e-06 2.8e-06 2.2e-06 2.05e-06 2.55e-06 2.1e-06 1.95e-06 2.2e-06 2.3e-06 2.6e-06 2.6e-06 2.15e-06 2.3e-06 2.35e-06 2.5e-06 2.15e-06 2.4e-06 2e-06 2.45e-06 2.2e-06
