 slim_762180387 slim_762180343 slim_762180401 slim_762180375 slim_762180358 slim_762180347 slim_762180376 slim_762180383 slim_762180367 slim_762180351 slim_762180386 slim_762180400 slim_762180393 slim_762180394 slim_762180364 slim_762180370 slim_762180342 slim_762180350 slim_762180391 slim_762180392 slim_762180395 slim_762180359 slim_762180346 slim_762180365 slim_762180357 slim_762180362 slim_762180374 slim_762180368 slim_762180398 slim_762180361 slim_762180380 slim_762180360 slim_762180344 slim_762180371 slim_762180382 slim_762180348 slim_762180354 slim_762180399 slim_762180345 slim_762180369 slim_762180402 slim_762180397 slim_762180349 slim_762180396 slim_762180389 slim_762180363 slim_762180353 slim_762180366 slim_762180352 slim_762180355 slim_762180379 slim_762180388 slim_762180385 slim_762180384 slim_762180372 slim_762180390 slim_762180356 slim_762180381 slim_762180378 slim_762180373 slim_762180377
0 8e-07 7e-07 2.1e-06 1.3e-06 1.4e-06 1.55e-06 1.85e-06 1.65e-06 1.6e-06 1.5e-06 1.9e-06 2.3e-06 1.5e-06 6e-07 2e-06 1.75e-06 1.6e-06 1.5e-06 1.7e-06 1.5e-06 2.05e-06 1.45e-06 7.5e-07 1.35e-06 1.6e-06 1.2e-06 2.15e-06 1.55e-06 2.05e-06 1.45e-06 8e-07 2.15e-06 9e-07 5.5e-07 2.05e-06 9.5e-07 1.75e-06 1.3e-06 8.5e-07 4e-07 2.25e-06 1.95e-06 1.5e-06 5.5e-07 1.45e-06 2.1e-06 2.05e-06 2.15e-06 1.9e-06 2.05e-06 1.3e-06 1.4e-06 2.1e-06 1.95e-06 1.65e-06 8.5e-07 7.5e-07 1.3e-06 1.35e-06 1.75e-06 6.5e-07
1 7e-07 7e-07 2.1e-06 1.45e-06 1.4e-06 1.7e-06 1.85e-06 1.55e-06 1.7e-06 1.25e-06 1.45e-06 2.15e-06 1.5e-06 6.5e-07 1.75e-06 1.5e-06 1.35e-06 1.55e-06 1.8e-06 1.3e-06 2e-06 1.45e-06 5.5e-07 1.6e-06 1.6e-06 1.15e-06 2.15e-06 1.55e-06 2.05e-06 1.65e-06 1.15e-06 2.35e-06 6e-07 8.5e-07 2.05e-06 7.5e-07 1.65e-06 1.6e-06 7.5e-07 7e-07 2.45e-06 2.05e-06 1.55e-06 5.5e-07 1.6e-06 2.05e-06 2.1e-06 2.35e-06 1.55e-06 1.95e-06 1.3e-06 1.6e-06 2.2e-06 1.95e-06 1.65e-06 1e-06 1.05e-06 1.4e-06 1.35e-06 1.75e-06 4e-07
2 2.1e-06 2.1e-06 2.2e-06 2.55e-06 1.65e-06 2e-06 2.05e-06 1.65e-06 2e-06 1.85e-06 1.6e-06 1.65e-06 1.65e-06 2.1e-06 1.45e-06 1.55e-06 1.75e-06 1.7e-06 1.45e-06 2.1e-06 1.6e-06 1.7e-06 2.1e-06 1.65e-06 1.5e-06 1.9e-06 1.55e-06 1.6e-06 1.35e-06 1.8e-06 2.1e-06 1.5e-06 2.35e-06 2.1e-06 1.65e-06 2.25e-06 1.75e-06 1.65e-06 2.25e-06 2.1e-06 1.4e-06 2.1e-06 1.7e-06 2.05e-06 2.15e-06 1.5e-06 1.55e-06 1.5e-06 1.45e-06 1.65e-06 1.65e-06 1.9e-06 1.75e-06 1.5e-06 1.6e-06 1.75e-06 2.1e-06 2.15e-06 1.5e-06 1.3e-06 1.95e-06
3 1.3e-06 1.45e-06 2.55e-06 1.9e-06 1.75e-06 1.7e-06 1.7e-06 2.2e-06 1.8e-06 2.15e-06 1.95e-06 2.45e-06 2.15e-06 1.35e-06 2.2e-06 2.4e-06 2.2e-06 1.8e-06 2.45e-06 1.45e-06 2.5e-06 1.8e-06 1.25e-06 1.95e-06 2e-06 1.55e-06 2.6e-06 2.15e-06 2.45e-06 1.85e-06 1.35e-06 2.7e-06 1.3e-06 1.05e-06 2.6e-06 1.35e-06 2e-06 1.85e-06 1.25e-06 1.3e-06 2.55e-06 2.15e-06 1.8e-06 1.55e-06 1.9e-06 2.3e-06 2.7e-06 2.7e-06 2.3e-06 2.25e-06 2.05e-06 2.2e-06 2.45e-06 2.5e-06 2.15e-06 1.6e-06 1.2e-06 1.6e-06 2e-06 2.3e-06 1.5e-06
4 1.4e-06 1.4e-06 1.65e-06 1.75e-06 2.2e-06 1.85e-06 1.75e-06 1.5e-06 2e-06 1.45e-06 1.4e-06 2.05e-06 1.85e-06 1.35e-06 1.3e-06 1.6e-06 1.6e-06 1.8e-06 1.85e-06 1.6e-06 1.85e-06 1.15e-06 1.4e-06 1.75e-06 1.55e-06 1.35e-06 1.9e-06 1.7e-06 1.55e-06 1.7e-06 1.55e-06 2.3e-06 1.55e-06 1.15e-06 1.9e-06 1.45e-06 1.85e-06 1.7e-06 1.55e-06 1.4e-06 1.85e-06 2.15e-06 1.8e-06 1.5e-06 1.65e-06 1.9e-06 1.9e-06 2.3e-06 1.55e-06 1.8e-06 1.75e-06 2.05e-06 2e-06 1.9e-06 1.65e-06 1.3e-06 1.45e-06 1.75e-06 1.7e-06 1.65e-06 1.35e-06
5 1.55e-06 1.7e-06 2e-06 1.7e-06 1.85e-06 2.3e-06 1.7e-06 1.9e-06 1.3e-06 2.2e-06 2.05e-06 2e-06 1.8e-06 1.65e-06 2.2e-06 2e-06 2.15e-06 1.4e-06 1.75e-06 1.65e-06 1.85e-06 1.9e-06 1.5e-06 1.55e-06 1.65e-06 1.75e-06 2.05e-06 1.75e-06 1.85e-06 1.4e-06 1.45e-06 1.55e-06 1.5e-06 1.35e-06 2e-06 1.65e-06 1.85e-06 1.5e-06 1.5e-06 1.55e-06 1.8e-06 1.6e-06 1.4e-06 1.8e-06 1.95e-06 1.8e-06 2.15e-06 1.55e-06 2.15e-06 1.8e-06 1.65e-06 1.65e-06 1.7e-06 1.65e-06 1.85e-06 1.6e-06 1.65e-06 1.45e-06 1.65e-06 1.65e-06 1.8e-06
6 1.85e-06 1.85e-06 2.05e-06 1.7e-06 1.75e-06 1.7e-06 8e-07 1.3e-06 1.75e-06 2e-06 8e-07 1.8e-06 2.35e-06 1.95e-06 1.25e-06 1.75e-06 2.05e-06 1.75e-06 1.95e-06 1e-06 1.95e-06 1.8e-06 1.55e-06 2.1e-06 2.2e-06 1.3e-06 2.1e-06 2.3e-06 1.9e-06 2.15e-06 1.55e-06 2.45e-06 1.45e-06 1.8e-06 2.05e-06 1.6e-06 2.05e-06 2.1e-06 1.6e-06 1.85e-06 2.1e-06 2.1e-06 1.75e-06 2.05e-06 1.7e-06 1.65e-06 2.15e-06 2.45e-06 1.3e-06 1.6e-06 2.2e-06 2.3e-06 1.85e-06 2.1e-06 2.3e-06 1.55e-06 2.05e-06 1.55e-06 2.2e-06 1.8e-06 2.05e-06
7 1.65e-06 1.55e-06 1.65e-06 2.2e-06 1.5e-06 1.9e-06 1.3e-06 1.6e-06 1.9e-06 1.55e-06 1.2e-06 1.9e-06 1.95e-06 1.65e-06 1.25e-06 1.4e-06 1.75e-06 1.8e-06 1.45e-06 1.5e-06 1.75e-06 1.55e-06 1.5e-06 1.9e-06 1.9e-06 1.45e-06 1.9e-06 1.85e-06 1.6e-06 1.95e-06 1.65e-06 2.1e-06 1.6e-06 1.7e-06 1.8e-06 1.75e-06 2.1e-06 1.9e-06 1.65e-06 1.65e-06 1.85e-06 2.05e-06 1.8e-06 1.65e-06 1.65e-06 1.75e-06 1.7e-06 2.1e-06 1.25e-06 1.7e-06 1.75e-06 2e-06 1.5e-06 1.65e-06 1.95e-06 1.2e-06 1.9e-06 1.75e-06 1.8e-06 1.5e-06 1.55e-06
8 1.6e-06 1.7e-06 2e-06 1.8e-06 2e-06 1.3e-06 1.75e-06 1.9e-06 2.4e-06 2.25e-06 2.1e-06 1.9e-06 1.7e-06 1.7e-06 2.3e-06 2.05e-06 2.15e-06 1.4e-06 1.7e-06 1.7e-06 1.8e-06 2.05e-06 1.5e-06 1.55e-06 1.8e-06 1.85e-06 2.05e-06 1.8e-06 2e-06 1.35e-06 1.5e-06 1.4e-06 1.55e-06 1.5e-06 2.05e-06 1.75e-06 1.85e-06 1.55e-06 1.5e-06 1.6e-06 1.75e-06 1.5e-06 1.4e-06 1.75e-06 2.05e-06 1.7e-06 2.15e-06 1.4e-06 2.1e-06 1.9e-06 1.6e-06 1.55e-06 1.6e-06 1.65e-06 1.9e-06 1.65e-06 1.7e-06 1.5e-06 1.6e-06 1.7e-06 1.75e-06
9 1.5e-06 1.25e-06 1.85e-06 2.15e-06 1.45e-06 2.2e-06 2e-06 1.55e-06 2.25e-06 2.1e-06 1.45e-06 2.25e-06 1.9e-06 1.35e-06 1.45e-06 1.3e-06 1.35e-06 2.05e-06 1.85e-06 1.75e-06 1.8e-06 1.5e-06 1.35e-06 2e-06 1.85e-06 1.5e-06 1.9e-06 1.8e-06 1.8e-06 2.1e-06 1.7e-06 2.5e-06 1.6e-06 1.55e-06 1.8e-06 1.5e-06 2.05e-06 2e-06 1.55e-06 1.5e-06 2.25e-06 2.45e-06 2.05e-06 1.35e-06 1.95e-06 2.15e-06 2.05e-06 2.5e-06 1.5e-06 2e-06 1.7e-06 2.15e-06 2.3e-06 2.05e-06 1.75e-06 1.35e-06 1.75e-06 2.05e-06 1.75e-06 1.8e-06 1.1e-06
