 slim_762008265 slim_762008259 slim_762008282 slim_762008255 slim_762008283 slim_762008253 slim_762008262 slim_762008268 slim_762008279 slim_762008251 slim_762008264 slim_762008245 slim_762008266 slim_762008273 slim_762008246 slim_762008250 slim_762008252 slim_762008263 slim_762008260 slim_762008258 slim_762008248 slim_762008278 slim_762008270 slim_762008280 slim_762008254 slim_762008249 slim_762008261 slim_762008277 slim_762008276 slim_762008272 slim_762008247 slim_762008271 slim_762008257 slim_762008269 slim_762008256 slim_762008267 slim_762008275 slim_762008281 slim_762008274
0 1.1e-06 1.5e-06 1.85e-06 1.15e-06 2.1e-06 2.1e-06 1.95e-06 2e-06 1.7e-06 1.3e-06 1.6e-06 1.6e-06 1.3e-06 1.7e-06 1.85e-06 1.25e-06 2.7e-06 1.3e-06 1.7e-06 1.4e-06 1.3e-06 1.3e-06 1.9e-06 1.7e-06 1.8e-06 1.5e-06 1.65e-06 2.1e-06 1.75e-06 2.1e-06 8.5e-07 1.85e-06 1.9e-06 1.6e-06 1.25e-06 2.35e-06 1.45e-06 1.45e-06 1.75e-06
1 1.5e-06 9e-07 1.9e-06 7.5e-07 2.8e-06 2.8e-06 1.85e-06 2.45e-06 2.05e-06 2.5e-06 8.5e-07 6.5e-07 6.5e-07 1.9e-06 2.6e-06 1.2e-06 3.1e-06 1.25e-06 9e-07 1.15e-06 2.5e-06 1.2e-06 1.75e-06 1.95e-06 1.15e-06 2e-06 1.7e-06 1.95e-06 1.45e-06 2.5e-06 8.5e-07 1.65e-06 9e-07 1.65e-06 5e-07 2.75e-06 1.65e-06 8e-07 1.4e-06
2 1.85e-06 1.9e-06 3.2e-06 1.85e-06 1.75e-06 1.7e-06 2e-06 2e-06 1.9e-06 1.9e-06 1.75e-06 2e-06 1.95e-06 2e-06 2.35e-06 1.95e-06 2.05e-06 1.75e-06 1.85e-06 1.95e-06 1.9e-06 1.9e-06 1.95e-06 1.95e-06 2e-06 1.95e-06 1.8e-06 2.1e-06 2e-06 1.85e-06 1.8e-06 1.75e-06 1.85e-06 1.75e-06 1.9e-06 1.7e-06 1.9e-06 2e-06 2.35e-06
3 1.15e-06 7.5e-07 1.85e-06 8e-07 2.55e-06 2.55e-06 1.85e-06 2.3e-06 1.9e-06 2.15e-06 1.05e-06 8.5e-07 6.5e-07 1.7e-06 2.25e-06 1.35e-06 2.95e-06 1.35e-06 1.15e-06 1.05e-06 2.15e-06 8.5e-07 1.8e-06 1.75e-06 1.1e-06 1.6e-06 1.65e-06 1.85e-06 1.4e-06 2.35e-06 4e-07 1.55e-06 1.05e-06 1.6e-06 6e-07 2.6e-06 1.35e-06 8e-07 1.2e-06
4 2.1e-06 2.8e-06 1.75e-06 2.55e-06 7e-07 3.5e-07 1.75e-06 1.05e-06 1.75e-06 1e-06 3.05e-06 2.9e-06 2.7e-06 1.6e-06 1.9e-06 2.35e-06 8e-07 2.05e-06 3.15e-06 3.05e-06 1e-06 2.2e-06 1.7e-06 2.15e-06 2.6e-06 1.5e-06 2.3e-06 1.95e-06 2.1e-06 1.1e-06 2.45e-06 1.65e-06 2.4e-06 2.25e-06 2.65e-06 4.5e-07 1.85e-06 2.85e-06 3e-06
5 2.1e-06 2.8e-06 1.7e-06 2.55e-06 3.5e-07 5e-07 1.8e-06 1.05e-06 1.8e-06 1.05e-06 3.05e-06 2.9e-06 2.7e-06 1.65e-06 1.95e-06 2.35e-06 7e-07 2.05e-06 3.15e-06 3.05e-06 1.05e-06 2.2e-06 1.75e-06 2.15e-06 2.6e-06 1.55e-06 2.3e-06 1.95e-06 2.05e-06 1.1e-06 2.45e-06 1.65e-06 2.4e-06 2.25e-06 2.65e-06 3.5e-07 1.85e-06 2.85e-06 3e-06
6 1.95e-06 1.85e-06 2e-06 1.85e-06 1.75e-06 1.8e-06 3.4e-06 1.95e-06 1.85e-06 1.85e-06 1.95e-06 1.95e-06 1.95e-06 1.9e-06 2.25e-06 1.95e-06 2.25e-06 1.85e-06 2.1e-06 2.2e-06 1.85e-06 1.85e-06 1.8e-06 2.15e-06 2.15e-06 1.85e-06 2.15e-06 2.15e-06 2.05e-06 2.05e-06 1.8e-06 1.9e-06 1.8e-06 2.1e-06 1.9e-06 1.9e-06 1.95e-06 1.95e-06 2.4e-06
7 2e-06 2.45e-06 2e-06 2.3e-06 1.05e-06 1.05e-06 1.95e-06 2.1e-06 2e-06 1.35e-06 2.8e-06 2.6e-06 2.4e-06 1.8e-06 2.25e-06 2.15e-06 1.3e-06 1.85e-06 2.9e-06 2.8e-06 1.35e-06 2.3e-06 1.9e-06 2.45e-06 2.6e-06 1.75e-06 2.15e-06 2.05e-06 1.75e-06 1.3e-06 2.25e-06 1.75e-06 2.45e-06 2.1e-06 2.3e-06 1.05e-06 1.8e-06 2.6e-06 2.8e-06
8 1.7e-06 2.05e-06 1.9e-06 1.9e-06 1.75e-06 1.8e-06 1.85e-06 2e-06 3.1e-06 1.65e-06 2e-06 2.15e-06 2e-06 1.85e-06 2.05e-06 2e-06 2.4e-06 1.75e-06 2.05e-06 1.95e-06 1.65e-06 1.75e-06 1.9e-06 1.9e-06 2.25e-06 1.7e-06 2e-06 2.4e-06 2.3e-06 2.2e-06 1.65e-06 2.1e-06 2.1e-06 1.95e-06 1.95e-06 2.05e-06 1.95e-06 2.05e-06 2.45e-06
9 1.3e-06 2.5e-06 1.9e-06 2.15e-06 1e-06 1.05e-06 1.85e-06 1.35e-06 1.65e-06 1.5e-06 2.65e-06 2.6e-06 2.3e-06 1.55e-06 1.8e-06 1.85e-06 1.7e-06 1.7e-06 2.75e-06 2.45e-06 8e-07 1.95e-06 1.8e-06 1.95e-06 2.55e-06 1.35e-06 2.05e-06 2.15e-06 2.1e-06 1.5e-06 1.85e-06 1.9e-06 2.55e-06 2e-06 2.25e-06 1.35e-06 1.7e-06 2.45e-06 2.7e-06
