 slim_762128534 slim_762128502 slim_762128518 slim_762128522 slim_762128531 slim_762128537 slim_762128505 slim_762128525 slim_762128521 slim_762128503 slim_762128515 slim_762128504 slim_762128512 slim_762128501 slim_762128536 slim_762128529 slim_762128509 slim_762128527 slim_762128520 slim_762128528 slim_762128519 slim_762128539 slim_762128530 slim_762128533 slim_762128517 slim_762128511 slim_762128516 slim_762128513 slim_762128507 slim_762128523 slim_762128508 slim_762128532 slim_762128526 slim_762128535 slim_762128538 slim_762128506 slim_762128524 slim_762128514 slim_762128510
0 3.5e-06 2.55e-06 2.5e-06 2.45e-06 2.05e-06 2.3e-06 2.1e-06 1.9e-06 2.35e-06 2.45e-06 2.35e-06 2.3e-06 2.15e-06 2.4e-06 2.35e-06 2.2e-06 1.85e-06 2.15e-06 2.25e-06 2e-06 2.2e-06 2.55e-06 1.95e-06 2e-06 2.65e-06 2.25e-06 2.1e-06 2e-06 1.95e-06 2.2e-06 2.3e-06 1.9e-06 2.35e-06 2.1e-06 2.15e-06 1.8e-06 2.05e-06 2.05e-06 2.2e-06
1 2.55e-06 5e-07 2.35e-06 1.5e-06 1.9e-06 2.25e-06 1e-06 1.65e-06 9.5e-07 8.5e-07 7.5e-07 8e-07 1.65e-06 1e-06 1.2e-06 1.25e-06 1.65e-06 1.5e-06 1.65e-06 2.3e-06 2.2e-06 1.1e-06 2.25e-06 2e-06 1.9e-06 7.5e-07 1.5e-06 1.45e-06 2.15e-06 1.5e-06 1.55e-06 2.15e-06 4.5e-07 1.9e-06 1.85e-06 1.6e-06 2.2e-06 9.5e-07 1.5e-06
2 2.5e-06 2.35e-06 2.3e-06 2.4e-06 2.05e-06 2e-06 1.95e-06 1.9e-06 1.75e-06 2.25e-06 2.15e-06 2.1e-06 1.55e-06 2.05e-06 2.15e-06 2.2e-06 1.9e-06 2.1e-06 2.75e-06 2.1e-06 1.7e-06 2.1e-06 2.05e-06 2.45e-06 1.8e-06 2.1e-06 1.7e-06 1.6e-06 2.45e-06 1.6e-06 2.05e-06 2.45e-06 2.15e-06 2.1e-06 2.25e-06 1.85e-06 2.5e-06 1.85e-06 1.6e-06
3 2.45e-06 1.5e-06 2.4e-06 2.5e-06 1.8e-06 2.15e-06 1.55e-06 1.35e-06 1.7e-06 1.5e-06 1.45e-06 1.5e-06 2.05e-06 1.8e-06 1.4e-06 1.45e-06 1.4e-06 1.55e-06 2.55e-06 2.7e-06 2.1e-06 1.95e-06 2.65e-06 2.15e-06 2.15e-06 1.55e-06 1.9e-06 1.75e-06 2.45e-06 1.7e-06 1.85e-06 2.6e-06 1.45e-06 1.85e-06 1.5e-06 1.45e-06 2.45e-06 1.35e-06 1.7e-06
4 2.05e-06 1.9e-06 2.05e-06 1.8e-06 2.2e-06 1.55e-06 1.35e-06 1.25e-06 1.75e-06 1.8e-06 1.7e-06 1.65e-06 1.5e-06 1.8e-06 1.7e-06 1.55e-06 1.2e-06 1.55e-06 2.5e-06 2.3e-06 1.7e-06 1.95e-06 2.25e-06 2.2e-06 2.15e-06 1.5e-06 1.45e-06 1.35e-06 2.2e-06 1.6e-06 1.8e-06 2.05e-06 1.7e-06 1.65e-06 1.55e-06 1.1e-06 2.25e-06 1.4e-06 1.5e-06
5 2.3e-06 2.25e-06 2e-06 2.15e-06 1.55e-06 2.3e-06 1.85e-06 1.65e-06 2.05e-06 2.1e-06 2e-06 1.9e-06 1.8e-06 1.85e-06 2e-06 1.9e-06 1.65e-06 1.9e-06 2.65e-06 2.4e-06 1.85e-06 1.75e-06 2.35e-06 2.5e-06 2.2e-06 2e-06 1.45e-06 1.5e-06 2.4e-06 1.85e-06 2e-06 2.45e-06 2.05e-06 1.9e-06 1.75e-06 1.65e-06 2.45e-06 1.8e-06 1.9e-06
6 2.1e-06 1e-06 1.95e-06 1.55e-06 1.35e-06 1.85e-06 9e-07 1.1e-06 1.05e-06 1.1e-06 9e-07 5e-07 1e-06 1.15e-06 8e-07 1.25e-06 1.05e-06 1.5e-06 1.9e-06 1.9e-06 1.75e-06 1.25e-06 1.85e-06 1.6e-06 2.15e-06 7e-07 9e-07 8.5e-07 1.75e-06 1e-06 1.1e-06 1.6e-06 7.5e-07 1.5e-06 2e-06 9.5e-07 1.8e-06 6e-07 9e-07
7 1.9e-06 1.65e-06 1.9e-06 1.35e-06 1.25e-06 1.65e-06 1.1e-06 1.4e-06 1.5e-06 1.45e-06 1.25e-06 1.25e-06 1.45e-06 1.65e-06 1.2e-06 1.2e-06 7.5e-07 1.25e-06 2.4e-06 2.2e-06 1.55e-06 1.75e-06 2.15e-06 1.7e-06 2e-06 1.3e-06 1.3e-06 1.15e-06 1.95e-06 1.15e-06 1.35e-06 2.05e-06 1.4e-06 1.3e-06 1.4e-06 8e-07 1.95e-06 9.5e-07 1.25e-06
8 2.35e-06 9.5e-07 1.75e-06 1.7e-06 1.75e-06 2.05e-06 1.05e-06 1.5e-06 1.5e-06 1.4e-06 1.15e-06 1.1e-06 1.25e-06 1.25e-06 1.3e-06 1.5e-06 1.5e-06 1.6e-06 2e-06 1.8e-06 1.85e-06 1.4e-06 1.75e-06 1.9e-06 2.1e-06 1.05e-06 1.25e-06 1.15e-06 2e-06 1e-06 1.45e-06 1.95e-06 9.5e-07 1.8e-06 2.05e-06 1.4e-06 2.05e-06 9.5e-07 1e-06
9 2.45e-06 8.5e-07 2.25e-06 1.5e-06 1.8e-06 2.1e-06 1.1e-06 1.45e-06 1.4e-06 1.5e-06 1.05e-06 8e-07 1.85e-06 1.35e-06 1.25e-06 1.25e-06 1.45e-06 1.55e-06 2.05e-06 2.55e-06 2.1e-06 1.4e-06 2.5e-06 2.15e-06 1.75e-06 1.1e-06 1.65e-06 1.6e-06 2.35e-06 1.65e-06 1.65e-06 2.4e-06 8e-07 1.75e-06 1.6e-06 1.45e-06 2.4e-06 1.1e-06 1.7e-06
