 slim_337470394 slim_337453265 slim_337468135 slim_337471752 slim_337447992 slim_337475794 slim_337464596 slim_337474354 slim_337470152 slim_337449533 slim_337451324 slim_337476374 slim_337471417 slim_337476358 slim_337476377 slim_337475588 slim_337476043 slim_337467962 slim_337476388 slim_337474290 slim_337466149 slim_337451081 slim_337476369 slim_337476373 slim_337444099 slim_337468951 slim_337474962 slim_337476387 slim_337475298 slim_337475106 slim_337476368 slim_337476376 slim_337476436 slim_337476465 slim_337476468 slim_337476423 slim_337476395 slim_337476511 slim_337476462 slim_337476510 slim_337476450 slim_337476497 slim_337476414 slim_337476486 slim_337476496 slim_337476398 slim_337476483 slim_337476501 slim_337476508 slim_337476504 slim_337476507 slim_337476495 slim_337476391 slim_337476512 slim_337476443 slim_337476502 slim_337476424 slim_337476499 slim_337476448 slim_337476429 slim_337476411 slim_337476503 slim_337476513 slim_337476478 slim_337476466 slim_337476488 slim_337476439 slim_337476470 slim_337476490 slim_337476476 slim_337476441 slim_337476514 slim_337476393 slim_337476449 slim_337476408 slim_337476445 slim_337476489 slim_337476480 slim_337476435 slim_337476453 slim_337476427 slim_337476473 slim_337476451 slim_337476415 slim_337476407 slim_337476505 slim_337476399 slim_337476472 slim_337476463 slim_337476471 slim_337476484 slim_337476498 slim_337476417 slim_337476493 slim_337476434 slim_337476457 slim_337476475 slim_337476397 slim_337476492 slim_337476458 slim_337476494 slim_337476482
0 0.0008356 0.0008307 0.0008486 0.0007647 0.0007572 0.0008416 0.00081505 0.0007896 0.0007715 0.00079905 0.00082405 0.0007693 0.00084585 0.0008201 0.00080365 0.0008878 0.0008477 0.0007937 0.00077525 0.0007854 0.000766 0.00080035 0.00074375 0.000838 0.00080755 0.00085075 0.00081505 0.00079915 0.00083615 0.00073865 0.00080555 0.00074475 0.0008609 0.0007931 0.00085135 0.00083715 0.00079475 0.0007945 0.0008365 0.0007973 0.0006192 0.0005702 0.00082575 0.0008386 0.00077785 0.00085595 0.00084555 0.00061235 0.00079355 0.00085835 0.00076605 0.00081955 0.00080595 0.00085175 0.00079925 0.0008063 0.00085965 0.00078645 0.0008533 0.0008583 0.00082715 0.0008611 0.0008408 0.0008803 0.00083645 0.00078885 0.00084645 0.0008193 0.00085895 0.00079725 0.0007764 0.00073 0.0008343 0.000845 0.00083355 0.0008272 0.00083045 0.00080645 0.00083615 0.00082275 0.0007627 0.00080095 0.00083895 0.00081295 0.00081945 0.0007836 0.0008613 0.0008086 0.00078075 0.0008044 0.00080815 0.0007647 0.00075045 0.00078945 0.00080825 0.00087235 0.0007794 0.0008184 0.00060695 0.000817 0.000857 0.00078965
1 0.0008307 0.0008459 0.00078625 0.00083755 0.0007907 0.00086925 0.00081585 0.00080035 0.0008237 0.000721 0.00080365 0.00080855 0.000875 0.00076245 0.0008149 0.00083025 0.00086085 0.0008357 0.00081905 0.0007878 0.0008327 0.00087335 0.0008208 0.0008561 0.00085765 0.000867 0.00080455 0.00079105 0.00084085 0.00085045 0.00081485 0.00082175 0.00082465 0.00077845 0.00084435 0.00084855 0.000811 0.0008347 0.0008412 0.0008349 0.00081875 0.0008298 0.0008378 0.00061985 0.0008622 0.0008176 0.00085495 0.0008209 0.00085465 0.000794 0.00081915 0.00080575 0.0008521 0.0008475 0.00080355 0.00059835 0.0008364 0.0007547 0.0008281 0.00079395 0.00081995 0.00080995 0.0005966 0.0008159 0.00075305 0.0008548 0.00079555 0.00077775 0.00085595 0.00085125 0.00079195 0.0008119 0.0008171 0.0008417 0.00085555 0.0007698 0.0006624 0.00088205 0.0008231 0.00086795 0.00083595 0.0008378 0.0008644 0.0008084 0.0008314 0.0008261 0.00081815 0.0007647 0.00081655 0.0008177 0.0008535 0.000813 0.00078215 0.00081495 0.0007857 0.00084565 0.0008032 0.0008225 0.0008494 0.00086685 0.0008496 0.00074265
2 0.0008486 0.00078625 0.0007882 0.00083575 0.0007338 0.0008436 0.00079445 0.00079345 0.0008198 0.00082445 0.0007426 0.0008369 0.0008067 0.0007823 0.0008246 0.0007878 0.00085875 0.0008157 0.0007883 0.00083655 0.0008645 0.0008481 0.00080455 0.0008281 0.00085785 0.0008614 0.00075625 0.000809 0.000835 0.000857 0.00078735 0.00081855 0.00081515 0.00082905 0.00084525 0.00084575 0.00081955 0.00082125 0.00083535 0.0008021 0.00084805 0.00081665 0.000828 0.00080685 0.00087545 0.00080165 0.00083785 0.00080195 0.00085275 0.00083405 0.00080335 0.00081015 0.0008338 0.00077035 0.0006238 0.00081795 0.000872 0.0007672 0.0008023 0.000834 0.00081955 0.0008492 0.0007917 0.00084925 0.0008161 0.00084625 0.00085065 0.0008202 0.00084605 0.0008161 0.00079805 0.0008433 0.0007401 0.00083955 0.0008523 0.00082765 0.00080075 0.00083665 0.00083775 0.00083355 0.00081715 0.00081535 0.00081975 0.00082145 0.00086115 0.0008266 0.00086255 0.0008371 0.000815 0.00079715 0.00084745 0.00079845 0.00086615 0.0008063 0.0008289 0.0007873 0.0008181 0.00081055 0.00085255 0.0008296 0.00080425 0.0008023
3 0.0007647 0.00083755 0.00083575 0.0008519 0.0007871 0.00084425 0.0007692 0.0007296 0.00075345 0.00082975 0.00077495 0.0008083 0.0008115 0.0007936 0.00079075 0.0008149 0.0007851 0.0007924 0.0007372 0.0008038 0.0007931 0.00071415 0.00075795 0.0008382 0.0008594 0.0008053 0.0008119 0.0007294 0.0007976 0.0008128 0.0008331 0.0007763 0.0008217 0.00085005 0.0008137 0.0007907 0.000747 0.00075545 0.00079795 0.00083225 0.00073495 0.0007798 0.0008066 0.0008211 0.0008138 0.00082335 0.0008153 0.00074545 0.0007941 0.00079945 0.0007608 0.00083705 0.0008719 0.00061725 0.00082055 0.0007982 0.00083385 0.0008131 0.0007793 0.0007994 0.0008211 0.00080265 0.0008038 0.00079145 0.0008034 0.00083575 0.0008455 0.00077305 0.00079755 0.00082845 0.00082935 0.00078375 0.0008052 0.0008499 0.00081235 0.00079335 0.0008719 0.0008106 0.00080965 0.0008524 0.0007325 0.0007524 0.00064795 0.0008196 0.0007941 0.00082455 0.00079155 0.0008247 0.00079115 0.0008203 0.00061115 0.00076165 0.00081675 0.0008006 0.0007728 0.00061345 0.0007833 0.00077745 0.00079795 0.0008394 0.0008442 0.0006969
4 0.0007572 0.0007907 0.0007338 0.0007871 0.0007745 0.00081455 0.0007515 0.0007596 0.00069285 0.00079795 0.0007218 0.0007826 0.00081795 0.0008057 0.0007618 0.00079795 0.00082825 0.00076555 0.00072255 0.00077655 0.0007991 0.0007769 0.00068955 0.00080295 0.00083525 0.0008308 0.00079465 0.00079095 0.00075675 0.0007775 0.00059595 0.000779 0.0008249 0.0007846 0.0008222 0.00084115 0.00075695 0.00071965 0.0007571 0.0007671 0.0008188 0.00065125 0.0007656 0.0008482 0.00084355 0.000822 0.0007677 0.0007987 0.0008126 0.0007933 0.00068315 0.00079345 0.0008196 0.0007675 0.0007472 0.0007802 0.0008548 0.00060385 0.0008236 0.00079325 0.00082185 0.0008232 0.00080135 0.00082375 0.00072435 0.0008002 0.00085155 0.00075385 0.000826 0.00081335 0.000795 0.000779 0.0007924 0.0007876 0.0007818 0.0007562 0.00081855 0.0008166 0.0007728 0.0008357 0.0006895 0.00080325 0.0008147 0.00079005 0.00082575 0.00079335 0.0008187 0.00079735 0.00076205 0.00076005 0.0008121 0.0007797 0.00080265 0.0007925 0.00079275 0.00081355 0.0008156 0.00078545 0.00072925 0.0007853 0.000835 0.00078105
5 0.0008416 0.00086925 0.0008436 0.00084425 0.00081455 0.0008811 0.00079005 0.00085245 0.00083155 0.000839 0.00083505 0.0008077 0.000828 0.0008266 0.0008656 0.00084205 0.0008268 0.0008286 0.00081045 0.00085715 0.0008261 0.00081635 0.00082655 0.0007932 0.0008034 0.0008379 0.00080245 0.0008364 0.00081685 0.00083505 0.0008098 0.0007924 0.00079775 0.00076685 0.00077975 0.00083315 0.00083615 0.000828 0.0008172 0.00080585 0.0008803 0.0007928 0.00083505 0.00088265 0.00087445 0.0008182 0.0008126 0.0008684 0.00082225 0.0008141 0.0007684 0.0007731 0.0007966 0.00082375 0.000842 0.00084995 0.0008235 0.0007967 0.00080855 0.00081405 0.00080965 0.00082425 0.00087745 0.0008524 0.0008126 0.00081745 0.00081395 0.0007918 0.00084045 0.000818 0.0008181 0.00079925 0.0008205 0.0008347 0.0007838 0.00082225 0.000855 0.000815 0.00081685 0.000797 0.00081575 0.0008122 0.0007771 0.0008058 0.00084295 0.0007988 0.00086085 0.00079405 0.0008356 0.0007812 0.00082715 0.00080515 0.0008477 0.00079965 0.0007651 0.00081525 0.00085835 0.00079985 0.00078835 0.00079585 0.0007862 0.0008283
6 0.00081505 0.00081585 0.00079445 0.0007692 0.0007515 0.00079005 0.0008451 0.0007539 0.00077995 0.00081425 0.000823 0.0007999 0.0008009 0.00081405 0.0008505 0.0008102 0.0008455 0.00076355 0.00073395 0.00081095 0.000774 0.0007944 0.00077725 0.0008575 0.0008052 0.0008317 0.0007868 0.0007451 0.00081675 0.00084845 0.0007777 0.00083785 0.00080255 0.00080615 0.0008149 0.0007889 0.00074725 0.0007938 0.0008171 0.00084435 0.0008293 0.00077595 0.00081615 0.0008366 0.00085025 0.0008382 0.00081795 0.00081865 0.0007776 0.00082265 0.0007558 0.0008143 0.00084945 0.0007953 0.0008042 0.00079785 0.0008453 0.0007831 0.00077405 0.0008226 0.00081585 0.00075635 0.00083245 0.00081095 0.0007836 0.00085685 0.00083515 0.00078835 0.0008445 0.0008515 0.000826 0.00082975 0.000802 0.00083195 0.0008003 0.00080175 0.00088085 0.00077165 0.0007834 0.00081375 0.0007867 0.00076335 0.00076305 0.00080695 0.0008416 0.0008046 0.00080995 0.0008256 0.0007956 0.00062695 0.00076775 0.00076945 0.00084215 0.00078335 0.0007876 0.0007789 0.0008219 0.0007996 0.00078215 0.0008258 0.0008032 0.00076615
7 0.0007896 0.00080035 0.00079345 0.0007296 0.0007596 0.00085245 0.0007539 0.0008696 0.00075695 0.0007582 0.00078625 0.00084585 0.00082285 0.00078665 0.0008045 0.00076895 0.0008138 0.00080295 0.00064575 0.0007658 0.0007739 0.00078395 0.00072575 0.0008405 0.0008422 0.00080075 0.00074765 0.00062935 0.00078205 0.00083315 0.0008108 0.00078015 0.000834 0.000812 0.00082665 0.0007299 0.00068685 0.00075595 0.0007824 0.0008271 0.00071845 0.00076805 0.0007948 0.0007639 0.00085645 0.00081575 0.00081015 0.0007696 0.0008026 0.0008356 0.0007718 0.00085415 0.00086935 0.00077165 0.0008139 0.00077565 0.00085445 0.0007998 0.00078345 0.00083555 0.0007632 0.00078445 0.0008046 0.000785 0.0008009 0.0008331 0.00085475 0.0007748 0.0008226 0.00080495 0.00077755 0.000795 0.0007962 0.0008486 0.0008439 0.00082605 0.00086065 0.00080735 0.00079415 0.0008278 0.00075925 0.00078545 0.00078875 0.00083295 0.0008288 0.00083595 0.0008054 0.00082125 0.000739 0.00076585 0.00078975 0.00065765 0.00082305 0.0007265 0.00082425 0.00077985 0.00077285 0.00077845 0.00082195 0.00081885 0.0008272 0.00068135
8 0.0007715 0.0008237 0.0008198 0.00075345 0.00069285 0.00083155 0.00077995 0.00075695 0.0007872 0.0007959 0.0007404 0.0007668 0.0008194 0.00078025 0.0007936 0.00083925 0.0008059 0.00078195 0.00069995 0.00080325 0.00076665 0.00076685 0.00056945 0.0008154 0.00080975 0.00083375 0.0008086 0.00078535 0.0007939 0.0006655 0.00081025 0.00079075 0.0008436 0.0008119 0.00079125 0.0008478 0.0007668 0.00060815 0.00079425 0.00081015 0.00079205 0.00061 0.00078585 0.00086185 0.0006812 0.000807 0.00084065 0.0007585 0.0007954 0.00079665 0.00058945 0.0007996 0.00083025 0.00075065 0.00080005 0.00077245 0.00061495 0.00072145 0.0008192 0.0007966 0.0008472 0.0007931 0.0008102 0.0007982 0.00078765 0.00075455 0.00081645 0.0007106 0.0005892 0.00082135 0.0008016 0.0007632 0.00081045 0.0008031 0.00072405 0.00080645 0.00087225 0.00083265 0.000805 0.00083775 0.0006044 0.0007708 0.0007911 0.0007849 0.0008117 0.00079485 0.0005964 0.0008037 0.00081365 0.0007375 0.0007768 0.00079155 0.00069505 0.00073165 0.0007728 0.00080635 0.00079365 0.0007506 0.00078405 0.00084925 0.00086555 0.0007602
9 0.00079905 0.000721 0.00082445 0.00082975 0.00079795 0.000839 0.00081425 0.0007582 0.0007959 0.00075 0.000827 0.00077065 0.000833 0.0006047 0.0008671 0.00085465 0.0008461 0.00081755 0.00069185 0.0008214 0.0007954 0.0008842 0.0008084 0.000884 0.00083805 0.0008261 0.00075415 0.00074435 0.0008453 0.00086745 0.00080835 0.0008316 0.00082785 0.0008162 0.00078965 0.00083205 0.00080595 0.0008124 0.00084565 0.00073625 0.00081665 0.00079865 0.00083385 0.0007559 0.00081955 0.00082455 0.0008726 0.00079175 0.00081815 0.00086955 0.000751 0.00076 0.0008037 0.0008666 0.0008254 0.0006578 0.0008275 0.00057365 0.00080595 0.0008695 0.00080865 0.0008402 0.00074275 0.00083365 0.00082155 0.0008289 0.0006008 0.0008083 0.00081215 0.00084755 0.00086055 0.000793 0.000787 0.00075295 0.00078325 0.0008646 0.00079345 0.00081805 0.0008672 0.0008771 0.00080775 0.00082685 0.00089715 0.00076815 0.0008387 0.0007948 0.0008281 0.0007463 0.0008428 0.0008224 0.00085615 0.00073435 0.0007988 0.00076345 0.00075535 0.0008487 0.0008245 0.00069325 0.00084895 0.00084725 0.0008823 0.00078345
