generation	Nc
179800	4175
179850	4223
179900	4258
179950	4247
180000	60
180005	51
180010	56
180015	56
180020	112
180025	106
180030	117
180035	120
180040	107
180045	108
180050	115
180100	109
180150	111
180200	119
180250	130
180300	107
180350	113
180400	116
180450	111
180500	112
180550	122
180600	112
180650	109
180700	124
180750	127
180800	124
180850	122
180900	122
180950	119
181000	122
181050	109
181100	118
181150	94
181200	114
181250	110
181300	112
181350	110
181400	113
181450	115
181500	110
181550	105
181600	140
181650	101
181700	129
181750	119
181800	121
181850	128
181900	92
181950	98
182000	105
182050	105
182100	84
182150	112
182200	104
182250	113
182300	127
182350	112
182400	137
182450	119
182500	111
182550	121
182600	113
182650	95
182700	115
182750	117
182800	102
182850	93
182900	106
182950	116
183000	120
183050	119
183100	113
183150	120
183200	124
183250	121
183300	97
183350	120
183400	101
183450	114
183500	109
183550	119
183600	118
183650	104
183700	112
183750	128
183800	112
183850	108
183900	112
183950	118
184000	118
184050	114
184100	108
184150	98
184200	136
184250	110
184300	115
184350	121
184400	102
184450	105
184500	108
184550	117
184600	116
184650	101
184700	124
184750	111
184800	106
184850	82
184900	107
184950	101
185000	134
185050	120
185100	124
185150	113
185200	112
185250	123
185300	104
185350	121
185400	112
185450	127
185500	103
185550	95
185600	123
185650	129
185700	120
185750	125
185800	119
185850	108
185900	126
185950	118
186000	97
186050	112
186100	123
186150	103
186200	105
186250	112
186300	139
186350	111
186400	108
186450	115
186500	97
186550	131
186600	123
186650	108
186700	96
186750	112
186800	119
186850	104
186900	112
186950	108
187000	122
187050	129
187100	134
187150	117
187200	115
187250	118
187300	116
187350	90
187400	103
187450	109
187500	123
187550	142
187600	117
187650	100
187700	101
187750	116
187800	100
187850	119
187900	116
187950	129
188000	100
188050	108
188100	120
188150	122
188200	123
188250	110
188300	130
188350	118
188400	121
188450	112
188500	107
188550	102
188600	110
188650	100
188700	121
188750	129
188800	108
188850	111
188900	109
188950	126
189000	104
189050	113
189100	123
189150	123
189200	95
189250	109
189300	105
189350	127
189400	125
189450	122
189500	107
189550	104
189600	130
189650	108
189700	126
189750	100
189800	103
189850	130
189900	107
189950	93
190000	111
