generation	Nc
179800	4260
179850	4328
179900	4174
179950	4358
180000	60
180005	54
180010	39
180015	44
180020	107
180025	116
180030	119
180035	109
180040	123
180045	128
180050	98
180100	106
180150	121
180200	130
180250	127
180300	114
180350	124
180400	111
180450	126
180500	118
180550	124
180600	103
180650	98
180700	107
180750	120
180800	104
180850	102
180900	117
180950	122
181000	148
181050	117
181100	115
181150	96
181200	106
181250	101
181300	103
181350	106
181400	117
181450	103
181500	106
181550	123
181600	119
181650	135
181700	85
181750	103
181800	122
181850	126
181900	117
181950	122
182000	107
182050	118
182100	114
182150	126
182200	113
182250	127
182300	122
182350	92
182400	132
182450	125
182500	118
182550	114
182600	111
182650	122
182700	120
182750	93
182800	107
182850	109
182900	100
182950	111
183000	115
183050	111
183100	99
183150	133
183200	127
183250	135
183300	114
183350	104
183400	109
183450	113
183500	103
183550	108
183600	114
183650	133
183700	109
183750	141
183800	92
183850	116
183900	105
183950	121
184000	114
184050	114
184100	113
184150	125
184200	123
184250	108
184300	98
184350	108
184400	122
184450	120
184500	113
184550	109
184600	106
184650	111
184700	102
184750	111
184800	108
184850	124
184900	128
184950	120
185000	114
185050	117
185100	105
185150	108
185200	129
185250	94
185300	120
185350	118
185400	134
185450	104
185500	97
185550	120
185600	105
185650	96
185700	114
185750	117
185800	126
185850	105
185900	92
185950	104
186000	113
186050	117
186100	102
186150	120
186200	127
186250	101
186300	117
186350	102
186400	121
186450	121
186500	100
186550	117
186600	115
186650	89
186700	107
186750	117
186800	113
186850	111
186900	114
186950	132
187000	97
187050	131
187100	96
187150	118
187200	110
187250	108
187300	112
187350	111
187400	102
187450	101
187500	120
187550	125
187600	108
187650	105
187700	114
187750	105
187800	110
187850	130
187900	119
187950	109
188000	111
188050	127
188100	118
188150	120
188200	124
188250	104
188300	106
188350	111
188400	109
188450	129
188500	121
188550	116
188600	136
188650	92
188700	108
188750	117
188800	104
188850	103
188900	122
188950	118
189000	122
189050	121
189100	116
189150	111
189200	102
189250	116
189300	111
189350	111
189400	100
189450	103
189500	111
189550	135
189600	97
189650	110
189700	97
189750	110
189800	123
189850	114
189900	102
189950	118
190000	115
