generation	Nc	average_age	max_age
179800	7512	3.93198	38
179850	7487	3.91398	40
179900	7432	3.98762	37
179950	7474	4.08416	38
180000	103	4.70874	18
180005	105	4.15238	23
180010	99	4.68687	25
180015	101	4.70297	30
180020	103	3.6699	35
180025	103	4.37864	24
180030	104	4.52885	27
180035	105	4.8	32
180040	104	4.57692	37
180045	105	3.86667	20
180050	92	3.40217	25
180100	101	3.78218	21
180150	102	3.7451	21
180200	103	4	21
180250	104	3.56731	29
180300	92	4.17391	27
180350	96	4.38542	23
180400	98	3.26531	20
180450	99	3.23232	22
180500	99	4.11111	18
180550	101	4.26733	26
180600	107	4.1215	19
180650	105	4.2	30
180700	97	4.57732	22
180750	95	3.29474	15
180800	100	3.57	16
180850	103	4.3301	20
180900	97	4.26804	25
180950	99	3.82828	15
181000	100	3.38	27
181050	99	4.28283	17
181100	102	4.04902	20
181150	97	3.56701	16
181200	110	3.62727	20
181250	105	4.34286	30
181300	103	4.03883	28
181350	97	3.69072	16
181400	92	4.32609	39
181450	105	3.8381	21
181500	95	3.83158	16
181550	98	4.06122	26
181600	93	4.82796	36
181650	93	4.58065	29
181700	100	3.88	33
181750	94	4.42553	18
181800	109	3.37615	19
181850	106	4.28302	15
181900	96	3.61458	21
181950	93	3.96774	17
182000	108	4.25	22
182050	104	3.76923	16
182100	92	4.28261	23
182150	108	4.15741	27
182200	97	3.56701	22
182250	90	3.5	22
182300	103	3.99029	23
182350	101	3.9901	33
182400	107	3.63551	23
182450	101	3.84158	21
182500	110	3.6	33
182550	84	3.46429	16
182600	103	4.24272	22
182650	101	3.89109	20
182700	101	3.52475	18
182750	107	3.81308	21
182800	100	4.39	17
182850	95	3.94737	37
182900	93	4.17204	23
182950	113	4.23894	22
183000	104	4.38462	19
183050	102	4.03922	18
183100	105	3.89524	24
183150	98	4.44898	24
183200	102	4.35294	16
183250	102	3.98039	21
183300	99	5.11111	34
183350	106	4.5283	24
183400	101	3.55446	18
183450	96	4.91667	39
183500	99	4.14141	22
183550	103	3.56311	27
183600	97	3.49485	19
183650	104	3.81731	20
183700	109	4.21101	26
183750	100	4.08	21
183800	95	3.71579	17
183850	106	3.90566	16
183900	101	3.60396	16
183950	105	4.48571	23
184000	106	3.80189	38
184050	103	4.00971	20
184100	101	4.44554	27
184150	88	3.48864	21
184200	105	4.40952	22
184250	103	4.29126	22
184300	93	4.35484	19
184350	95	4.98947	26
184400	92	3.69565	20
184450	101	5.06931	27
184500	95	3.55789	20
184550	96	3.75	17
184600	98	3.2551	15
184650	103	4.1165	21
184700	97	3.24742	15
184750	102	4.30392	23
184800	106	3.82075	29
184850	98	3.9898	20
184900	97	3.16495	18
184950	103	3.18447	15
185000	90	4.17778	17
185050	92	4.19565	22
185100	108	3.82407	22
185150	94	4.29787	30
185200	102	3.37255	18
185250	97	3.63918	19
185300	103	3.4466	24
185350	104	3.64423	22
185400	103	4.28155	32
185450	102	3.9902	23
185500	90	4.5	31
185550	94	4.14894	26
185600	94	4.29787	31
185650	102	3.5	16
185700	94	3.98936	20
185750	90	4.28889	24
185800	98	4.2449	21
185850	104	4.33654	20
185900	105	4.24762	23
185950	95	3.02105	14
186000	95	4.29474	23
186050	101	3.75248	18
186100	103	4	18
186150	96	3.72917	25
186200	105	4.52381	18
186250	104	4.32692	22
186300	109	4.9633	40
186350	95	3.81053	31
186400	105	4.87619	33
186450	91	4.23077	15
186500	103	4.24272	21
186550	98	3.84694	34
186600	89	4.8427	16
186650	106	3.19811	14
186700	93	3.75269	16
186750	95	4.26316	34
186800	98	3.59184	19
186850	96	3.60417	22
186900	104	3.10577	16
186950	99	4.25253	30
187000	98	4.02041	20
187050	114	4.12281	32
187100	107	4.60748	19
187150	107	4.1215	23
187200	106	3.24528	15
187250	106	4.00943	21
187300	98	3.64286	21
187350	93	4.3871	26
187400	97	4.09278	18
187450	109	3.99083	18
187500	101	4.17822	18
187550	101	4.49505	27
187600	99	4.94949	25
187650	102	3.48039	18
187700	101	4.53465	26
187750	101	3.85149	22
187800	99	4.23232	21
187850	98	3.78571	24
187900	92	3.47826	23
187950	95	3.74737	20
188000	99	3.77778	21
188050	110	4.13636	20
188100	103	4.73786	22
188150	93	4.16129	20
188200	100	4.5	26
188250	115	2.81739	13
188300	103	3.81553	26
188350	88	3.17045	16
188400	91	4.65934	31
188450	97	4.12371	22
188500	96	4.34375	29
188550	96	4.32292	24
188600	97	4.71134	21
188650	96	3.82292	21
188700	99	3.45455	25
188750	89	4.88764	24
188800	103	3.26214	19
188850	98	4.28571	46
188900	106	4.00943	30
188950	109	4.11927	22
189000	105	3.6381	27
189050	95	3.89474	19
189100	107	4.6729	26
189150	104	4.63462	29
189200	99	4.35354	40
189250	93	4.21505	24
189300	90	3.21111	17
189350	92	4.33696	20
189400	94	4.38298	20
189450	97	4.10309	25
189500	91	3.71429	15
189550	91	4.04396	24
189600	106	3.81132	20
189650	95	4.55789	21
189700	96	3.85417	19
189750	102	3.66667	22
189800	102	3.58824	20
189850	93	4.82796	27
189900	108	4.47222	22
189950	101	4.52475	30
190000	90	3.72222	20
