generation	Nc	average_age	max_age
179800	7613	3.93826	39
179850	7564	3.96576	41
179900	7511	3.96325	55
179950	7423	4.03664	45
180000	92	4.27174	18
180005	106	4.29245	23
180010	94	4.45745	27
180015	96	3.57292	14
180020	95	3.61053	19
180025	96	4.44792	21
180030	92	4.69565	26
180035	100	4.64	26
180040	94	4.15957	25
180045	97	3.59794	30
180050	100	3.65	19
180100	108	4.16667	24
180150	101	4.9505	32
180200	86	3.93023	20
180250	102	4	27
180300	103	3.43689	22
180350	88	3.48864	20
180400	111	3.99099	24
180450	100	4.09	20
180500	105	4.66667	30
180550	114	3.48246	18
180600	100	4.39	21
180650	104	3.72115	19
180700	104	4.60577	41
180750	101	3.55446	22
180800	108	3.72222	27
180850	99	4.06061	24
180900	101	3.61386	21
180950	105	3.31429	24
181000	103	4.28155	18
181050	106	3.88679	30
181100	90	4.41111	28
181150	106	4.64151	23
181200	100	4.18	17
181250	100	3.37	27
181300	108	3.90741	19
181350	105	4.60952	24
181400	97	4.8866	30
181450	95	3.43158	17
181500	100	3.55	26
181550	99	3.11111	13
181600	104	3.89423	21
181650	101	3.30693	15
181700	94	2.85106	15
181750	104	3.05769	20
181800	107	4.65421	19
181850	95	4.25263	24
181900	105	4.13333	26
181950	104	3.99038	28
182000	94	4.64894	30
182050	101	4.39604	22
182100	102	3.95098	18
182150	108	3.77778	28
182200	99	4	29
182250	91	2.87912	23
182300	94	4.10638	22
182350	99	4.70707	33
182400	102	3.72549	20
182450	99	4.25253	16
182500	105	4.31429	18
182550	104	3.92308	27
182600	95	3.76842	19
182650	96	4.95833	23
182700	107	4.68224	22
182750	99	3.38384	22
182800	98	3.84694	18
182850	102	3.31373	20
182900	97	2.74227	27
182950	89	4.41573	22
183000	96	4.57292	24
183050	114	3.99123	22
183100	98	4.18367	23
183150	106	5.06604	19
183200	92	4.41304	25
183250	98	4.14286	25
183300	101	3.51485	23
183350	89	3.68539	23
183400	102	4.36275	26
183450	95	4.28421	18
183500	103	3.62136	28
183550	102	4.20588	23
183600	109	4.65138	21
183650	103	3.79612	26
183700	119	3.2605	16
183750	93	3.86022	20
183800	96	3.59375	18
183850	106	4.06604	19
183900	99	4.9798	24
183950	96	4.51042	20
184000	101	3.60396	16
184050	93	4.65591	28
184100	96	4.26042	16
184150	101	4.65347	24
184200	108	3.37037	19
184250	95	3.86316	15
184300	95	3.54737	30
184350	115	4.66957	23
184400	102	4.14706	27
184450	99	3.75758	16
184500	104	4.61538	27
184550	90	4.41111	29
184600	105	3.77143	28
184650	93	4.88172	23
184700	103	3.57282	27
184750	105	3.34286	16
184800	88	3.90909	15
184850	99	3.65657	21
184900	113	4.29204	26
184950	97	3.37113	23
185000	100	4.48	23
185050	103	3.69903	32
185100	99	3.09091	15
185150	107	4.45794	31
185200	99	4.34343	24
185250	104	3.96154	29
185300	99	4.51515	28
185350	92	4.95652	28
185400	110	4.17273	26
185450	111	4.58559	24
185500	96	4.59375	24
185550	95	5	31
185600	105	4.02857	29
185650	114	3.20175	22
185700	97	3.36082	14
185750	103	4.82524	21
185800	98	5.5	27
185850	105	4.12381	24
185900	106	4.43396	19
185950	104	4.01923	17
186000	106	4.04717	25
186050	98	4.16327	26
186100	100	3.87	19
186150	101	3.81188	22
186200	103	3.83495	28
186250	103	3.63107	20
186300	99	3.49495	23
186350	100	4.09	17
186400	104	4.96154	23
186450	97	4.14433	18
186500	113	4.40708	33
186550	95	3.47368	28
186600	106	4.01887	24
186650	102	3.7549	23
186700	100	4.61	21
186750	101	4.26733	23
186800	108	3.60185	20
186850	98	3.42857	17
186900	94	4.03191	16
186950	101	3.43564	22
187000	98	4.73469	24
187050	101	4.45545	34
187100	100	3.48	16
187150	91	4.18681	35
187200	104	4.02885	26
187250	95	3.55789	23
187300	101	3.58416	14
187350	107	4.51402	21
187400	93	2.92473	17
187450	95	4.26316	26
187500	102	4.5	21
187550	102	4	23
187600	97	4.37113	27
187650	104	3.55769	20
187700	104	4.25962	26
187750	108	3.78704	21
187800	96	3.625	23
187850	110	3.85455	19
187900	85	4.32941	23
187950	108	3.2037	20
188000	102	4.06863	18
188050	106	4.40566	20
188100	102	3.5098	26
188150	104	3.94231	18
188200	96	4.11458	18
188250	107	3.90654	26
188300	99	4.0202	31
188350	103	3.7767	20
188400	98	2.71429	11
188450	94	3.7766	25
188500	105	3.52381	19
188550	95	4.24211	20
188600	89	5.04494	26
188650	106	4.20755	24
188700	101	4.43564	22
188750	107	4.26168	21
188800	101	3.44554	22
188850	106	3.33962	19
188900	96	4.47917	37
188950	105	4.41905	23
189000	100	3.67	26
189050	103	3.92233	17
189100	106	4.11321	21
189150	107	4.13084	17
189200	100	3.83	24
189250	98	4.2551	33
189300	98	3.90816	26
189350	99	4.88889	31
189400	108	3.69444	29
189450	101	3.80198	18
189500	95	3.48421	24
189550	93	3.34409	25
189600	92	4.47826	20
189650	94	4.14894	21
189700	108	3.59259	14
189750	108	3.65741	22
189800	92	5.21739	28
189850	112	4.10714	26
189900	101	4.0099	18
189950	102	4.84314	27
190000	100	4.14	18
