generation	Nc
179800	4185
179850	4269
179900	4268
179950	4199
180000	59
180005	64
180010	49
180015	52
180020	111
180025	120
180030	122
180035	124
180040	110
180045	131
180050	112
180100	104
180150	106
180200	116
180250	98
180300	110
180350	118
180400	109
180450	103
180500	109
180550	108
180600	103
180650	111
180700	123
180750	103
180800	120
180850	91
180900	128
180950	114
181000	116
181050	126
181100	113
181150	114
181200	118
181250	110
181300	108
181350	110
181400	99
181450	109
181500	105
181550	126
181600	113
181650	121
181700	110
181750	113
181800	111
181850	115
181900	128
181950	106
182000	140
182050	94
182100	109
182150	90
182200	122
182250	113
182300	101
182350	116
182400	98
182450	132
182500	117
182550	102
182600	114
182650	114
182700	92
182750	112
182800	119
182850	122
182900	109
182950	136
183000	104
183050	90
183100	96
183150	119
183200	115
183250	108
183300	119
183350	124
183400	116
183450	102
183500	102
183550	126
183600	107
183650	109
183700	116
183750	123
183800	136
183850	114
183900	116
183950	91
184000	142
184050	100
184100	121
184150	113
184200	108
184250	123
184300	112
184350	109
184400	112
184450	113
184500	110
184550	115
184600	108
184650	119
184700	111
184750	109
184800	100
184850	119
184900	90
184950	107
185000	115
185050	102
185100	121
185150	115
185200	120
185250	116
185300	108
185350	93
185400	119
185450	122
185500	77
185550	98
185600	116
185650	110
185700	112
185750	96
185800	114
185850	110
185900	135
185950	110
186000	114
186050	119
186100	105
186150	122
186200	95
186250	120
186300	94
186350	137
186400	101
186450	112
186500	109
186550	132
186600	111
186650	106
186700	101
186750	136
186800	116
186850	98
186900	119
186950	111
187000	109
187050	128
187100	108
187150	109
187200	114
187250	115
187300	136
187350	102
187400	97
187450	118
187500	109
187550	115
187600	111
187650	119
187700	110
187750	109
187800	106
187850	109
187900	92
187950	110
188000	123
188050	115
188100	131
188150	112
188200	107
188250	124
188300	98
188350	121
188400	117
188450	115
188500	134
188550	103
188600	121
188650	112
188700	128
188750	118
188800	103
188850	97
188900	111
188950	111
189000	120
189050	135
189100	110
189150	98
189200	111
189250	140
189300	113
189350	116
189400	101
189450	101
189500	103
189550	115
189600	85
189650	125
189700	121
189750	131
189800	82
189850	128
189900	114
189950	109
190000	113
