generation	Nc	average_age	max_age
179800	7575	3.99102	34
179850	7516	4.04297	37
179900	7564	4.0308	45
179950	7404	3.98204	54
180000	106	4.79245	22
180005	90	4.45556	21
180010	109	3.66055	24
180015	97	3.98969	21
180020	105	3.89524	26
180025	100	4.08	28
180030	101	4.94059	26
180035	96	5.08333	20
180040	105	3.66667	24
180045	93	4.93548	29
180050	91	3.12088	22
180100	95	3.92632	27
180150	97	3.87629	23
180200	109	3.61468	19
180250	103	4.30097	21
180300	88	4.54545	36
180350	93	4.58065	17
180400	98	3.94898	23
180450	93	3.4086	18
180500	89	3.1573	16
180550	103	3.93204	19
180600	98	4.21429	21
180650	99	3.33333	14
180700	105	3.08571	20
180750	99	4.64646	23
180800	91	4.01099	24
180850	108	3.32407	21
180900	113	3.78761	23
180950	109	4.27523	39
181000	99	3.35354	16
181050	101	3.60396	23
181100	98	4.32653	24
181150	105	3.74286	22
181200	107	3.79439	20
181250	99	4.15152	27
181300	104	4.25962	24
181350	87	4.72414	35
181400	106	4.09434	17
181450	90	4.84444	19
181500	93	3.37634	21
181550	95	3.65263	22
181600	98	4.03061	24
181650	83	3.71084	18
181700	114	3.96491	20
181750	93	4.49462	27
181800	101	3.87129	23
181850	97	3.59794	23
181900	102	3.9902	35
181950	100	4.62	29
182000	102	3.06863	16
182050	89	5	23
182100	95	3.58947	17
182150	94	3.90426	26
182200	98	3.78571	20
182250	102	4.01961	31
182300	94	4.84043	42
182350	94	4.18085	28
182400	88	3.48864	24
182450	99	3.91919	18
182500	91	3.93407	18
182550	97	4.63918	19
182600	100	3.96	35
182650	100	4.11	17
182700	108	4.68519	20
182750	103	4.47573	26
182800	104	3.22115	17
182850	111	4.27928	34
182900	91	4.81319	25
182950	100	4.85	27
183000	94	3.2234	13
183050	94	3.40426	19
183100	107	4.27103	17
183150	102	3.63725	33
183200	91	4.23077	18
183250	104	3.77885	19
183300	96	4.09375	21
183350	103	3.75728	21
183400	95	3.53684	16
183450	94	4.31915	22
183500	105	3.92381	18
183550	102	4.80392	30
183600	93	4.16129	17
183650	109	3.86239	26
183700	96	3.55208	20
183750	99	4.26263	32
183800	105	3.51429	15
183850	99	3.57576	22
183900	99	3.14141	16
183950	100	4	24
184000	105	3.7619	16
184050	110	3.29091	23
184100	99	4.41414	24
184150	112	4.46429	26
184200	91	3.47253	22
184250	104	3.79808	22
184300	93	4.10753	29
184350	102	3.40196	20
184400	90	3.67778	23
184450	106	2.68868	20
184500	92	4.16304	26
184550	99	3.75758	17
184600	110	4.94545	24
184650	98	3.71429	27
184700	93	4.24731	28
184750	94	4.42553	35
184800	104	4.09615	20
184850	104	3.54808	16
184900	96	3.64583	18
184950	100	3.89	19
185000	104	3.875	20
185050	102	3.14706	16
185100	105	3.74286	28
185150	96	3.52083	17
185200	99	3.20202	15
185250	98	4.32653	16
185300	90	3.34444	16
185350	96	5.32292	26
185400	108	3.81481	20
185450	102	3.70588	24
185500	87	3.57471	22
185550	106	3.39623	20
185600	94	4.08511	24
185650	104	4.01923	30
185700	101	3.63366	18
185750	88	4.10227	32
185800	101	5.19802	29
185850	90	4.53333	18
185900	100	3.27	35
185950	96	4.71875	21
186000	85	3.78824	16
186050	104	3.59615	26
186100	101	3.69307	21
186150	108	4.23148	27
186200	90	3.51111	32
186250	99	3.17172	16
186300	101	4.10891	20
186350	95	4.4	31
186400	102	3.87255	20
186450	100	4.63	27
186500	88	3.47727	21
186550	98	3.94898	20
186600	99	3.42424	24
186650	104	4.33654	28
186700	103	4.49515	32
186750	98	3.5	16
186800	98	4.04082	17
186850	102	4.30392	22
186900	94	3.78723	19
186950	105	3.68571	31
187000	97	4.37113	22
187050	108	3.52778	19
187100	95	4.22105	28
187150	106	3.95283	30
187200	101	4.0099	24
187250	104	4.93269	26
187300	104	4.09615	23
187350	109	4.0367	20
187400	104	3.48077	20
187450	101	4.62376	36
187500	100	3.99	20
187550	103	4.69903	24
187600	105	3.66667	16
187650	105	4.26667	21
187700	97	3.91753	17
187750	93	3.98925	24
187800	105	4.06667	17
187850	89	3.38202	23
187900	97	4.47423	24
187950	106	4.20755	17
188000	108	4.03704	23
188050	105	4.21905	27
188100	96	3.54167	24
188150	102	4.44118	21
188200	91	3.59341	21
188250	95	3.96842	20
188300	91	4.93407	29
188350	101	4.20792	20
188400	96	4.30208	21
188450	98	4.5102	27
188500	99	4.28283	22
188550	103	3.61165	24
188600	101	3.27723	26
188650	99	3.60606	20
188700	104	3.875	21
188750	104	3.99038	20
188800	104	4.375	21
188850	93	4.60215	24
188900	96	4.19792	27
188950	100	4.43	25
189000	103	3.63107	20
189050	90	4	15
189100	103	3.99029	16
189150	97	3.76289	30
189200	90	3.43333	16
189250	94	3.94681	17
189300	103	3	14
189350	107	4.00935	18
189400	106	3.66981	28
189450	109	3.83486	22
189500	107	4.08411	28
189550	103	4.23301	20
189600	99	4.0101	43
189650	108	3.33333	24
189700	99	4.55556	19
189750	96	3.625	19
189800	97	4.40206	27
189850	104	3.74038	22
189900	95	4.34737	21
189950	102	3.56863	29
190000	100	4.16	26
