generation	Nc
179800	4261
179850	4276
179900	4325
179950	4285
180000	50
180005	54
180010	63
180015	53
180020	101
180025	123
180030	110
180035	113
180040	109
180045	114
180050	130
180100	107
180150	130
180200	131
180250	117
180300	110
180350	111
180400	118
180450	112
180500	109
180550	120
180600	104
180650	127
180700	99
180750	99
180800	139
180850	124
180900	111
180950	128
181000	122
181050	113
181100	117
181150	101
181200	122
181250	115
181300	123
181350	116
181400	108
181450	114
181500	116
181550	112
181600	102
181650	112
181700	105
181750	114
181800	115
181850	127
181900	126
181950	113
182000	116
182050	109
182100	132
182150	113
182200	116
182250	125
182300	129
182350	115
182400	115
182450	103
182500	131
182550	117
182600	97
182650	99
182700	111
182750	120
182800	117
182850	122
182900	102
182950	119
183000	115
183050	111
183100	114
183150	127
183200	99
183250	93
183300	103
183350	113
183400	99
183450	107
183500	112
183550	116
183600	110
183650	107
183700	104
183750	113
183800	120
183850	98
183900	103
183950	101
184000	128
184050	122
184100	107
184150	120
184200	130
184250	102
184300	106
184350	121
184400	122
184450	125
184500	104
184550	114
184600	129
184650	117
184700	111
184750	119
184800	113
184850	120
184900	112
184950	99
185000	111
185050	116
185100	107
185150	110
185200	101
185250	122
185300	108
185350	120
185400	99
185450	111
185500	119
185550	113
185600	136
185650	105
185700	120
185750	118
185800	119
185850	106
185900	113
185950	93
186000	116
186050	110
186100	108
186150	111
186200	142
186250	115
186300	99
186350	111
186400	97
186450	117
186500	111
186550	128
186600	115
186650	102
186700	93
186750	91
186800	102
186850	109
186900	108
186950	109
187000	114
187050	107
187100	102
187150	109
187200	115
187250	109
187300	110
187350	122
187400	112
187450	110
187500	105
187550	126
187600	118
187650	118
187700	93
187750	121
187800	120
187850	109
187900	114
187950	113
188000	113
188050	98
188100	117
188150	100
188200	121
188250	122
188300	116
188350	124
188400	115
188450	118
188500	104
188550	124
188600	111
188650	114
188700	106
188750	115
188800	110
188850	101
188900	110
188950	123
189000	133
189050	125
189100	116
189150	112
189200	125
189250	130
189300	104
189350	120
189400	96
189450	118
189500	106
189550	142
189600	104
189650	119
189700	112
189750	92
189800	104
189850	122
189900	123
189950	111
190000	126
