generation	Nc	average_age	max_age
179800	7591	4.02569	45
179850	7541	4.05888	41
179900	7579	4.03602	37
179950	7616	3.99527	51
180000	112	5.89286	22
180005	95	5.10526	27
180010	107	4.37383	32
180015	96	4.17708	37
180020	106	3.73585	26
180025	89	4.35955	23
180030	110	3.38182	17
180035	89	4.1573	17
180040	110	3.71818	17
180045	98	4.41837	20
180050	102	4.08824	15
180100	97	4.56701	21
180150	90	4.18889	19
180200	99	3.51515	20
180250	91	4.28571	24
180300	101	3.58416	15
180350	101	3.23762	22
180400	98	3.39796	15
180450	106	4.32075	30
180500	105	3.79048	24
180550	98	4.13265	18
180600	87	3.26437	20
180650	108	4.22222	31
180700	92	4.09783	21
180750	96	3.53125	22
180800	108	4.09259	24
180850	109	4.59633	21
180900	97	3.47423	27
180950	98	4.16327	26
181000	106	3.25472	18
181050	97	3.6701	21
181100	108	4.21296	27
181150	92	3.90217	23
181200	106	3.50943	19
181250	106	3.9717	23
181300	97	3.35052	15
181350	90	3.88889	20
181400	93	3.68817	26
181450	88	3.93182	19
181500	97	4.23711	22
181550	102	3.5098	21
181600	99	4.51515	38
181650	100	4.28	28
181700	112	4.22321	26
181750	107	3.8972	23
181800	109	4.17431	21
181850	87	3.93103	16
181900	100	3.76	16
181950	102	3.37255	20
182000	103	3.87379	25
182050	98	4.27551	14
182100	95	3.91579	18
182150	95	4.11579	18
182200	102	3.4902	18
182250	98	3.67347	18
182300	88	3.53409	27
182350	101	3.77228	17
182400	93	4.36559	20
182450	91	3.86813	26
182500	104	4.84615	35
182550	96	4.01042	28
182600	97	4.60825	29
182650	101	3.43564	24
182700	94	3.90426	26
182750	96	3.83333	20
182800	89	4.59551	20
182850	101	4.77228	24
182900	107	4.05607	19
182950	102	5.11765	26
183000	106	4.18868	20
183050	110	4.05455	29
183100	105	3.73333	17
183150	89	3.40449	17
183200	114	3.45614	18
183250	91	4.08791	23
183300	100	3.81	18
183350	97	3.93814	21
183400	93	2.97849	17
183450	97	3.38144	17
183500	98	4.4898	14
183550	106	3.83019	28
183600	98	3.05102	17
183650	102	3.40196	34
183700	109	3.9633	25
183750	102	3.05882	12
183800	109	4.37615	25
183850	107	4.1028	20
183900	95	5.43158	25
183950	92	3.8913	25
184000	113	3.89381	25
184050	96	3.76042	16
184100	104	3.33654	20
184150	107	3.94393	23
184200	89	4.26966	17
184250	93	3.13978	20
184300	103	4.16505	23
184350	101	4.76238	24
184400	93	4.06452	32
184450	92	4.36957	26
184500	98	4.18367	30
184550	97	3.62887	15
184600	98	3.29592	13
184650	111	3.91892	31
184700	98	4.02041	21
184750	103	4.76699	25
184800	101	4.08911	21
184850	98	3.39796	17
184900	90	3.84444	20
184950	82	4.14634	20
185000	109	3.58716	20
185050	95	4.12632	19
185100	96	4.38542	20
185150	103	3.72816	26
185200	98	4.09184	27
185250	99	3.82828	17
185300	98	4.04082	21
185350	105	3.99048	21
185400	91	3.69231	19
185450	95	4.28421	24
185500	93	5.46237	30
185550	97	3.78351	24
185600	109	3.81651	32
185650	97	3.40206	18
185700	95	3.61053	26
185750	90	4.25556	20
185800	99	4.0202	15
185850	98	4.94898	35
185900	94	3.6383	17
185950	104	3.88462	19
186000	96	4.83333	21
186050	104	4.07692	20
186100	107	4.04673	30
186150	104	3.90385	21
186200	102	4.27451	24
186250	112	4.05357	24
186300	100	3.66	27
186350	98	3.5	18
186400	108	4.73148	26
186450	97	4.60825	27
186500	98	4.02041	33
186550	98	3.2551	13
186600	97	4.54639	29
186650	92	3.70652	21
186700	100	4.57	30
186750	107	3.52336	22
186800	88	3.73864	22
186850	100	3.62	27
186900	102	3.78431	31
186950	113	3.85841	30
187000	102	5.21569	34
187050	99	4.61616	28
187100	94	3.84043	27
187150	97	3.35052	20
187200	112	3.82143	26
187250	97	3.71134	16
187300	104	3.96154	24
187350	97	4.13402	18
187400	105	3.9619	16
187450	105	4.66667	23
187500	97	3.95876	29
187550	101	3.76238	14
187600	109	4.3211	22
187650	95	4.91579	21
187700	95	3.72632	20
187750	97	3.6701	22
187800	101	4.05941	26
187850	95	4.55789	23
187900	102	4.23529	15
187950	97	3.62887	23
188000	98	4.17347	27
188050	107	3.92523	24
188100	96	3.9375	23
188150	95	4.11579	24
188200	104	4	21
188250	100	3.5	14
188300	88	3.54545	18
188350	100	3.56	17
188400	96	4.09375	16
188450	100	4.09	27
188500	106	4.11321	29
188550	98	4.65306	15
188600	100	4.14	20
188650	93	4.50538	21
188700	89	4.26966	26
188750	106	4.41509	30
188800	96	3.6875	26
188850	106	4.11321	20
188900	95	4.38947	23
188950	102	4.17647	24
189000	101	4.47525	30
189050	98	3.89796	40
189100	94	5	28
189150	108	3.61111	17
189200	84	3.39286	16
189250	99	3.16162	16
189300	91	4.40659	22
189350	92	4.1413	17
189400	109	4.06422	21
189450	102	3.63725	15
189500	105	3.42857	19
189550	94	4.34043	20
189600	87	3.74713	19
189650	106	4.22642	22
189700	99	3.9798	25
189750	100	4.8	21
189800	101	3.75248	23
189850	102	4.41176	25
189900	98	3.84694	35
189950	104	3.375	20
190000	101	3.84158	17
