generation	Nc
179800	4259
179850	4293
179900	4327
179950	4347
180000	62
180005	54
180010	57
180015	59
180020	127
180025	117
180030	118
180035	114
180040	100
180045	117
180050	125
180100	110
180150	110
180200	94
180250	106
180300	110
180350	101
180400	104
180450	102
180500	120
180550	107
180600	107
180650	114
180700	119
180750	117
180800	114
180850	117
180900	113
180950	124
181000	97
181050	108
181100	106
181150	112
181200	93
181250	113
181300	114
181350	109
181400	107
181450	111
181500	110
181550	112
181600	108
181650	109
181700	110
181750	134
181800	124
181850	108
181900	118
181950	109
182000	117
182050	130
182100	103
182150	104
182200	118
182250	135
182300	101
182350	122
182400	114
182450	125
182500	130
182550	102
182600	121
182650	119
182700	114
182750	128
182800	119
182850	109
182900	119
182950	115
183000	142
183050	100
183100	121
183150	116
183200	116
183250	107
183300	110
183350	111
183400	106
183450	103
183500	87
183550	119
183600	101
183650	112
183700	118
183750	115
183800	112
183850	106
183900	108
183950	107
184000	115
184050	121
184100	124
184150	121
184200	126
184250	122
184300	95
184350	113
184400	126
184450	118
184500	96
184550	129
184600	120
184650	86
184700	123
184750	126
184800	121
184850	109
184900	118
184950	126
185000	112
185050	117
185100	106
185150	123
185200	98
185250	112
185300	102
185350	110
185400	110
185450	121
185500	122
185550	111
185600	105
185650	125
185700	112
185750	112
185800	126
185850	98
185900	121
185950	149
186000	107
186050	120
186100	97
186150	116
186200	121
186250	102
186300	94
186350	117
186400	105
186450	122
186500	126
186550	121
186600	109
186650	100
186700	106
186750	107
186800	122
186850	135
186900	112
186950	104
187000	115
187050	124
187100	119
187150	121
187200	119
187250	105
187300	120
187350	128
187400	112
187450	130
187500	98
187550	97
187600	112
187650	111
187700	126
187750	122
187800	117
187850	114
187900	112
187950	101
188000	103
188050	97
188100	115
188150	116
188200	112
188250	106
188300	91
188350	113
188400	128
188450	116
188500	116
188550	114
188600	108
188650	107
188700	116
188750	139
188800	110
188850	114
188900	113
188950	105
189000	123
189050	106
189100	114
189150	110
189200	122
189250	113
189300	129
189350	122
189400	114
189450	128
189500	117
189550	121
189600	120
189650	120
189700	110
189750	95
189800	131
189850	116
189900	103
189950	98
190000	120
