generation	Nc	average_age	max_age
179800	7480	3.88837	33
179850	7448	4.05572	44
179900	7534	3.94624	43
179950	7432	4.07131	38
180000	98	5.03061	25
180005	94	3.40426	27
180010	95	3.51579	16
180015	110	3.82727	16
180020	100	3.53	18
180025	103	3.84466	23
180030	100	4.41	23
180035	108	4	20
180040	93	3.37634	18
180045	106	3.90566	23
180050	99	3.26263	17
180100	88	3.88636	33
180150	95	3.48421	19
180200	95	3.46316	19
180250	94	3.28723	25
180300	93	3.43011	23
180350	89	3.65169	28
180400	94	3.80851	18
180450	105	3.8381	18
180500	109	4.34862	19
180550	100	3.66	16
180600	103	4.1068	26
180650	93	3.76344	27
180700	100	4.15	26
180750	97	4.79381	21
180800	94	2.8617	16
180850	101	3.63366	27
180900	100	3.92	29
180950	95	4.05263	27
181000	104	3.73077	21
181050	114	3.65789	16
181100	98	3.95918	22
181150	93	3.8172	31
181200	112	3.58929	15
181250	107	4.18692	24
181300	101	3.71287	19
181350	92	4.03261	19
181400	105	3.81905	19
181450	102	4.48039	27
181500	97	3.76289	17
181550	98	4.31633	22
181600	108	3.55556	18
181650	95	4.45263	23
181700	88	3.78409	19
181750	82	4.4878	24
181800	94	3.29787	22
181850	94	4	24
181900	95	4.42105	33
181950	101	3.93069	24
182000	107	4.40187	22
182050	95	3.53684	21
182100	101	4.0396	21
182150	102	4.21569	33
182200	102	4.08824	22
182250	111	4.08108	24
182300	95	3.34737	19
182350	94	4.44681	19
182400	98	4.39796	20
182450	101	2.94059	19
182500	92	3.88043	24
182550	109	3.70642	21
182600	92	3.54348	22
182650	108	4.32407	20
182700	112	4.10714	23
182750	117	3.81197	22
182800	98	3.5102	21
182850	97	3.69072	22
182900	105	4.30476	24
182950	103	3.76699	18
183000	91	3.49451	19
183050	93	3.88172	21
183100	97	3.89691	17
183150	98	4.16327	16
183200	103	4.61165	24
183250	94	3.79787	37
183300	94	4.67021	26
183350	111	3.66667	15
183400	111	3.34234	15
183450	100	3.92	22
183500	103	3.96117	30
183550	94	3.84043	21
183600	92	4.54348	23
183650	100	4.09	23
183700	90	3.71111	22
183750	93	4.62366	17
183800	105	4.21905	35
183850	94	4.10638	25
183900	104	4.20192	22
183950	105	3.79048	22
184000	111	3.78378	22
184050	106	4.09434	37
184100	109	3.80734	29
184150	99	3.93939	18
184200	97	4.39175	34
184250	92	4.1413	23
184300	104	3.36538	17
184350	99	3.60606	24
184400	99	4.32323	28
184450	99	3.85859	25
184500	104	3.75	18
184550	104	4.02885	21
184600	100	4.47	38
184650	94	3.70213	24
184700	106	4.10377	22
184750	109	3.7156	30
184800	99	4.46465	25
184850	89	4.33708	37
184900	91	4.12088	25
184950	94	3.06383	16
185000	98	4.58163	30
185050	85	3.91765	30
185100	106	4.39623	21
185150	102	3.69608	24
185200	113	4.0354	17
185250	103	4.03883	17
185300	93	4.45161	29
185350	100	3.3	13
185400	110	3.77273	22
185450	108	4.17593	23
185500	101	2.9604	14
185550	92	4.11957	26
185600	96	4.625	23
185650	114	3.59649	20
185700	99	4.41414	25
185750	91	5.07692	19
185800	97	4.40206	24
185850	99	4.66667	27
185900	99	3.84848	25
185950	99	4.0202	17
186000	101	4.13861	20
186050	111	4.4955	21
186100	97	4.85567	33
186150	97	3.51546	14
186200	101	4.19802	23
186250	101	4.51485	17
186300	106	4.37736	34
186350	102	3.59804	20
186400	101	4.9505	24
186450	104	4.15385	21
186500	109	4.27523	20
186550	104	4.875	32
186600	106	4.4434	22
186650	107	3.82243	20
186700	95	3.41053	17
186750	95	3.46316	24
186800	94	4.3617	18
186850	92	3.95652	25
186900	86	4.68605	31
186950	97	4.02062	21
187000	106	3.59434	20
187050	93	3.77419	21
187100	93	4.12903	22
187150	99	4.59596	16
187200	92	4.18478	22
187250	105	4.64762	29
187300	106	3.57547	19
187350	98	3.93878	20
187400	102	3.94118	19
187450	107	3.79439	29
187500	102	4.13725	29
187550	106	4.49057	26
187600	100	4.14	31
187650	98	3.35714	28
187700	99	4.19192	21
187750	105	3.92381	20
187800	89	3.7191	13
187850	98	4.23469	25
187900	99	4.16162	23
187950	98	3.58163	17
188000	97	4.09278	20
188050	98	3.31633	23
188100	101	3.41584	29
188150	96	3.60417	18
188200	104	3.72115	25
188250	95	4.04211	18
188300	106	4.56604	20
188350	102	3.7451	17
188400	101	4.65347	24
188450	94	5.11702	27
188500	97	4.49485	19
188550	89	4.32584	28
188600	102	3.60784	15
188650	103	4.14563	22
188700	103	4.71845	21
188750	109	4.36697	23
188800	96	3.9375	22
188850	99	4.17172	22
188900	94	4.58511	22
188950	92	4.11957	30
189000	104	3.57692	26
189050	106	3.4434	40
189100	101	3.38614	15
189150	105	4.0381	18
189200	98	4.76531	24
189250	99	4.37374	23
189300	101	3.52475	24
189350	102	3.92157	19
189400	100	3.92	26
189450	95	4.86316	29
189500	96	5.48958	30
189550	102	3.95098	17
189600	98	4.43878	23
189650	92	3.98913	25
189700	109	3.70642	25
189750	107	4.43925	21
189800	90	4.37778	23
189850	97	4.47423	20
189900	92	3.93478	15
189950	91	4.50549	21
190000	106	4.37736	24
