generation	Nc
179800	4148
179850	4253
179900	4374
179950	4204
180000	51
180005	56
180010	52
180015	60
180020	148
180025	106
180030	118
180035	112
180040	100
180045	108
180050	98
180100	103
180150	111
180200	119
180250	120
180300	118
180350	110
180400	105
180450	116
180500	91
180550	98
180600	128
180650	113
180700	122
180750	103
180800	91
180850	105
180900	111
180950	125
181000	126
181050	113
181100	124
181150	119
181200	115
181250	135
181300	104
181350	90
181400	138
181450	121
181500	110
181550	89
181600	135
181650	107
181700	112
181750	112
181800	111
181850	117
181900	115
181950	111
182000	103
182050	97
182100	108
182150	115
182200	104
182250	123
182300	102
182350	102
182400	105
182450	112
182500	123
182550	123
182600	112
182650	110
182700	101
182750	119
182800	104
182850	115
182900	105
182950	106
183000	104
183050	130
183100	128
183150	102
183200	103
183250	99
183300	107
183350	110
183400	103
183450	109
183500	113
183550	124
183600	127
183650	103
183700	106
183750	107
183800	108
183850	110
183900	107
183950	88
184000	106
184050	117
184100	101
184150	121
184200	83
184250	106
184300	97
184350	112
184400	113
184450	114
184500	122
184550	101
184600	110
184650	121
184700	114
184750	106
184800	110
184850	121
184900	109
184950	128
185000	103
185050	119
185100	121
185150	121
185200	121
185250	115
185300	123
185350	112
185400	108
185450	110
185500	99
185550	128
185600	124
185650	89
185700	105
185750	97
185800	95
185850	133
185900	113
185950	124
186000	118
186050	117
186100	111
186150	138
186200	117
186250	108
186300	99
186350	107
186400	98
186450	115
186500	105
186550	113
186600	99
186650	124
186700	99
186750	109
186800	94
186850	124
186900	92
186950	122
187000	119
187050	120
187100	92
187150	113
187200	112
187250	112
187300	108
187350	123
187400	104
187450	89
187500	119
187550	98
187600	119
187650	111
187700	115
187750	113
187800	112
187850	115
187900	112
187950	104
188000	113
188050	147
188100	97
188150	112
188200	90
188250	126
188300	105
188350	107
188400	102
188450	122
188500	111
188550	111
188600	121
188650	112
188700	111
188750	97
188800	92
188850	104
188900	107
188950	114
189000	110
189050	115
189100	106
189150	125
189200	131
189250	102
189300	111
189350	129
189400	122
189450	119
189500	112
189550	113
189600	126
189650	106
189700	121
189750	115
189800	119
189850	96
189900	107
189950	130
190000	128
