generation	pedigree_id	age
179800	761112668	0
179800	761111557	0
179800	761113847	0
179800	761112848	0
179800	761114692	0
179800	761111398	0
179800	761115572	0
179800	761114063	0
179800	761113171	0
179800	761114717	0
179800	761114533	0
179800	761112413	0
179800	761112689	0
179800	761114315	0
179800	761112709	0
179800	761113914	0
179800	761113368	0
179800	761112362	0
179800	761111715	0
179800	761112792	0
179800	761111571	0
179800	761114604	0
179800	761111970	0
179800	761111833	0
179800	761112338	0
179800	761112135	0
179800	761111536	0
179800	761114919	0
179800	761112117	0
179800	761114428	0
179800	761111921	0
179800	761114581	0
179800	761111898	0
179800	761111967	0
179800	761112004	0
179800	761112139	0
179800	761111800	0
179800	761114446	0
179800	761112779	0
179800	761113315	0
179800	761112727	0
179800	761114400	0
179800	761111471	0
179800	761115128	0
179800	761111407	0
179800	761112345	0
179800	761112043	0
179800	761114125	0
179800	761113613	0
179800	761114334	0
179800	761115120	0
179800	761111974	0
179800	761112119	0
179800	761113443	0
179800	761113821	0
179800	761112522	0
179800	761115227	0
179800	761115466	0
179800	761115512	0
179800	761111886	0
179800	761113921	0
179800	761113994	0
179800	761112419	0
179800	761111507	0
179800	761112290	0
179800	761111704	0
179800	761114029	0
179800	761113279	0
179800	761115478	0
179800	761114714	0
179800	761111741	0
179800	761112262	0
179800	761111680	0
179800	761114724	0
179800	761112989	0
179800	761115557	0
179800	761115012	0
179800	761115054	0
179800	761115514	0
179800	761111911	0
179800	761112103	0
179800	761114195	0
179800	761113795	0
179800	761112127	0
179800	761112530	0
179800	761113831	0
179800	761112128	0
179800	761113993	0
179800	761115339	0
179800	761112991	0
179800	761114439	0
179800	761112535	0
179800	761113945	0
179800	761115002	0
179800	761115408	0
179800	761113366	0
179800	761115547	0
179800	761113936	0
179800	761111914	0
179800	761113718	0
179850	761325419	0
179850	761325249	0
179850	761324797	0
179850	761324827	0
179850	761325835	0
179850	761324015	0
179850	761327368	0
179850	761323675	0
179850	761326411	0
179850	761324749	0
179850	761326572	0
179850	761326209	0
179850	761325265	0
179850	761324893	0
179850	761325262	0
179850	761326491	0
179850	761323682	0
179850	761325422	0
179850	761326699	0
179850	761327298	0
179850	761327157	0
179850	761326377	0
179850	761326964	0
179850	761324611	0
179850	761325019	0
179850	761324660	0
179850	761323649	0
179850	761324142	0
179850	761324149	0
179850	761326533	0
179850	761325746	0
179850	761326089	0
179850	761325000	0
179850	761323548	0
179850	761326097	0
179850	761325463	0
179850	761324897	0
179850	761323424	0
179850	761326642	0
179850	761325245	0
179850	761327212	0
179850	761326936	0
179850	761324140	0
179850	761323690	0
179850	761324896	0
179850	761325535	0
179850	761325512	0
179850	761325407	0
179850	761324698	0
179850	761325026	0
179850	761325811	0
179850	761323450	0
179850	761323568	0
179850	761327124	0
179850	761323660	0
179850	761325824	0
179850	761326470	0
179850	761325289	0
179850	761324037	0
179850	761327524	0
179850	761324534	0
179850	761325316	0
179850	761324201	0
179850	761326674	0
179850	761323678	0
179850	761327442	0
179850	761324428	0
179850	761326509	0
179850	761326117	0
179850	761323566	0
179850	761323757	0
179850	761323490	0
179850	761327345	0
179850	761325673	0
179850	761323614	0
179850	761327152	0
179850	761327269	0
179850	761327095	0
179850	761324339	0
179850	761326507	0
179850	761325335	0
179850	761326164	0
179850	761324859	0
179850	761325160	0
179850	761325011	0
179850	761323627	0
179850	761324294	0
179850	761327285	0
179850	761323381	0
179850	761325778	0
179850	761326652	0
179850	761323998	0
179850	761324716	0
179850	761324733	0
179850	761326732	0
179850	761323715	0
179850	761327115	0
179850	761325998	0
179850	761324317	0
179850	761325078	0
179900	761537843	0
179900	761537321	0
179900	761539223	0
179900	761535846	0
179900	761535756	0
179900	761535875	0
179900	761539224	0
179900	761537530	0
179900	761539016	0
179900	761538418	0
179900	761539318	0
179900	761537252	0
179900	761538551	0
179900	761537776	0
179900	761538435	0
179900	761538730	0
179900	761535975	0
179900	761537335	0
179900	761538412	0
179900	761536901	0
179900	761538084	0
179900	761535471	0
179900	761537904	0
179900	761538253	0
179900	761539367	0
179900	761539476	0
179900	761538402	0
179900	761536527	0
179900	761539602	0
179900	761538894	0
179900	761539562	0
179900	761537945	0
179900	761536307	0
179900	761538155	0
179900	761539581	0
179900	761536407	0
179900	761536735	0
179900	761537860	0
179900	761539448	0
179900	761538063	0
179900	761539329	0
179900	761537202	0
179900	761538824	0
179900	761539141	0
179900	761539492	0
179900	761536823	0
179900	761538486	0
179900	761537527	0
179900	761538749	0
179900	761538254	0
179900	761538068	0
179900	761538414	0
179900	761537189	0
179900	761535667	0
179900	761537923	0
179900	761536785	0
179900	761537555	0
179900	761538947	0
179900	761536318	0
179900	761537922	0
179900	761539128	0
179900	761539554	0
179900	761537569	0
179900	761537132	0
179900	761537246	0
179900	761537832	0
179900	761536815	0
179900	761538855	0
179900	761538023	0
179900	761535440	0
179900	761535669	0
179900	761537934	0
179900	761535468	0
179900	761537236	0
179900	761537304	0
179900	761538601	0
179900	761537094	0
179900	761538331	0
179900	761536574	0
179900	761537140	0
179900	761537338	0
179900	761537181	0
179900	761536636	0
179900	761539420	0
179900	761538787	0
179900	761536859	0
179900	761536905	0
179900	761535580	0
179900	761537989	0
179900	761539255	0
179900	761539510	0
179900	761537162	0
179900	761538792	0
179900	761538113	0
179900	761535876	0
179900	761539064	0
179900	761538306	0
179900	761536896	0
179900	761537164	0
179900	761535784	0
179950	761746997	0
179950	761750208	0
179950	761749529	0
179950	761748749	0
179950	761750003	0
179950	761748446	0
179950	761748295	0
179950	761747777	0
179950	761747938	0
179950	761749404	0
179950	761747814	0
179950	761748984	0
179950	761750418	0
179950	761747815	0
179950	761748010	0
179950	761748546	0
179950	761747139	0
179950	761749145	0
179950	761746725	0
179950	761750518	0
179950	761746698	0
179950	761749746	0
179950	761749914	0
179950	761749320	0
179950	761748568	0
179950	761746619	0
179950	761748918	0
179950	761749027	0
179950	761748163	0
179950	761750420	0
179950	761746957	0
179950	761747373	0
179950	761750018	0
179950	761749825	0
179950	761747629	0
179950	761747253	0
179950	761747059	0
179950	761748574	0
179950	761749149	0
179950	761747125	0
179950	761750325	0
179950	761748365	0
179950	761747151	0
179950	761747922	0
179950	761748336	0
179950	761747818	0
179950	761747306	0
179950	761748761	0
179950	761750297	0
179950	761749327	0
179950	761746483	0
179950	761747574	0
179950	761750229	0
179950	761750585	0
179950	761748704	0
179950	761748091	0
179950	761747099	0
179950	761748689	0
179950	761748665	0
179950	761746514	0
179950	761750477	0
179950	761748588	0
179950	761748323	0
179950	761750350	0
179950	761748423	0
179950	761749406	0
179950	761746836	0
179950	761748428	0
179950	761750441	0
179950	761750164	0
179950	761748920	0
179950	761748293	0
179950	761748788	0
179950	761749525	0
179950	761746815	0
179950	761746519	0
179950	761750529	0
179950	761750188	0
179950	761748013	0
179950	761747457	0
179950	761748613	0
179950	761748226	0
179950	761747071	0
179950	761747514	0
179950	761749861	0
179950	761749931	0
179950	761749956	0
179950	761746905	0
179950	761748868	0
179950	761747913	0
179950	761749590	0
179950	761748587	0
179950	761748602	0
179950	761749811	0
179950	761747848	0
179950	761747617	0
179950	761748734	0
179950	761748434	0
179950	761746790	0
179950	761748529	0
180000	761957915	0
180000	761957942	0
180000	761957910	0
180000	761957943	0
180000	761957929	0
180000	761957927	0
180000	761957961	0
180000	761957918	0
180000	761957920	0
180000	761957934	0
180000	761957956	0
180000	761957923	0
180000	761957962	0
180000	761957941	0
180000	761957906	0
180000	761957926	0
180000	761957955	0
