generation	Nc
179800	4348
179850	4202
179900	4243
179950	4276
180000	57
180005	69
180010	72
180015	57
180020	100
180025	110
180030	115
180035	99
180040	107
180045	101
180050	101
180100	106
180150	144
180200	115
180250	102
180300	122
180350	99
180400	101
180450	104
180500	103
180550	115
180600	119
180650	96
180700	96
180750	121
180800	99
180850	107
180900	97
180950	112
181000	112
181050	132
181100	105
181150	96
181200	116
181250	96
181300	109
181350	126
181400	132
181450	109
181500	99
181550	120
181600	120
181650	119
181700	117
181750	114
181800	129
181850	122
181900	121
181950	129
182000	104
182050	115
182100	104
182150	120
182200	116
182250	124
182300	104
182350	114
182400	114
182450	113
182500	127
182550	113
182600	113
182650	101
182700	118
182750	106
182800	115
182850	93
182900	123
182950	114
183000	124
183050	115
183100	108
183150	116
183200	147
183250	117
183300	111
183350	139
183400	136
183450	118
183500	101
183550	113
183600	112
183650	96
183700	110
183750	100
183800	112
183850	110
183900	118
183950	121
184000	95
184050	94
184100	109
184150	105
184200	118
184250	108
184300	105
184350	121
184400	98
184450	125
184500	112
184550	108
184600	117
184650	124
184700	123
184750	117
184800	118
184850	99
184900	108
184950	126
185000	124
185050	102
185100	126
185150	114
185200	109
185250	136
185300	109
185350	109
185400	113
185450	108
185500	117
185550	128
185600	105
185650	118
185700	117
185750	106
185800	114
185850	116
185900	108
185950	115
186000	106
186050	126
186100	125
186150	120
186200	123
186250	117
186300	121
186350	97
186400	96
186450	114
186500	101
186550	129
186600	121
186650	109
186700	121
186750	107
186800	109
186850	120
186900	117
186950	123
187000	121
187050	103
187100	98
187150	121
187200	125
187250	105
187300	107
187350	128
187400	109
187450	114
187500	109
187550	113
187600	127
187650	103
187700	121
187750	121
187800	107
187850	118
187900	104
187950	112
188000	133
188050	125
188100	114
188150	112
188200	125
188250	123
188300	112
188350	127
188400	124
188450	140
188500	106
188550	100
188600	94
188650	105
188700	122
188750	111
188800	107
188850	113
188900	106
188950	98
189000	123
189050	113
189100	103
189150	109
189200	106
189250	111
189300	107
189350	122
189400	125
189450	131
189500	128
189550	90
189600	121
189650	120
189700	102
189750	129
189800	108
189850	110
189900	114
189950	101
190000	115
