generation	Nc
179800	4337
179850	4231
179900	4176
179950	4152
180000	50
180005	48
180010	68
180015	45
180020	104
180025	114
180030	96
180035	108
180040	97
180045	104
180050	122
180100	111
180150	96
180200	102
180250	97
180300	93
180350	99
180400	128
180450	105
180500	112
180550	103
180600	105
180650	138
180700	118
180750	104
180800	106
180850	106
180900	106
180950	142
181000	108
181050	101
181100	111
181150	120
181200	114
181250	108
181300	119
181350	109
181400	113
181450	112
181500	101
181550	116
181600	115
181650	114
181700	121
181750	112
181800	127
181850	127
181900	107
181950	105
182000	110
182050	113
182100	123
182150	125
182200	137
182250	116
182300	121
182350	116
182400	111
182450	111
182500	120
182550	107
182600	111
182650	114
182700	116
182750	115
182800	113
182850	136
182900	131
182950	92
183000	115
183050	127
183100	116
183150	122
183200	111
183250	104
183300	92
183350	133
183400	104
183450	124
183500	126
183550	121
183600	91
183650	115
183700	101
183750	103
183800	116
183850	97
183900	110
183950	113
184000	107
184050	112
184100	108
184150	105
184200	100
184250	106
184300	116
184350	103
184400	99
184450	107
184500	120
184550	123
184600	112
184650	111
184700	106
184750	110
184800	132
184850	117
184900	109
184950	99
185000	87
185050	127
185100	122
185150	135
185200	100
185250	107
185300	101
185350	125
185400	102
185450	108
185500	105
185550	106
185600	125
185650	127
185700	136
185750	106
185800	111
185850	113
185900	115
185950	96
186000	109
186050	110
186100	117
186150	123
186200	121
186250	104
186300	119
186350	127
186400	111
186450	109
186500	114
186550	99
186600	103
186650	122
186700	124
186750	107
186800	119
186850	121
186900	109
186950	124
187000	87
187050	102
187100	132
187150	116
187200	118
187250	113
187300	111
187350	139
187400	111
187450	103
187500	107
187550	127
187600	125
187650	119
187700	110
187750	118
187800	124
187850	130
187900	103
187950	109
188000	100
188050	121
188100	112
188150	122
188200	102
188250	133
188300	120
188350	112
188400	114
188450	140
188500	127
188550	116
188600	100
188650	121
188700	111
188750	119
188800	121
188850	102
188900	102
188950	111
189000	102
189050	119
189100	107
189150	128
189200	115
189250	111
189300	118
189350	119
189400	126
189450	116
189500	119
189550	112
189600	96
189650	123
189700	105
189750	112
189800	115
189850	105
189900	103
189950	87
190000	105
