generation	Nc
179800	4179
179850	4238
179900	4233
179950	4151
180000	65
180005	60
180010	70
180015	57
180020	111
180025	112
180030	126
180035	117
180040	114
180045	118
180050	110
180100	116
180150	85
180200	95
180250	116
180300	108
180350	108
180400	113
180450	133
180500	117
180550	121
180600	116
180650	109
180700	117
180750	130
180800	92
180850	112
180900	87
180950	108
181000	100
181050	93
181100	97
181150	115
181200	117
181250	118
181300	119
181350	119
181400	103
181450	123
181500	113
181550	128
181600	98
181650	113
181700	107
181750	93
181800	99
181850	111
181900	105
181950	125
182000	111
182050	110
182100	114
182150	117
182200	101
182250	108
182300	116
182350	119
182400	114
182450	107
182500	108
182550	116
182600	125
182650	127
182700	111
182750	110
182800	105
182850	102
182900	99
182950	105
183000	118
183050	106
183100	121
183150	130
183200	111
183250	115
183300	125
183350	111
183400	116
183450	107
183500	118
183550	105
183600	113
183650	114
183700	104
183750	137
183800	110
183850	112
183900	110
183950	114
184000	114
184050	119
184100	109
184150	97
184200	106
184250	124
184300	124
184350	113
184400	116
184450	103
184500	106
184550	111
184600	130
184650	97
184700	102
184750	103
184800	116
184850	117
184900	116
184950	121
185000	113
185050	107
185100	123
185150	117
185200	127
185250	104
185300	101
185350	90
185400	120
185450	110
185500	109
185550	93
185600	110
185650	122
185700	121
185750	115
185800	106
185850	119
185900	105
185950	102
186000	108
186050	114
186100	125
186150	111
186200	118
186250	130
186300	113
186350	133
186400	105
186450	129
186500	130
186550	128
186600	119
186650	103
186700	116
186750	111
186800	122
186850	113
186900	125
186950	122
187000	83
187050	117
187100	112
187150	104
187200	110
187250	113
187300	101
187350	115
187400	100
187450	102
187500	121
187550	102
187600	109
187650	118
187700	112
187750	123
187800	117
187850	108
187900	127
187950	127
188000	105
188050	109
188100	113
188150	124
188200	108
188250	122
188300	113
188350	96
188400	101
188450	98
188500	115
188550	119
188600	107
188650	124
188700	119
188750	126
188800	100
188850	128
188900	124
188950	112
189000	116
189050	96
189100	124
189150	110
189200	130
189250	106
189300	130
189350	115
189400	101
189450	108
189500	119
189550	96
189600	137
189650	110
189700	96
189750	109
189800	121
189850	121
189900	106
189950	99
190000	110
