generation	Nc
179800	4311
179850	4223
179900	4330
179950	4319
180000	59
180005	62
180010	39
180015	51
180020	130
180025	98
180030	128
180035	96
180040	114
180045	123
180050	111
180100	103
180150	116
180200	104
180250	117
180300	102
180350	114
180400	125
180450	128
180500	112
180550	121
180600	125
180650	122
180700	128
180750	118
180800	127
180850	123
180900	108
180950	114
181000	117
181050	107
181100	109
181150	110
181200	111
181250	109
181300	103
181350	121
181400	126
181450	132
181500	100
181550	109
181600	127
181650	110
181700	111
181750	120
181800	117
181850	101
181900	113
181950	117
182000	114
182050	127
182100	120
182150	128
182200	120
182250	113
182300	99
182350	117
182400	113
182450	116
182500	116
182550	116
182600	124
182650	108
182700	116
182750	111
182800	85
182850	116
182900	113
182950	112
183000	110
183050	114
183100	102
183150	109
183200	99
183250	100
183300	115
183350	128
183400	108
183450	96
183500	111
183550	100
183600	110
183650	129
183700	125
183750	121
183800	111
183850	133
183900	104
183950	110
184000	114
184050	136
184100	104
184150	124
184200	133
184250	113
184300	116
184350	125
184400	121
184450	118
184500	108
184550	99
184600	121
184650	109
184700	108
184750	102
184800	117
184850	119
184900	110
184950	142
185000	122
185050	130
185100	125
185150	120
185200	114
185250	103
185300	96
185350	124
185400	110
185450	114
185500	117
185550	107
185600	102
185650	112
185700	91
185750	103
185800	96
185850	117
185900	98
185950	114
186000	107
186050	116
186100	138
186150	115
186200	124
186250	100
186300	122
186350	100
186400	112
186450	110
186500	122
186550	128
186600	106
186650	123
186700	121
186750	95
186800	114
186850	117
186900	93
186950	114
187000	136
187050	93
187100	93
187150	119
187200	119
187250	104
187300	118
187350	124
187400	117
187450	115
187500	107
187550	90
187600	113
187650	117
187700	107
187750	131
187800	107
187850	103
187900	106
187950	93
188000	109
188050	108
188100	107
188150	109
188200	123
188250	98
188300	119
188350	107
188400	99
188450	104
188500	90
188550	114
188600	114
188650	102
188700	114
188750	112
188800	113
188850	113
188900	137
188950	115
189000	128
189050	114
189100	110
189150	95
189200	109
189250	110
189300	108
189350	115
189400	120
189450	110
189500	128
189550	114
189600	113
189650	97
189700	126
189750	102
189800	121
189850	111
189900	102
189950	88
190000	96
