generation	Nc
179800	4348
179850	4339
179900	4214
179950	4259
180000	80
180005	55
180010	61
180015	50
180020	92
180025	107
180030	111
180035	111
180040	113
180045	107
180050	111
180100	114
180150	118
180200	118
180250	90
180300	118
180350	113
180400	118
180450	129
180500	102
180550	116
180600	110
180650	107
180700	95
180750	103
180800	116
180850	100
180900	124
180950	111
181000	111
181050	105
181100	112
181150	96
181200	136
181250	138
181300	102
181350	119
181400	109
181450	129
181500	130
181550	138
181600	111
181650	89
181700	122
181750	105
181800	118
181850	117
181900	131
181950	120
182000	106
182050	110
182100	115
182150	120
182200	106
182250	95
182300	88
182350	102
182400	120
182450	118
182500	118
182550	116
182600	120
182650	110
182700	118
182750	123
182800	122
182850	124
182900	95
182950	110
183000	122
183050	119
183100	103
183150	102
183200	114
183250	125
183300	110
183350	113
183400	116
183450	101
183500	105
183550	113
183600	101
183650	97
183700	114
183750	112
183800	108
183850	110
183900	130
183950	125
184000	87
184050	106
184100	117
184150	137
184200	126
184250	110
184300	123
184350	105
184400	113
184450	118
184500	114
184550	117
184600	120
184650	121
184700	102
184750	125
184800	109
184850	116
184900	105
184950	108
185000	117
185050	109
185100	127
185150	91
185200	130
185250	104
185300	110
185350	116
185400	120
185450	118
185500	88
185550	110
185600	101
185650	123
185700	110
185750	113
185800	117
185850	119
185900	119
185950	105
186000	133
186050	119
186100	93
186150	111
186200	124
186250	113
186300	129
186350	123
186400	110
186450	111
186500	104
186550	105
186600	121
186650	110
186700	117
186750	123
186800	109
186850	110
186900	101
186950	108
187000	121
187050	118
187100	120
187150	104
187200	102
187250	117
187300	121
187350	122
187400	125
187450	133
187500	101
187550	115
187600	122
187650	120
187700	109
187750	104
187800	103
187850	108
187900	113
187950	114
188000	107
188050	115
188100	107
188150	90
188200	106
188250	125
188300	117
188350	114
188400	101
188450	109
188500	124
188550	108
188600	111
188650	113
188700	109
188750	94
188800	121
188850	116
188900	113
188950	116
189000	121
189050	111
189100	117
189150	103
189200	103
189250	121
189300	125
189350	117
189400	101
189450	144
189500	105
189550	132
189600	121
189650	94
189700	114
189750	119
189800	110
189850	114
189900	127
189950	103
190000	112
