generation	Nc	average_age	max_age
179800	7438	3.90387	47
179850	7437	4.00861	40
179900	7516	4.0467	42
179950	7516	3.93175	44
180000	109	5.6422	25
180005	85	5.14118	27
180010	99	3.93939	32
180015	102	4.10784	20
180020	98	4.42857	24
180025	92	3.88043	29
180030	100	4.59	34
180035	98	4.35714	29
180040	102	3.52941	21
180045	101	3.85149	19
180050	104	3.625	14
180100	112	4.88393	36
180150	102	3.93137	27
180200	108	4.2037	20
180250	108	3.87963	14
180300	94	4.20213	21
180350	95	3.6	18
180400	97	3.36082	14
180450	100	4.51	34
180500	93	3.91398	32
180550	94	4.03191	26
180600	101	3.65347	23
180650	96	3.04167	11
180700	102	3.83333	20
180750	89	3.92135	22
180800	113	3.14159	26
180850	98	4.06122	31
180900	99	3.39394	17
180950	103	4.29126	32
181000	117	3.7265	22
181050	115	3.94783	16
181100	107	3.33645	22
181150	100	4.7	22
181200	97	4.02062	18
181250	101	3.46535	14
181300	110	4.39091	21
181350	103	3.75728	27
181400	100	3.62	20
181450	99	4.35354	21
181500	109	4.74312	28
181550	103	3.78641	19
181600	109	3.98165	18
181650	99	3.51515	22
181700	97	3.95876	16
181750	98	4.2551	27
181800	87	3.6092	17
181850	99	4.33333	27
181900	106	3.85849	29
181950	91	4.01099	21
182000	108	3.35185	15
182050	97	3.74227	19
182100	98	2.92857	15
182150	112	4.4375	32
182200	94	3.87234	18
182250	100	4.92	18
182300	113	3.9646	18
182350	93	4.6129	26
182400	105	3.64762	27
182450	88	4.59091	41
182500	100	4.03	31
182550	97	4.56701	20
182600	99	3.71717	17
182650	91	4.05495	23
182700	101	4.21782	20
182750	90	3.97778	50
182800	94	4.45745	20
182850	99	4.94949	38
182900	105	4.93333	27
182950	110	3.18182	16
183000	97	3.48454	20
183050	93	4.12903	29
183100	108	4.03704	28
183150	104	4.31731	29
183200	95	4.76842	24
183250	94	4.46809	22
183300	107	3.39252	18
183350	85	3.82353	23
183400	101	3.40594	17
183450	94	4.46809	22
183500	96	3.94792	22
183550	106	3.85849	20
183600	92	3.6087	29
183650	97	4.01031	19
183700	107	2.91589	17
183750	95	4.12632	17
183800	96	3.11458	18
183850	94	3.94681	18
183900	96	3.83333	16
183950	104	4.5	37
184000	102	3.08824	17
184050	95	3.8	28
184100	94	5.57447	44
184150	95	4.29474	23
184200	100	3.57	14
184250	104	3.58654	24
184300	95	4.28421	18
184350	108	3.49074	19
184400	98	4.22449	18
184450	96	4.29167	24
184500	92	3.54348	16
184550	114	3.88596	33
184600	93	4.74194	24
184650	108	4.12037	25
184700	101	3.62376	23
184750	97	4.1134	32
184800	100	4.58	21
184850	103	3.94175	20
184900	98	4.21429	15
184950	97	2.78351	20
185000	104	4.52885	28
185050	107	4.27103	25
185100	92	2.81522	15
185150	95	4.49474	29
185200	99	3.71717	18
185250	109	3.95413	31
185300	98	3.46939	16
185350	108	4.25926	20
185400	113	3.9823	21
185450	107	3.8972	18
185500	100	3.49	23
185550	106	3.91509	23
185600	100	4.69	31
185650	105	4.50476	29
185700	81	3.85185	22
185750	103	3.83495	18
185800	99	4.15152	24
185850	91	3.93407	20
185900	105	3.25714	18
185950	101	4.31683	23
186000	96	3.60417	15
186050	96	3.67708	14
186100	109	4.45872	45
186150	110	3.82727	20
186200	112	4.13393	34
186250	91	4.57143	23
186300	103	4.49515	22
186350	91	4.15385	16
186400	99	4.54545	20
186450	101	3.72277	18
186500	92	4.17391	35
186550	106	3.82075	29
186600	95	3.96842	20
186650	96	4.44792	19
186700	98	5.0102	24
186750	98	4.66327	41
186800	96	3.77083	19
186850	99	3.31313	18
186900	97	4.15464	20
186950	97	3.90722	24
187000	103	4.26214	27
187050	100	4.59	23
187100	106	4.54717	32
187150	98	3.02041	15
187200	93	4.76344	21
187250	96	4.3125	27
187300	101	3.63366	18
187350	106	4.10377	24
187400	104	4.25962	19
187450	98	3.67347	18
187500	99	3.70707	29
187550	103	4.70874	29
187600	104	4.35577	24
187650	93	3.23656	12
187700	101	4.65347	22
187750	96	3.80208	21
187800	99	3.83838	20
187850	97	3.62887	23
187900	104	3.17308	24
187950	93	4.22581	26
188000	92	4.1413	25
188050	101	4.38614	25
188100	102	3.7549	21
188150	112	3.52679	21
188200	94	3.43617	29
188250	102	4.03922	21
188300	95	3.63158	22
188350	94	4	17
188400	97	3.76289	18
188450	108	4.13889	23
188500	101	4.16832	23
188550	98	4.31633	21
188600	104	3.34615	19
188650	110	4.40909	22
188700	111	4.34234	24
188750	96	3.95833	28
188800	99	4.54545	20
188850	107	3.61682	23
188900	97	5.07216	33
188950	101	4.13861	22
189000	92	3.31522	17
189050	98	3.61224	26
189100	94	3.78723	18
189150	99	4.39394	21
189200	90	3.72222	15
189250	94	3.2766	18
189300	103	3.8835	21
189350	101	2.9505	23
189400	90	4.34444	27
189450	102	3.28431	16
189500	99	4.11111	21
189550	98	4.33673	25
189600	94	4.52128	32
189650	94	4.45745	20
189700	108	4.07407	22
189750	107	4.63551	36
189800	113	4.23009	19
189850	92	4.01087	20
189900	103	3.94175	26
189950	107	4.13084	36
190000	101	4.79208	30
