generation	Nc
179800	4196
179850	4222
179900	4157
179950	4276
180000	63
180005	51
180010	50
180015	67
180020	110
180025	105
180030	93
180035	101
180040	122
180045	128
180050	117
180100	96
180150	115
180200	116
180250	114
180300	99
180350	121
180400	122
180450	109
180500	127
180550	111
180600	113
180650	123
180700	127
180750	106
180800	109
180850	111
180900	105
180950	100
181000	111
181050	107
181100	131
181150	110
181200	110
181250	134
181300	122
181350	101
181400	118
181450	131
181500	117
181550	111
181600	106
181650	118
181700	117
181750	102
181800	126
181850	98
181900	112
181950	115
182000	104
182050	127
182100	97
182150	104
182200	117
182250	109
182300	110
182350	98
182400	133
182450	90
182500	108
182550	95
182600	98
182650	125
182700	118
182750	118
182800	110
182850	116
182900	98
182950	95
183000	107
183050	106
183100	118
183150	118
183200	108
183250	97
183300	95
183350	112
183400	117
183450	119
183500	121
183550	104
183600	103
183650	107
183700	127
183750	111
183800	107
183850	113
183900	118
183950	99
184000	97
184050	118
184100	110
184150	93
184200	116
184250	130
184300	123
184350	132
184400	101
184450	118
184500	125
184550	114
184600	119
184650	114
184700	125
184750	115
184800	99
184850	118
184900	108
184950	118
185000	113
185050	115
185100	103
185150	116
185200	105
185250	97
185300	119
185350	130
185400	82
185450	108
185500	126
185550	102
185600	132
185650	113
185700	95
185750	139
185800	113
185850	105
185900	128
185950	103
186000	116
186050	93
186100	108
186150	109
186200	122
186250	119
186300	106
186350	116
186400	106
186450	131
186500	97
186550	123
186600	116
186650	108
186700	111
186750	107
186800	135
186850	113
186900	134
186950	111
187000	96
187050	119
187100	100
187150	107
187200	113
187250	121
187300	120
187350	106
187400	118
187450	124
187500	115
187550	110
187600	125
187650	97
187700	109
187750	102
187800	115
187850	127
187900	119
187950	128
188000	110
188050	106
188100	121
188150	111
188200	133
188250	100
188300	110
188350	110
188400	117
188450	119
188500	131
188550	108
188600	107
188650	129
188700	130
188750	102
188800	100
188850	116
188900	120
188950	122
189000	133
189050	122
189100	136
189150	112
189200	106
189250	107
189300	115
189350	118
189400	117
189450	109
189500	123
189550	98
189600	116
189650	111
189700	120
189750	121
189800	102
189850	100
189900	127
189950	117
190000	120
