generation	Nc
179800	4199
179850	4289
179900	4263
179950	4195
180000	50
180005	70
180010	59
180015	55
180020	103
180025	114
180030	115
180035	113
180040	113
180045	113
180050	109
180100	120
180150	113
180200	110
180250	119
180300	99
180350	109
180400	134
180450	98
180500	107
180550	102
180600	106
180650	101
180700	110
180750	115
180800	108
180850	122
180900	111
180950	121
181000	117
181050	108
181100	115
181150	105
181200	122
181250	108
181300	123
181350	112
181400	115
181450	115
181500	109
181550	111
181600	112
181650	109
181700	134
181750	78
181800	111
181850	110
181900	104
181950	110
182000	92
182050	119
182100	117
182150	91
182200	105
182250	98
182300	119
182350	126
182400	97
182450	109
182500	128
182550	135
182600	127
182650	119
182700	113
182750	123
182800	89
182850	125
182900	106
182950	118
183000	113
183050	100
183100	123
183150	113
183200	106
183250	104
183300	131
183350	104
183400	103
183450	115
183500	136
183550	104
183600	90
183650	97
183700	101
183750	102
183800	123
183850	114
183900	110
183950	92
184000	119
184050	101
184100	114
184150	108
184200	101
184250	106
184300	132
184350	115
184400	108
184450	110
184500	107
184550	100
184600	107
184650	111
184700	118
184750	97
184800	124
184850	112
184900	124
184950	107
185000	111
185050	128
185100	98
185150	103
185200	110
185250	105
185300	114
185350	86
185400	109
185450	100
185500	109
185550	92
185600	101
185650	112
185700	121
185750	126
185800	107
185850	116
185900	114
185950	118
186000	98
186050	111
186100	138
186150	107
186200	102
186250	101
186300	120
186350	101
186400	109
186450	115
186500	107
186550	112
186600	115
186650	108
186700	111
186750	102
186800	114
186850	106
186900	104
186950	100
187000	113
187050	120
187100	135
187150	105
187200	141
187250	119
187300	93
187350	121
187400	101
187450	114
187500	110
187550	90
187600	123
187650	121
187700	124
187750	109
187800	106
187850	126
187900	112
187950	93
188000	98
188050	105
188100	118
188150	113
188200	122
188250	114
188300	117
188350	120
188400	103
188450	101
188500	110
188550	109
188600	115
188650	105
188700	114
188750	104
188800	118
188850	121
188900	105
188950	123
189000	119
189050	115
189100	131
189150	132
189200	127
189250	121
189300	99
189350	116
189400	110
189450	108
189500	95
189550	116
189600	124
189650	116
189700	128
189750	115
189800	117
189850	104
189900	103
189950	117
190000	90
