generation	Nc	average_age	max_age
179800	7510	3.97443	47
179850	7390	4.03965	44
179900	7449	3.9659	36
179950	7421	4.01469	46
180000	114	4.68421	27
180005	100	4.9	32
180010	87	4.11494	15
180015	94	4.17021	20
180020	102	4.08824	22
180025	103	4.65049	27
180030	98	3.90816	25
180035	103	3.71845	23
180040	99	4.16162	18
180045	96	3.44792	14
180050	91	3.73626	19
180100	92	3.58696	16
180150	101	4.22772	29
180200	95	3.6	21
180250	97	4.04124	21
180300	94	4.20213	32
180350	95	4.2	23
180400	83	3.79518	17
180450	101	4.74257	34
180500	99	4.22222	24
180550	103	3.7767	22
180600	94	4.25532	26
180650	90	4.4	28
180700	105	4.10476	26
180750	105	4.79048	28
180800	93	3.89247	27
180850	107	3.49533	14
180900	95	3.49474	16
180950	104	3.98077	33
181000	97	3.8866	21
181050	99	3.60606	16
181100	99	4.73737	25
181150	107	3.85047	19
181200	99	4.40404	24
181250	105	3.4	15
181300	103	4.14563	24
181350	95	4.05263	24
181400	105	4.35238	23
181450	111	4.37838	27
181500	102	3.85294	23
181550	103	4.13592	22
181600	108	4.44444	18
181650	107	3.28972	17
181700	99	4.58586	25
181750	93	4.19355	14
181800	111	3.83784	24
181850	102	4.58824	23
181900	96	3.85417	22
181950	104	3.38462	22
182000	93	4.76344	35
182050	108	3.82407	20
182100	89	3.85393	17
182150	95	4.63158	23
182200	117	3.38462	26
182250	95	4.43158	18
182300	101	4.14851	33
182350	99	4.0101	25
182400	111	4.38739	39
182450	94	3.44681	20
182500	91	3.75824	18
182550	101	4.62376	28
182600	98	4.22449	32
182650	98	3.92857	17
182700	98	3.63265	22
182750	105	4.2	33
182800	99	3.31313	41
182850	92	3.3913	31
182900	100	3.89	22
182950	111	3.45045	17
183000	103	3.51456	15
183050	102	3.16667	16
183100	94	3.38298	19
183150	97	4.36082	28
183200	105	3.84762	23
183250	107	3.58879	31
183300	99	4.82828	27
183350	107	3.88785	19
183400	106	3.88679	24
183450	86	3.59302	12
183500	106	3.33962	18
183550	101	4.61386	21
183600	104	4.10577	20
183650	93	4.33333	22
183700	96	3.78125	31
183750	94	4.65957	21
183800	96	3.92708	18
183850	108	3.58333	20
183900	103	4.83495	31
183950	98	3.7551	18
184000	94	3.5	19
184050	95	3.83158	25
184100	98	3.92857	25
184150	98	3.66327	18
184200	96	4.07292	33
184250	110	3.90909	18
184300	105	3.93333	15
184350	101	4.49505	23
184400	90	3.84444	18
184450	96	3.76042	18
184500	102	4.78431	30
184550	91	3.76923	19
184600	96	3.1875	15
184650	102	4.5098	20
184700	99	3.91919	17
184750	106	4.4717	30
184800	86	4.38372	19
184850	94	3.78723	22
184900	100	4.03	24
184950	119	4.27731	26
185000	95	3.44211	23
185050	106	4.0566	31
185100	97	3.38144	17
185150	99	4.12121	18
185200	108	4.18519	22
185250	105	3.44762	20
185300	99	3.90909	32
185350	101	3.17822	22
185400	97	3.70103	21
185450	103	3.58252	27
185500	104	4.86538	31
185550	101	3.71287	20
185600	100	4.22	22
185650	92	3.61957	22
185700	94	4.20213	25
185750	103	3.68932	21
185800	102	4.10784	29
185850	93	3.46237	12
185900	103	3.94175	42
185950	93	4.09677	24
186000	112	3.80357	18
186050	107	4.37383	27
186100	98	3.97959	18
186150	104	3.10577	20
186200	97	4.10309	29
186250	100	4.49	22
186300	89	4.02247	18
186350	100	4.31	23
186400	104	4.57692	28
186450	99	3.85859	21
186500	114	3.87719	30
186550	88	4.25	30
186600	101	3.94059	17
186650	115	4.69565	25
186700	101	4.84158	26
186750	108	4.18519	25
186800	93	3.43011	20
186850	103	4.31068	21
186900	89	4.47191	25
186950	102	3.85294	21
187000	97	4.16495	21
187050	94	4.10638	19
187100	109	4.99083	22
187150	104	3.46154	17
187200	100	3.8	22
187250	100	4.05	19
187300	91	4.2967	20
187350	92	4.18478	33
187400	99	3.67677	18
187450	89	4.83146	24
187500	102	4.77451	23
187550	104	4.53846	28
187600	113	3.79646	25
187650	91	3.40659	14
187700	94	4.67021	29
187750	99	4.12121	32
187800	96	4.05208	18
187850	100	4.23	23
187900	91	3.43956	19
187950	96	3.28125	18
188000	88	4.25	35
188050	104	4.30769	25
188100	99	4.32323	25
188150	104	3.95192	19
188200	101	4.22772	23
188250	104	4.02885	24
188300	101	4.55446	21
188350	91	4.01099	18
188400	93	3.74194	19
188450	102	4.05882	15
188500	99	3.9798	16
188550	98	4.58163	29
188600	91	3.85714	26
188650	102	4.04902	20
188700	101	3.67327	33
188750	103	3.66019	21
188800	96	5.47917	25
188850	96	3.88542	15
188900	107	3.06542	16
188950	95	3.94737	21
189000	95	3.44211	16
189050	110	4.53636	31
189100	94	3.88298	26
189150	98	3.13265	23
189200	104	4.17308	20
189250	103	3.83495	31
189300	96	4.69792	24
189350	99	4.52525	26
189400	102	4.35294	25
189450	91	4.36264	24
189500	92	4.09783	16
189550	96	3.96875	17
189600	101	5.38614	32
189650	94	5.47872	35
189700	102	4.14706	18
189750	99	3.85859	24
189800	102	4.43137	23
189850	105	3.94286	34
189900	106	4.5	19
189950	100	4.51	18
190000	94	3.80851	19
