generation	Nc
179800	4267
179850	4201
179900	4205
179950	4208
180000	71
180005	63
180010	50
180015	58
180020	122
180025	118
180030	117
180035	152
180040	115
180045	117
180050	118
180100	102
180150	127
180200	104
180250	105
180300	130
180350	120
180400	89
180450	109
180500	120
180550	104
180600	115
180650	90
180700	117
180750	93
180800	104
180850	107
180900	111
180950	103
181000	104
181050	116
181100	107
181150	99
181200	136
181250	133
181300	128
181350	109
181400	124
181450	111
181500	109
181550	133
181600	105
181650	126
181700	107
181750	111
181800	134
181850	112
181900	112
181950	105
182000	110
182050	109
182100	116
182150	108
182200	118
182250	107
182300	120
182350	103
182400	108
182450	114
182500	117
182550	117
182600	97
182650	120
182700	108
182750	114
182800	97
182850	106
182900	101
182950	110
183000	111
183050	95
183100	114
183150	116
183200	117
183250	99
183300	122
183350	115
183400	97
183450	91
183500	110
183550	124
183600	115
183650	138
183700	103
183750	100
183800	84
183850	121
183900	102
183950	108
184000	109
184050	98
184100	128
184150	106
184200	107
184250	113
184300	111
184350	92
184400	119
184450	106
184500	123
184550	114
184600	119
184650	132
184700	124
184750	114
184800	128
184850	118
184900	115
184950	112
185000	123
185050	106
185100	112
185150	110
185200	113
185250	123
185300	128
185350	115
185400	102
185450	123
185500	125
185550	114
185600	130
185650	112
185700	102
185750	97
185800	117
185850	98
185900	119
185950	107
186000	120
186050	102
186100	104
186150	125
186200	127
186250	108
186300	98
186350	135
186400	90
186450	109
186500	111
186550	113
186600	98
186650	139
186700	116
186750	104
186800	129
186850	118
186900	104
186950	113
187000	113
187050	107
187100	121
187150	136
187200	106
187250	116
187300	115
187350	113
187400	123
187450	104
187500	114
187550	120
187600	107
187650	117
187700	111
187750	119
187800	93
187850	113
187900	88
187950	119
188000	108
188050	107
188100	116
188150	101
188200	112
188250	135
188300	101
188350	99
188400	99
188450	109
188500	116
188550	123
188600	115
188650	111
188700	132
188750	107
188800	118
188850	128
188900	102
188950	115
189000	107
189050	106
189100	128
189150	98
189200	132
189250	114
189300	99
189350	111
189400	131
189450	112
189500	126
189550	99
189600	109
189650	106
189700	115
189750	122
189800	107
189850	120
189900	130
189950	115
190000	129
