generation	Nc
179800	4238
179850	4246
179900	4178
179950	4203
180000	58
180005	50
180010	61
180015	67
180020	122
180025	122
180030	109
180035	115
180040	116
180045	99
180050	113
180100	108
180150	93
180200	133
180250	109
180300	125
180350	124
180400	90
180450	118
180500	100
180550	108
180600	121
180650	103
180700	94
180750	114
180800	113
180850	107
180900	119
180950	119
181000	117
181050	97
181100	111
181150	129
181200	100
181250	119
181300	112
181350	135
181400	112
181450	115
181500	113
181550	115
181600	101
181650	119
181700	113
181750	117
181800	116
181850	131
181900	116
181950	124
182000	112
182050	107
182100	118
182150	118
182200	93
182250	117
182300	110
182350	112
182400	108
182450	100
182500	105
182550	115
182600	112
182650	111
182700	109
182750	107
182800	129
182850	119
182900	128
182950	117
183000	118
183050	100
183100	107
183150	119
183200	97
183250	106
183300	106
183350	105
183400	122
183450	120
183500	99
183550	119
183600	111
183650	102
183700	111
183750	130
183800	101
183850	115
183900	125
183950	113
184000	113
184050	117
184100	108
184150	117
184200	109
184250	99
184300	115
184350	138
184400	108
184450	119
184500	112
184550	101
184600	117
184650	117
184700	113
184750	117
184800	104
184850	130
184900	109
184950	144
185000	106
185050	108
185100	123
185150	137
185200	125
185250	113
185300	119
185350	133
185400	89
185450	127
185500	122
185550	125
185600	120
185650	111
185700	113
185750	125
185800	124
185850	107
185900	121
185950	120
186000	106
186050	122
186100	106
186150	120
186200	119
186250	97
186300	106
186350	139
186400	109
186450	109
186500	103
186550	102
186600	129
186650	115
186700	135
186750	116
186800	111
186850	135
186900	130
186950	137
187000	85
187050	128
187100	96
187150	113
187200	112
187250	106
187300	92
187350	92
187400	106
187450	130
187500	137
187550	103
187600	114
187650	114
187700	114
187750	106
187800	112
187850	127
187900	103
187950	108
188000	103
188050	105
188100	108
188150	111
188200	133
188250	103
188300	98
188350	131
188400	98
188450	105
188500	110
188550	111
188600	99
188650	93
188700	117
188750	116
188800	119
188850	97
188900	95
188950	119
189000	133
189050	103
189100	122
189150	110
189200	116
189250	118
189300	107
189350	118
189400	112
189450	104
189500	118
189550	102
189600	102
189650	117
189700	127
189750	95
189800	103
189850	107
189900	104
189950	112
190000	105
