generation	Nc
179800	4226
179850	4228
179900	4293
179950	4339
180000	51
180005	60
180010	57
180015	59
180020	107
180025	111
180030	131
180035	119
180040	102
180045	111
180050	108
180100	117
180150	107
180200	115
180250	98
180300	128
180350	100
180400	106
180450	115
180500	120
180550	110
180600	108
180650	111
180700	133
180750	95
180800	102
180850	123
180900	135
180950	98
181000	108
181050	123
181100	112
181150	125
181200	96
181250	131
181300	117
181350	132
181400	132
181450	128
181500	112
181550	100
181600	117
181650	104
181700	123
181750	106
181800	116
181850	115
181900	100
181950	132
182000	120
182050	97
182100	111
182150	112
182200	104
182250	140
182300	113
182350	121
182400	126
182450	132
182500	113
182550	115
182600	114
182650	110
182700	104
182750	112
182800	97
182850	108
182900	109
182950	91
183000	103
183050	128
183100	121
183150	116
183200	117
183250	118
183300	130
183350	111
183400	115
183450	109
183500	114
183550	135
183600	113
183650	134
183700	116
183750	103
183800	110
183850	122
183900	108
183950	105
184000	123
184050	124
184100	106
184150	109
184200	135
184250	125
184300	114
184350	105
184400	101
184450	98
184500	117
184550	117
184600	129
184650	134
184700	115
184750	126
184800	132
184850	137
184900	117
184950	93
185000	109
185050	91
185100	108
185150	112
185200	104
185250	119
185300	104
185350	120
185400	126
185450	109
185500	99
185550	114
185600	109
185650	113
185700	106
185750	116
185800	127
185850	114
185900	128
185950	120
186000	101
186050	110
186100	125
186150	96
186200	135
186250	117
186300	109
186350	105
186400	115
186450	132
186500	103
186550	124
186600	107
186650	100
186700	93
186750	95
186800	114
186850	98
186900	101
186950	112
187000	112
187050	104
187100	127
187150	111
187200	129
187250	105
187300	113
187350	106
187400	101
187450	94
187500	115
187550	86
187600	127
187650	127
187700	118
187750	113
187800	101
187850	121
187900	101
187950	108
188000	98
188050	124
188100	106
188150	114
188200	99
188250	111
188300	111
188350	96
188400	113
188450	117
188500	121
188550	101
188600	105
188650	111
188700	97
188750	114
188800	103
188850	96
188900	123
188950	99
189000	117
189050	118
189100	115
189150	96
189200	114
189250	121
189300	111
189350	121
189400	117
189450	113
189500	110
189550	107
189600	109
189650	125
189700	108
189750	136
189800	90
189850	126
189900	100
189950	117
190000	117
