generation	Nc
179800	4227
179850	4304
179900	4261
179950	4076
180000	53
180005	64
180010	54
180015	64
180020	123
180025	99
180030	111
180035	111
180040	119
180045	141
180050	113
180100	112
180150	106
180200	111
180250	106
180300	114
180350	113
180400	108
180450	92
180500	96
180550	109
180600	115
180650	121
180700	135
180750	102
180800	99
180850	106
180900	117
180950	109
181000	102
181050	102
181100	118
181150	125
181200	129
181250	113
181300	116
181350	108
181400	113
181450	100
181500	107
181550	120
181600	111
181650	99
181700	96
181750	126
181800	103
181850	104
181900	117
181950	101
182000	114
182050	130
182100	119
182150	114
182200	113
182250	123
182300	112
182350	134
182400	116
182450	110
182500	119
182550	116
182600	124
182650	116
182700	106
182750	109
182800	133
182850	105
182900	118
182950	105
183000	120
183050	101
183100	121
183150	111
183200	123
183250	121
183300	112
183350	112
183400	115
183450	102
183500	113
183550	114
183600	118
183650	111
183700	119
183750	120
183800	120
183850	112
183900	116
183950	104
184000	114
184050	115
184100	104
184150	99
184200	102
184250	104
184300	114
184350	141
184400	102
184450	123
184500	110
184550	100
184600	107
184650	126
184700	112
184750	109
184800	115
184850	112
184900	131
184950	109
185000	138
185050	111
185100	116
185150	90
185200	106
185250	130
185300	108
185350	110
185400	104
185450	102
185500	99
185550	136
185600	100
185650	107
185700	124
185750	108
185800	117
185850	115
185900	107
185950	122
186000	103
186050	110
186100	111
186150	122
186200	114
186250	99
186300	128
186350	97
186400	131
186450	117
186500	110
186550	119
186600	87
186650	107
186700	96
186750	117
186800	133
186850	120
186900	117
186950	121
187000	107
187050	117
187100	134
187150	111
187200	100
187250	112
187300	106
187350	108
187400	89
187450	121
187500	105
187550	117
187600	101
187650	109
187700	109
187750	111
187800	123
187850	125
187900	101
187950	103
188000	112
188050	103
188100	112
188150	120
188200	113
188250	123
188300	110
188350	128
188400	124
188450	98
188500	120
188550	120
188600	99
188650	116
188700	130
188750	108
188800	113
188850	119
188900	109
188950	113
189000	119
189050	107
189100	112
189150	100
189200	112
189250	94
189300	126
189350	126
189400	115
189450	109
189500	114
189550	91
189600	125
189650	102
189700	101
189750	105
189800	114
189850	116
189900	135
189950	111
190000	103
