generation	Nc	average_age	max_age
179800	7458	3.97747	44
179850	7502	3.83244	42
179900	7512	3.98336	38
179950	7465	4.00991	36
180000	90	5.15556	23
180005	106	4.53774	28
180010	96	5.11458	27
180015	102	3.98039	32
180020	104	4.28846	37
180025	98	4.09184	27
180030	95	3.97895	22
180035	92	3.95652	20
180040	106	2.95283	18
180045	92	3.94565	23
180050	105	4	22
180100	94	4.14894	29
180150	95	4.56842	16
180200	101	3.92079	28
180250	101	4.20792	24
180300	102	3.43137	13
180350	104	4.38462	23
180400	98	4.38776	29
180450	99	3.38384	18
180500	106	4.17925	21
180550	111	4.2973	20
180600	115	3.18261	21
180650	97	4.51546	22
180700	101	4.07921	26
180750	96	3.76042	17
180800	97	4.10309	22
180850	87	4.35632	21
180900	100	4.72	27
180950	99	3.69697	23
181000	102	3.83333	19
181050	91	3.67033	18
181100	108	3.46296	23
181150	98	4.0102	23
181200	99	3.80808	22
181250	105	4.89524	27
181300	102	4.59804	27
181350	97	3.49485	18
181400	106	3.09434	18
181450	112	3.875	29
181500	98	4	25
181550	104	4.43269	18
181600	104	3.88462	19
181650	98	3.45918	32
181700	95	3.25263	18
181750	99	3.57576	18
181800	101	3.75248	29
181850	104	4.68269	32
181900	99	3.9899	25
181950	99	3.60606	14
182000	100	4.22	21
182050	109	3.89908	19
182100	98	3.42857	14
182150	105	4.82857	42
182200	107	4.21495	30
182250	103	4.2233	29
182300	105	4.57143	22
182350	98	3.95918	21
182400	101	3.81188	15
182450	98	3.10204	19
182500	97	4.59794	42
182550	103	3.96117	15
182600	106	3.72642	24
182650	99	3.77778	25
182700	94	3.51064	17
182750	84	3.9881	18
182800	99	3.57576	26
182850	93	3.83871	20
182900	100	4.8	19
182950	100	3.01	34
183000	103	3.47573	24
183050	93	4.33333	28
183100	104	4.34615	31
183150	103	4.18447	24
183200	91	3.93407	20
183250	94	4.31915	20
183300	101	3.54455	24
183350	99	4.23232	32
183400	109	4.10092	21
183450	94	4.2234	19
183500	99	5.40404	23
183550	93	4.22581	27
183600	102	3.29412	16
183650	105	3.04762	20
183700	89	4.06742	17
183750	101	4.51485	42
183800	112	3.76786	16
183850	103	4.95146	28
183900	97	3.96907	19
183950	101	3.9703	18
184000	104	3.94231	23
184050	97	3.56701	22
184100	111	4.07207	28
184150	100	3.58	18
184200	96	4.22917	13
184250	99	3.79798	20
184300	105	3.86667	28
184350	88	3.68182	22
184400	109	3.45872	19
184450	109	3.33028	29
184500	103	3.61165	25
184550	97	4.20619	20
184600	107	4.52336	39
184650	85	3.11765	19
184700	109	4.21101	23
184750	100	5.06	34
184800	95	3.51579	17
184850	96	4.01042	26
184900	106	3.19811	13
184950	106	3.65094	17
185000	105	4.07619	25
185050	96	4.85417	30
185100	102	4.30392	22
185150	93	3.80645	28
185200	104	3.75962	22
185250	121	4.66116	24
185300	103	3.66019	19
185350	102	4	23
185400	103	3.66019	25
185450	97	4.05155	27
185500	103	4.18447	19
185550	109	4.44954	33
185600	107	3.93458	20
185650	102	3.77451	26
185700	104	4.18269	30
185750	99	3.50505	15
185800	97	4.4433	16
185850	101	3.51485	16
185900	100	4.73	25
185950	93	4.21505	24
186000	88	3.29545	23
186050	98	3.96939	26
186100	105	3.6381	21
186150	103	3.67961	20
186200	97	3.83505	33
186250	108	3.97222	42
186300	93	3.76344	17
186350	89	3.8764	21
186400	91	4.34066	20
186450	110	4.04545	18
186500	94	4.01064	17
186550	86	4.95349	25
186600	89	3.37079	17
186650	106	4.75472	36
186700	91	3.69231	17
186750	103	4.29126	32
186800	105	4.1619	28
186850	104	3.77885	22
186900	102	4.26471	31
186950	91	4.30769	17
187000	114	4.05263	22
187050	93	4.27957	22
187100	100	3.33	20
187150	109	3.97248	21
187200	107	3.8972	24
187250	108	3.84259	18
187300	99	3.9596	22
187350	101	3.13861	19
187400	91	4.05495	21
187450	105	4.14286	36
187500	89	3.35955	16
187550	99	4.54545	24
187600	95	4.41053	25
187650	108	4.27778	32
187700	99	3.78788	19
187750	103	3.73786	22
187800	100	3.7	20
187850	100	2.96	21
187900	97	3.83505	24
187950	100	3.44	15
188000	94	3.76596	20
188050	95	3.61053	16
188100	100	3.84	18
188150	96	5	33
188200	95	5.05263	18
188250	96	3.82292	32
188300	108	3.30556	19
188350	94	3.08511	17
188400	96	3.45833	23
188450	103	4.19417	20
188500	101	3.23762	17
188550	98	4.05102	22
188600	99	3.47475	21
188650	105	4.18095	21
188700	102	4.84314	29
188750	98	3.91837	22
188800	117	4.19658	20
188850	102	4.4902	18
188900	111	3.37838	21
188950	99	3.92929	24
189000	109	3.88991	20
189050	110	3.92727	28
189100	101	4.28713	23
189150	96	4.07292	20
189200	103	4.70874	32
189250	99	3.63636	19
189300	100	3.49	17
189350	100	4.91	28
189400	83	4.01205	23
189450	109	3.82569	19
189500	111	4.22523	23
189550	90	3.37778	15
189600	99	4.14141	25
189650	99	3.83838	16
189700	89	4.30337	21
189750	109	4.30275	18
189800	104	3.57692	18
189850	93	4.76344	18
189900	102	4.96078	22
189950	106	4.11321	26
190000	101	3.87129	22
