generation	Nc
179800	4192
179850	4215
179900	4145
179950	4274
180000	65
180005	54
180010	51
180015	49
180020	111
180025	96
180030	110
180035	100
180040	108
180045	129
180050	110
180100	122
180150	132
180200	114
180250	148
180300	120
180350	137
180400	102
180450	100
180500	109
180550	112
180600	120
180650	108
180700	117
180750	94
180800	117
180850	119
180900	110
180950	104
181000	124
181050	111
181100	109
181150	113
181200	106
181250	118
181300	102
181350	129
181400	111
181450	95
181500	111
181550	103
181600	92
181650	121
181700	117
181750	111
181800	95
181850	113
181900	95
181950	102
182000	117
182050	98
182100	114
182150	112
182200	119
182250	121
182300	109
182350	107
182400	120
182450	107
182500	110
182550	99
182600	119
182650	118
182700	120
182750	116
182800	141
182850	115
182900	122
182950	125
183000	110
183050	101
183100	99
183150	101
183200	138
183250	118
183300	97
183350	95
183400	108
183450	114
183500	102
183550	106
183600	104
183650	102
183700	118
183750	106
183800	89
183850	124
183900	106
183950	103
184000	112
184050	105
184100	116
184150	111
184200	116
184250	116
184300	127
184350	139
184400	97
184450	104
184500	110
184550	121
184600	99
184650	98
184700	100
184750	113
184800	94
184850	83
184900	121
184950	123
185000	121
185050	113
185100	110
185150	108
185200	114
185250	111
185300	104
185350	109
185400	123
185450	104
185500	102
185550	109
185600	125
185650	119
185700	101
185750	127
185800	122
185850	106
185900	121
185950	116
186000	104
186050	93
186100	101
186150	117
186200	103
186250	112
186300	109
186350	115
186400	128
186450	144
186500	106
186550	110
186600	131
186650	129
186700	109
186750	113
186800	106
186850	122
186900	105
186950	116
187000	108
187050	104
187100	113
187150	133
187200	135
187250	136
187300	114
187350	126
187400	109
187450	105
187500	110
187550	96
187600	105
187650	120
187700	110
187750	109
187800	102
187850	105
187900	112
187950	121
188000	118
188050	122
188100	132
188150	115
188200	98
188250	113
188300	130
188350	92
188400	91
188450	118
188500	111
188550	113
188600	124
188650	109
188700	111
188750	97
188800	98
188850	93
188900	119
188950	104
189000	100
189050	106
189100	103
189150	115
189200	106
189250	132
189300	117
189350	107
189400	113
189450	125
189500	115
189550	123
189600	122
189650	115
189700	102
189750	141
189800	118
189850	96
189900	92
189950	87
190000	124
