generation	Nc
179800	4247
179850	4208
179900	4298
179950	4212
180000	60
180005	51
180010	58
180015	48
180020	107
180025	122
180030	130
180035	107
180040	127
180045	113
180050	109
180100	131
180150	107
180200	107
180250	112
180300	109
180350	101
180400	126
180450	118
180500	107
180550	100
180600	123
180650	117
180700	100
180750	104
180800	118
180850	121
180900	122
180950	111
181000	109
181050	119
181100	115
181150	138
181200	109
181250	122
181300	114
181350	118
181400	134
181450	119
181500	110
181550	116
181600	95
181650	113
181700	107
181750	115
181800	114
181850	125
181900	119
181950	104
182000	106
182050	96
182100	115
182150	110
182200	102
182250	112
182300	112
182350	114
182400	100
182450	112
182500	115
182550	84
182600	123
182650	124
182700	124
182750	115
182800	124
182850	123
182900	127
182950	117
183000	118
183050	105
183100	108
183150	116
183200	117
183250	126
183300	105
183350	111
183400	102
183450	116
183500	103
183550	114
183600	124
183650	88
183700	125
183750	132
183800	92
183850	104
183900	129
183950	104
184000	123
184050	104
184100	111
184150	109
184200	108
184250	114
184300	104
184350	120
184400	115
184450	105
184500	96
184550	96
184600	125
184650	114
184700	108
184750	132
184800	124
184850	111
184900	133
184950	90
185000	109
185050	110
185100	116
185150	114
185200	117
185250	103
185300	95
185350	132
185400	111
185450	107
185500	105
185550	118
185600	129
185650	120
185700	124
185750	106
185800	115
185850	111
185900	110
185950	117
186000	109
186050	101
186100	118
186150	111
186200	98
186250	112
186300	138
186350	100
186400	104
186450	105
186500	106
186550	107
186600	129
186650	110
186700	108
186750	99
186800	124
186850	99
186900	111
186950	125
187000	106
187050	126
187100	102
187150	129
187200	114
187250	120
187300	104
187350	125
187400	119
187450	114
187500	117
187550	110
187600	108
187650	108
187700	112
187750	110
187800	107
187850	107
187900	115
187950	126
188000	138
188050	101
188100	110
188150	109
188200	98
188250	135
188300	116
188350	134
188400	104
188450	115
188500	127
188550	108
188600	116
188650	98
188700	109
188750	124
188800	115
188850	106
188900	132
188950	112
189000	112
189050	113
189100	111
189150	124
189200	112
189250	108
189300	103
189350	127
189400	118
189450	123
189500	132
189550	107
189600	121
189650	108
189700	107
189750	108
189800	97
189850	97
189900	109
189950	117
190000	132
