generation	Nc	average_age	max_age
179800	7462	3.98191	43
179850	7394	3.92819	34
179900	7532	4.07847	48
179950	7608	3.84253	43
180000	98	5.14286	23
180005	95	5.02105	28
180010	104	4.60577	33
180015	105	3.97143	19
180020	98	4.65306	24
180025	91	4.20879	22
180030	104	3.69231	20
180035	109	4.6422	25
180040	98	5.07143	25
180045	98	4.29592	30
180050	103	3.78641	26
180100	107	3.15888	16
180150	99	4.39394	28
180200	100	3.21	15
180250	92	3.16304	24
180300	102	3.17647	18
180350	107	4.1215	20
180400	93	4.62366	26
180450	110	2.83636	32
180500	89	3.03371	11
180550	102	4.01961	25
180600	91	5.04396	28
180650	100	4.12	28
180700	92	3.67391	19
180750	107	4	28
180800	108	3.55556	22
180850	102	3.95098	22
180900	102	4.11765	35
180950	98	4.2551	20
181000	97	4.54639	23
181050	103	4.63107	27
181100	98	5.09184	21
181150	98	3.86735	18
181200	105	4.04762	22
181250	102	3.33333	14
181300	102	3.88235	28
181350	90	3.91111	24
181400	98	3.64286	21
181450	98	3.89796	21
181500	99	4.40404	21
181550	106	3.09434	18
181600	96	4.21875	15
181650	96	4.78125	23
181700	103	3.59223	16
181750	89	4.68539	24
181800	100	3.21	15
181850	102	4.29412	27
181900	95	4.82105	30
181950	107	3.90654	33
182000	100	3.37	22
182050	95	4.37895	21
182100	110	4.87273	33
182150	103	3.74757	15
182200	99	4.29293	27
182250	94	3.85106	20
182300	91	4.0989	29
182350	100	3.96	17
182400	98	4.15306	33
182450	96	4.83333	22
182500	95	3.71579	14
182550	106	3.33019	19
182600	93	4.29032	24
182650	103	3.84466	17
182700	98	3.58163	19
182750	102	3.35294	23
182800	110	4.66364	26
182850	99	3.39394	17
182900	103	3.93204	15
182950	87	3.47126	20
183000	106	4.51887	19
183050	90	4.76667	17
183100	103	4.31068	26
183150	105	3.49524	20
183200	106	4.16038	23
183250	98	3.89796	20
183300	88	3.89773	16
183350	93	4.30108	27
183400	110	4.63636	26
183450	87	4.03448	20
183500	103	4.46602	27
183550	106	4.67925	30
183600	101	4.37624	22
183650	99	4.09091	17
183700	113	3.78761	24
183750	111	3.25225	17
183800	99	3.84848	16
183850	99	4.21212	26
183900	100	4.34	23
183950	101	3.60396	19
184000	105	4.05714	15
184050	110	3.37273	33
184100	111	3.75676	38
184150	108	3.94444	20
184200	104	3.56731	22
184250	108	3.74074	25
184300	90	4.13333	17
184350	98	4.12245	17
184400	108	4.06481	23
184450	96	3.63542	26
184500	99	4.13131	32
184550	92	3.33696	19
184600	89	4	31
184650	88	3.46591	16
184700	99	4.9596	36
184750	105	3.90476	15
184800	102	3.85294	23
184850	98	3.89796	21
184900	91	4.34066	23
184950	101	4.15842	25
185000	98	4.59184	15
185050	93	3.24731	18
185100	94	4.10638	18
185150	98	4.57143	20
185200	102	4.94118	37
185250	103	3.94175	18
185300	98	4.53061	21
185350	105	4.4	31
185400	95	3.77895	18
185450	107	3.81308	26
185500	102	3.88235	20
185550	99	4.46465	23
185600	101	3.90099	24
185650	106	4.61321	20
185700	85	4.42353	29
185750	95	3.29474	19
185800	106	4.5283	20
185850	101	4.14851	23
185900	98	3.91837	33
185950	104	4.48077	26
186000	100	3.07	14
186050	91	4.49451	33
186100	95	4.42105	21
186150	100	4.15	28
186200	104	3.70192	15
186250	87	3.36782	18
186300	101	3.25743	17
186350	99	4.42424	23
186400	84	3.9881	20
186450	104	4.02885	26
186500	101	4.45545	31
186550	102	3.30392	18
186600	93	3.39785	19
186650	100	4.02	24
186700	103	3.1165	17
186750	90	3.94444	17
186800	92	3.98913	25
186850	101	4.25743	29
186900	105	3.90476	19
186950	103	4.67961	18
187000	100	4.16	24
187050	98	3.88776	33
187100	108	4.5	24
187150	99	3.61616	22
187200	101	3.93069	16
187250	107	4.16822	21
187300	106	3.93396	26
187350	100	3.96	16
187400	111	3.88288	20
187450	82	4.59756	22
187500	92	4.70652	30
187550	99	3.77778	20
187600	108	3.71296	24
187650	95	4.65263	23
187700	106	3.98113	35
187750	100	4.85	29
187800	97	5.18557	28
187850	93	4.77419	20
187900	109	4.48624	19
187950	95	3.27368	16
188000	102	4.54902	25
188050	101	4.0198	16
188100	92	3.42391	14
188150	96	3.84375	28
188200	105	3.88571	24
188250	101	4.0297	21
188300	95	4.6	19
188350	97	3.74227	26
188400	90	3.76667	23
188450	102	4.11765	18
188500	109	4.27523	27
188550	95	4.38947	36
188600	93	3.56989	15
188650	105	3.81905	24
188700	94	4.56383	19
188750	97	3.94845	18
188800	89	5.17978	21
188850	98	4.18367	19
188900	102	3.82353	21
188950	103	4.73786	23
189000	102	3.88235	44
189050	104	3.69231	19
189100	105	4.57143	27
189150	105	2.9619	25
189200	108	3.25	18
189250	99	3.44444	29
189300	105	4.69524	19
189350	99	3.74747	24
189400	94	3.85106	17
189450	111	3.95495	20
189500	98	5.27551	56
189550	103	4.59223	31
189600	93	4.15054	26
189650	103	4.13592	21
189700	114	3.84211	26
189750	104	3.51923	23
189800	105	4.99048	36
189850	89	3.88764	25
189900	96	3.23958	14
189950	92	4.44565	21
190000	98	3.7551	22
