generation	Nc	average_age	max_age
179800	7463	4.01219	34
179850	7476	3.97044	41
179900	7474	4.04268	32
179950	7525	4.04266	49
180000	95	5.03158	22
180005	112	3.16071	15
180010	100	3.72	20
180015	96	3.97917	19
180020	98	4.28571	24
180025	99	4.47475	23
180030	100	4.29	21
180035	105	4.3619	22
180040	104	4.48077	24
180045	100	4.36	26
180050	95	3.71579	17
180100	92	3.95652	30
180150	96	4.125	24
180200	103	3.65049	33
180250	95	4.27368	26
180300	102	3.86275	21
180350	92	3.43478	24
180400	100	3.52	26
180450	92	4.25	19
180500	101	3.71287	22
180550	102	3.69608	14
180600	86	3.73256	23
180650	102	4.31373	31
180700	103	4.50485	29
180750	106	4.09434	27
180800	104	3.85577	26
180850	86	4.68605	23
180900	96	3.70833	23
180950	99	3.41414	23
181000	103	3.64078	19
181050	98	4.29592	21
181100	99	4.69697	18
181150	99	4.43434	18
181200	103	3.8932	27
181250	87	5.68966	31
181300	106	3.08491	16
181350	88	3.46591	18
181400	94	3.56383	27
181450	101	3.77228	16
181500	91	4.35165	37
181550	95	5.01053	22
181600	101	4.18812	26
181650	96	3.25	23
181700	102	4.22549	18
181750	102	3.61765	17
181800	101	4.34653	21
181850	110	3.89091	21
181900	90	3.73333	26
181950	93	4.58065	28
182000	103	3.71845	19
182050	107	3.8972	21
182100	97	3.85567	24
182150	101	3.62376	24
182200	90	4.74444	29
182250	98	4.31633	22
182300	99	3.19192	26
182350	103	4.31068	26
182400	94	3.53191	20
182450	107	4.65421	30
182500	98	3.84694	20
182550	96	3.88542	19
182600	105	4.45714	22
182650	106	4.50943	23
182700	98	3.79592	20
182750	95	3.71579	20
182800	96	5.09375	25
182850	91	3.41758	22
182900	93	4.52688	18
182950	107	3.2243	23
183000	106	3.5	17
183050	103	4.94175	31
183100	100	3.78	19
183150	103	4.16505	22
183200	79	3.65823	17
183250	107	4.85981	37
183300	102	3.46078	18
183350	106	5.33019	30
183400	105	3.18095	16
183450	90	4.61111	23
183500	102	3.91176	24
183550	91	3.83516	25
183600	81	4.24691	22
183650	98	3.29592	20
183700	95	3.89474	22
183750	104	4.11538	22
183800	88	3.38636	14
183850	97	3.91753	21
183900	105	4.6381	33
183950	97	4.31959	16
184000	114	4.24561	24
184050	105	3.42857	16
184100	98	3.96939	23
184150	93	5	22
184200	105	4	17
184250	100	3.57	24
184300	101	4.47525	30
184350	103	4.28155	22
184400	97	3.83505	29
184450	100	4.6	33
184500	98	4.83673	24
184550	108	4.02778	20
184600	96	4.26042	21
184650	97	4.19588	25
184700	98	4.33673	21
184750	103	4.35922	21
184800	109	4.31193	19
184850	100	3.86	27
184900	102	4.45098	27
184950	99	3.89899	24
185000	98	4.2449	23
185050	102	3.7451	25
185100	100	3.69	18
185150	100	3.74	21
185200	112	3.46429	15
185250	93	3.56989	14
185300	104	3.81731	16
185350	103	3.4466	25
185400	92	4.03261	22
185450	93	3.1828	26
185500	112	4.22321	24
185550	114	3.51754	22
185600	87	3.7931	22
185650	87	5.2069	26
185700	96	3.57292	20
185750	101	3.49505	18
185800	94	3.58511	20
185850	93	4.10753	17
185900	89	3.70787	29
185950	101	3.13861	16
186000	96	4.38542	19
186050	104	5.26923	40
186100	90	3.74444	17
186150	105	4.68571	23
186200	104	3.71154	20
186250	100	3.51	17
186300	96	3.39583	14
186350	105	4.1619	17
186400	111	4.27027	29
186450	98	3.85714	28
186500	103	4.76699	29
186550	109	4.17431	16
186600	93	3.73118	16
186650	106	4.39623	25
186700	96	3.94792	14
186750	102	4.7451	26
186800	98	4.0102	18
186850	105	4.06667	16
186900	95	3.68421	17
186950	104	4.63462	28
187000	105	3.30476	19
187050	100	3.67	23
187100	100	3.36	21
187150	87	3.51724	17
187200	102	3.0098	20
187250	88	3.75	18
187300	97	3.48454	20
187350	103	3.66019	22
187400	90	3.46667	24
187450	93	4.43011	19
187500	102	4.34314	34
187550	99	3.28283	19
187600	100	4.65	27
187650	102	4.7451	22
187700	104	4.35577	24
187750	107	4.15888	31
187800	103	3.3301	18
187850	98	3.86735	27
187900	96	3.94792	18
187950	98	4.28571	21
188000	100	4.17	21
188050	99	4.19192	26
188100	97	4.17526	18
188150	102	3.80392	14
188200	98	3.41837	26
188250	102	3.70588	26
188300	101	4.34653	25
188350	101	3.76238	18
188400	93	3.89247	24
188450	104	3.625	18
188500	110	3.69091	28
188550	112	3.99107	20
188600	105	4.18095	23
188650	109	3.25688	32
188700	91	4.07692	39
188750	104	4.30769	19
188800	104	3.60577	23
188850	104	4.5	30
188900	102	3.51961	19
188950	94	5.18085	25
189000	99	4.0404	20
189050	93	3.44086	25
189100	100	4.53	25
189150	96	3.51042	22
189200	99	3.67677	16
189250	103	4.38835	16
189300	101	4.87129	22
189350	102	3.88235	22
189400	111	4.31532	24
189450	104	4.33654	20
189500	106	3.82075	23
189550	95	4.03158	23
189600	97	4.09278	14
189650	102	4.59804	26
189700	99	5.27273	27
189750	93	4.91398	26
189800	96	4.73958	21
189850	93	5.03226	24
189900	99	4.72727	25
189950	96	4.07292	22
190000	98	3.42857	17
