generation	Nc	average_age	max_age
179800	7524	4.09729	54
179850	7465	4.04916	44
179900	7544	3.93134	40
179950	7490	4.00761	36
180000	96	5.15625	25
180005	104	4.53846	23
180010	114	3.67544	21
180015	98	3.68367	17
180020	112	3.61607	22
180025	103	4.09709	27
180030	113	4.70796	24
180035	97	4.20619	20
180040	89	3.60674	17
180045	92	3.78261	17
180050	97	3.5567	15
180100	104	3.07692	19
180150	106	3.53774	26
180200	97	4.3299	19
180250	106	4.39623	22
180300	104	3.67308	19
180350	101	4.23762	28
180400	93	3.98925	23
180450	93	3.66667	18
180500	107	4.31776	20
180550	98	3.84694	44
180600	106	4.16981	24
180650	104	4.42308	32
180700	102	3.72549	18
180750	99	4.15152	27
180800	102	3.7451	32
180850	98	4.09184	25
180900	95	4.42105	23
180950	103	3.01942	14
181000	102	3.80392	21
181050	99	4.15152	24
181100	99	3.79798	20
181150	95	4.02105	22
181200	105	4.5619	25
181250	97	4.26804	24
181300	83	3.78313	28
181350	88	4.20455	26
181400	101	3.9703	18
181450	92	3.98913	19
181500	108	3.82407	16
181550	109	3.73394	19
181600	94	4.17021	26
181650	87	3.12644	14
181700	93	4.45161	27
181750	91	4.14286	25
181800	96	4.26042	23
181850	97	3.15464	18
181900	98	4.23469	24
181950	98	3.79592	21
182000	93	3.62366	19
182050	107	3.60748	17
182100	84	4.22619	20
182150	92	3.82609	29
182200	90	3.55556	39
182250	97	3.43299	17
182300	95	3.54737	29
182350	106	3.27358	16
182400	97	3.35052	21
182450	108	3.44444	16
182500	103	4.02913	26
182550	98	4.08163	23
182600	96	4.02083	15
182650	99	3.35354	22
182700	104	3.93269	25
182750	106	3.77358	22
182800	93	4.11828	19
182850	101	3.90099	29
182900	96	3.63542	21
182950	100	4.13	16
183000	101	3.0297	21
183050	108	4.21296	25
183100	94	3.59574	35
183150	106	3.90566	29
183200	100	4.09	23
183250	103	3.94175	22
183300	100	3.8	27
183350	100	4.32	27
183400	103	4.85437	24
183450	95	3.85263	23
183500	102	4.61765	23
183550	105	4.38095	22
183600	105	4.0381	29
183650	97	3.48454	17
183700	96	3.75	15
183750	109	3.6422	21
183800	91	3.3956	20
183850	103	3.87379	17
183900	101	3.27723	16
183950	102	3.90196	47
184000	95	4.05263	24
184050	95	4.02105	20
184100	105	3.21905	19
184150	98	4.16327	22
184200	98	4.4898	20
184250	97	3.97938	18
184300	109	4.22936	20
184350	98	3.92857	19
184400	90	3.96667	17
184450	100	3.78	19
184500	109	4.2844	28
184550	102	4.08824	20
184600	96	4.19792	19
184650	101	3.45545	15
184700	117	3.47009	21
184750	110	4.16364	28
184800	91	4.21978	18
184850	99	3.24242	16
184900	99	4.66667	28
184950	98	4.11224	25
185000	103	3.82524	13
185050	94	2.96809	19
185100	104	3.35577	15
185150	95	3.90526	21
185200	100	4.61	18
185250	85	4.04706	19
185300	102	3.61765	36
185350	114	4.26316	26
185400	107	4.23364	28
185450	108	3.80556	15
185500	95	4.38947	22
185550	109	4.2844	22
185600	99	3.48485	23
185650	91	4.47253	31
185700	88	4.20455	18
185750	100	3.22	20
185800	98	4.20408	25
185850	97	3.64948	18
185900	89	4.76404	23
185950	95	3.8	17
186000	101	3.11881	18
186050	102	4.13725	19
186100	103	3.25243	21
186150	97	3.46392	16
186200	100	3.91	25
186250	103	3.57282	20
186300	105	4.0381	27
186350	98	4.37755	20
186400	100	4.26	23
186450	92	4.59783	22
186500	111	4.36036	34
186550	104	4.19231	23
186600	104	4.29808	23
186650	97	4.62887	34
186700	99	3.79798	18
186750	111	3.7027	19
186800	102	4.05882	19
186850	88	4.79545	20
186900	99	5.42424	23
186950	96	4.07292	21
187000	100	3.86	30
187050	96	3.5625	21
187100	106	3.84906	23
187150	99	3.44444	24
187200	108	4.36111	31
187250	106	4.38679	26
187300	102	3.96078	28
187350	97	4	18
187400	84	3.77381	20
187450	109	4.02752	19
187500	95	3.98947	17
187550	100	3.15	24
187600	95	5.31579	28
187650	96	4.53125	18
187700	92	4.61957	17
187750	99	3.9596	19
187800	105	3.67619	27
187850	101	3.80198	25
187900	106	3.41509	24
187950	98	4.33673	19
188000	101	3.85149	22
188050	99	4.16162	25
188100	99	4.12121	17
188150	97	4.29897	27
188200	97	3.47423	16
188250	98	4.30612	20
188300	92	3.76087	20
188350	89	3.8764	19
188400	97	3.73196	39
188450	102	4.14706	22
188500	103	3.90291	23
188550	101	4.80198	38
188600	104	4.25962	30
188650	99	5.26263	47
188700	103	3.42718	26
188750	96	4.875	26
188800	95	4.11579	16
188850	88	3.79545	30
188900	102	4.39216	25
188950	91	4.02198	18
189000	100	3.71	18
189050	101	4.05941	17
189100	91	3.65934	22
189150	91	3.8022	15
189200	100	4.45	33
189250	101	4.08911	28
189300	97	4.40206	21
189350	102	2.80392	12
189400	96	3.10417	13
189450	91	3.75824	18
189500	104	3.05769	17
189550	94	4.5	16
189600	97	4.16495	20
189650	98	4.40816	18
189700	93	4.4086	26
189750	98	3.77551	28
189800	98	4.69388	28
189850	103	4.04854	19
189900	97	3.83505	26
189950	104	3.69231	24
190000	104	3.42308	22
