generation	Nc
179800	4213
179850	4295
179900	4270
179950	4215
180000	66
180005	61
180010	66
180015	60
180020	105
180025	116
180030	102
180035	126
180040	112
180045	111
180050	91
180100	121
180150	121
180200	113
180250	125
180300	116
180350	120
180400	106
180450	123
180500	116
180550	110
180600	108
180650	109
180700	111
180750	107
180800	131
180850	109
180900	113
180950	118
181000	108
181050	110
181100	100
181150	129
181200	112
181250	91
181300	95
181350	125
181400	112
181450	111
181500	113
181550	116
181600	125
181650	111
181700	90
181750	72
181800	107
181850	92
181900	105
181950	93
182000	140
182050	120
182100	127
182150	110
182200	120
182250	120
182300	91
182350	93
182400	106
182450	123
182500	110
182550	119
182600	121
182650	125
182700	139
182750	116
182800	100
182850	102
182900	118
182950	113
183000	101
183050	121
183100	103
183150	115
183200	106
183250	106
183300	102
183350	105
183400	102
183450	132
183500	130
183550	100
183600	115
183650	103
183700	122
183750	122
183800	94
183850	121
183900	101
183950	110
184000	124
184050	107
184100	108
184150	116
184200	124
184250	119
184300	108
184350	104
184400	107
184450	97
184500	116
184550	117
184600	120
184650	119
184700	103
184750	114
184800	97
184850	112
184900	113
184950	122
185000	107
185050	107
185100	124
185150	109
185200	98
185250	104
185300	110
185350	120
185400	106
185450	96
185500	121
185550	133
185600	106
185650	118
185700	107
185750	105
185800	132
185850	123
185900	91
185950	121
186000	107
186050	115
186100	120
186150	97
186200	99
186250	108
186300	106
186350	126
186400	108
186450	122
186500	106
186550	128
186600	113
186650	123
186700	119
186750	113
186800	130
186850	123
186900	110
186950	125
187000	106
187050	115
187100	112
187150	112
187200	131
187250	130
187300	110
187350	105
187400	119
187450	122
187500	118
187550	127
187600	116
187650	105
187700	123
187750	104
187800	108
187850	114
187900	89
187950	110
188000	123
188050	124
188100	100
188150	108
188200	133
188250	105
188300	114
188350	121
188400	119
188450	129
188500	112
188550	116
188600	102
188650	98
188700	109
188750	109
188800	109
188850	111
188900	134
188950	96
189000	117
189050	99
189100	98
189150	105
189200	110
189250	98
189300	107
189350	129
189400	124
189450	116
189500	123
189550	112
189600	107
189650	102
189700	97
189750	123
189800	104
189850	114
189900	111
189950	104
190000	99
