generation	Nc
179800	4256
179850	4277
179900	4207
179950	4260
180000	68
180005	56
180010	53
180015	48
180020	125
180025	89
180030	129
180035	101
180040	146
180045	117
180050	143
180100	125
180150	125
180200	125
180250	118
180300	108
180350	106
180400	116
180450	133
180500	101
180550	135
180600	101
180650	128
180700	130
180750	118
180800	128
180850	112
180900	123
180950	114
181000	112
181050	117
181100	114
181150	108
181200	109
181250	124
181300	126
181350	118
181400	112
181450	127
181500	116
181550	126
181600	116
181650	101
181700	121
181750	112
181800	112
181850	121
181900	115
181950	118
182000	111
182050	109
182100	95
182150	108
182200	117
182250	115
182300	112
182350	103
182400	97
182450	135
182500	112
182550	103
182600	119
182650	94
182700	117
182750	109
182800	119
182850	131
182900	107
182950	106
183000	109
183050	107
183100	127
183150	104
183200	101
183250	115
183300	122
183350	106
183400	114
183450	120
183500	106
183550	114
183600	110
183650	116
183700	116
183750	104
183800	107
183850	124
183900	83
183950	114
184000	120
184050	105
184100	118
184150	116
184200	112
184250	117
184300	93
184350	108
184400	115
184450	114
184500	114
184550	124
184600	112
184650	105
184700	105
184750	120
184800	138
184850	100
184900	109
184950	104
185000	118
185050	110
185100	103
185150	123
185200	116
185250	118
185300	114
185350	109
185400	112
185450	118
185500	102
185550	99
185600	111
185650	96
185700	100
185750	115
185800	143
185850	107
185900	107
185950	125
186000	115
186050	90
186100	95
186150	99
186200	107
186250	110
186300	117
186350	106
186400	100
186450	106
186500	102
186550	126
186600	103
186650	118
186700	112
186750	134
186800	115
186850	114
186900	123
186950	105
187000	109
187050	110
187100	106
187150	93
187200	106
187250	111
187300	107
187350	108
187400	130
187450	132
187500	124
187550	113
187600	121
187650	111
187700	122
187750	107
187800	124
187850	111
187900	107
187950	114
188000	123
188050	128
188100	117
188150	106
188200	112
188250	95
188300	124
188350	121
188400	119
188450	115
188500	119
188550	130
188600	106
188650	107
188700	106
188750	116
188800	124
188850	128
188900	118
188950	103
189000	116
189050	113
189100	119
189150	96
189200	110
189250	126
189300	116
189350	123
189400	96
189450	130
189500	130
189550	115
189600	128
189650	87
189700	94
189750	115
189800	95
189850	105
189900	119
189950	126
190000	103
