generation	Nc
179800	4263
179850	4308
179900	4178
179950	4172
180000	45
180005	67
180010	56
180015	49
180020	106
180025	109
180030	105
180035	124
180040	125
180045	131
180050	109
180100	128
180150	133
180200	126
180250	97
180300	107
180350	135
180400	131
180450	105
180500	102
180550	109
180600	115
180650	120
180700	107
180750	127
180800	103
180850	112
180900	110
180950	102
181000	109
181050	104
181100	108
181150	110
181200	117
181250	121
181300	104
181350	119
181400	104
181450	111
181500	106
181550	115
181600	119
181650	107
181700	111
181750	114
181800	98
181850	111
181900	109
181950	126
182000	117
182050	112
182100	101
182150	121
182200	117
182250	109
182300	108
182350	117
182400	109
182450	97
182500	109
182550	125
182600	114
182650	112
182700	119
182750	112
182800	118
182850	126
182900	135
182950	95
183000	110
183050	139
183100	113
183150	104
183200	93
183250	119
183300	132
183350	108
183400	109
183450	115
183500	101
183550	108
183600	102
183650	103
183700	124
183750	118
183800	149
183850	101
183900	126
183950	101
184000	98
184050	115
184100	109
184150	99
184200	113
184250	116
184300	112
184350	114
184400	95
184450	113
184500	118
184550	105
184600	130
184650	114
184700	108
184750	104
184800	100
184850	129
184900	121
184950	129
185000	118
185050	115
185100	110
185150	123
185200	122
185250	110
185300	102
185350	118
185400	98
185450	140
185500	112
185550	123
185600	97
185650	128
185700	110
185750	106
185800	123
185850	111
185900	106
185950	112
186000	108
186050	124
186100	123
186150	111
186200	98
186250	116
186300	124
186350	101
186400	119
186450	108
186500	124
186550	101
186600	88
186650	115
186700	108
186750	111
186800	99
186850	125
186900	119
186950	119
187000	133
187050	109
187100	94
187150	98
187200	114
187250	112
187300	107
187350	101
187400	123
187450	121
187500	118
187550	103
187600	132
187650	118
187700	125
187750	117
187800	106
187850	115
187900	100
187950	129
188000	125
188050	98
188100	107
188150	118
188200	106
188250	108
188300	108
188350	117
188400	115
188450	111
188500	109
188550	135
188600	109
188650	117
188700	108
188750	128
188800	112
188850	109
188900	126
188950	129
189000	127
189050	110
189100	93
189150	116
189200	125
189250	113
189300	100
189350	122
189400	101
189450	99
189500	109
189550	102
189600	119
189650	132
189700	103
189750	126
189800	117
189850	107
189900	106
189950	112
190000	110
