generation	Nc
179800	4291
179850	4166
179900	4130
179950	4245
180000	48
180005	50
180010	55
180015	65
180020	112
180025	108
180030	129
180035	100
180040	100
180045	131
180050	133
180100	99
180150	108
180200	100
180250	103
180300	118
180350	95
180400	113
180450	101
180500	111
180550	122
180600	115
180650	112
180700	121
180750	104
180800	110
180850	111
180900	102
180950	110
181000	98
181050	97
181100	105
181150	126
181200	107
181250	116
181300	120
181350	113
181400	120
181450	121
181500	84
181550	116
181600	126
181650	131
181700	110
181750	110
181800	112
181850	124
181900	127
181950	109
182000	119
182050	131
182100	124
182150	124
182200	117
182250	98
182300	111
182350	125
182400	111
182450	123
182500	115
182550	133
182600	115
182650	118
182700	100
182750	103
182800	128
182850	115
182900	111
182950	113
183000	108
183050	116
183100	105
183150	117
183200	102
183250	113
183300	130
183350	117
183400	120
183450	96
183500	99
183550	118
183600	96
183650	118
183700	109
183750	128
183800	119
183850	122
183900	102
183950	120
184000	108
184050	125
184100	106
184150	112
184200	113
184250	120
184300	128
184350	105
184400	114
184450	115
184500	90
184550	120
184600	122
184650	96
184700	120
184750	110
184800	117
184850	101
184900	127
184950	119
185000	113
185050	136
185100	96
185150	108
185200	119
185250	116
185300	133
185350	109
185400	110
185450	104
185500	105
185550	116
185600	120
185650	122
185700	114
185750	102
185800	112
185850	110
185900	111
185950	125
186000	113
186050	122
186100	122
186150	117
186200	101
186250	106
186300	122
186350	113
186400	101
186450	121
186500	126
186550	141
186600	113
186650	123
186700	105
186750	124
186800	108
186850	106
186900	99
186950	97
187000	109
187050	129
187100	121
187150	107
187200	121
187250	124
187300	111
187350	98
187400	120
187450	110
187500	102
187550	93
187600	101
187650	111
187700	111
187750	131
187800	111
187850	101
187900	115
187950	132
188000	111
188050	110
188100	122
188150	99
188200	97
188250	129
188300	111
188350	128
188400	99
188450	108
188500	123
188550	107
188600	122
188650	111
188700	122
188750	105
188800	102
188850	117
188900	134
188950	110
189000	105
189050	115
189100	102
189150	127
189200	119
189250	122
189300	109
189350	118
189400	118
189450	129
189500	124
189550	114
189600	106
189650	105
189700	116
189750	117
189800	120
189850	114
189900	114
189950	107
190000	103
