generation	Nc	average_age	max_age
179800	7495	3.93249	42
179850	7473	4.09434	59
179900	7556	3.98412	35
179950	7476	3.91132	48
180000	95	4.4	22
180005	106	3.49057	12
180010	98	3.87755	16
180015	98	4.16327	20
180020	95	4.2	24
180025	105	3.93333	24
180030	95	4.04211	29
180035	93	3.88172	25
180040	105	4	24
180045	92	4.34783	22
180050	97	3.31959	20
180100	100	3.57	30
180150	107	3.94393	21
180200	90	3.63333	16
180250	99	3.54545	19
180300	101	4.18812	20
180350	96	3.89583	19
180400	104	3.31731	20
180450	116	4.14655	23
180500	95	4.26316	21
180550	100	4.12	25
180600	86	3.55814	20
180650	92	4.23913	30
180700	97	3.94845	19
180750	104	4.18269	31
180800	94	4.30851	20
180850	91	4.21978	20
180900	105	4.6	27
180950	103	4	17
181000	95	4.26316	20
181050	110	2.50909	16
181100	97	5.51546	21
181150	98	4.05102	18
181200	105	3.85714	17
181250	90	4.8	23
181300	91	4.6044	53
181350	94	3.82979	21
181400	94	3.98936	16
181450	89	4.19101	19
181500	89	3.8764	24
181550	91	3.76923	20
181600	97	4.68041	21
181650	103	4.02913	21
181700	107	4.02804	17
181750	97	4.07216	25
181800	94	4.08511	23
181850	97	3.41237	15
181900	94	4.43617	22
181950	95	4.15789	25
182000	100	4.15	18
182050	90	5.03333	29
182100	90	4.22222	24
182150	108	3.92593	32
182200	101	3.78218	22
182250	101	4.23762	27
182300	95	4.4	26
182350	111	4.10811	21
182400	103	4.09709	20
182450	108	4.18519	25
182500	91	3.2967	19
182550	105	4.65714	21
182600	108	3.5	22
182650	96	4.26042	22
182700	107	5.19626	37
182750	97	4.85567	28
182800	106	4.11321	21
182850	102	4.70588	34
182900	104	3.84615	18
182950	103	4.15534	22
183000	106	3.16981	22
183050	103	4.18447	20
183100	94	4.19149	26
183150	98	3.22449	17
183200	107	4.53271	24
183250	96	3.90625	21
183300	110	4.26364	23
183350	100	3.76	24
183400	102	5.19608	28
183450	102	4.61765	45
183500	109	3.50459	15
183550	100	3.82	30
183600	101	4.0495	18
183650	100	3.95	19
183700	99	3.87879	18
183750	102	3.88235	29
183800	105	3.94286	23
183850	100	3.81	30
183900	96	4.23958	24
183950	102	4.82353	36
184000	98	4.97959	29
184050	103	3.65049	19
184100	101	4.0396	22
184150	99	4.07071	21
184200	101	4.19802	21
184250	108	4.96296	28
184300	105	3.75238	24
184350	94	4.31915	21
184400	105	3.46667	21
184450	105	3.71429	18
184500	90	3.52222	14
184550	94	4.21277	28
184600	90	3.92222	25
184650	105	3.98095	34
184700	103	3.78641	25
184750	106	3.98113	25
184800	92	3.43478	16
184850	109	3.66972	21
184900	101	4.40594	38
184950	99	4.57576	21
185000	101	3.90099	19
185050	87	3.96552	24
185100	93	4.63441	24
185150	106	3.61321	22
185200	103	3.27184	22
185250	102	4.15686	27
185300	105	3.31429	21
185350	109	4.37615	41
185400	99	4.49495	26
185450	96	4.32292	26
185500	105	3.20952	23
185550	102	3.98039	29
185600	101	3.85149	19
185650	108	3.81481	35
185700	105	4	19
185750	94	4.17021	20
185800	102	3.77451	23
185850	90	4.56667	27
185900	103	3.51456	15
185950	97	4.12371	22
186000	104	4.20192	20
186050	99	4.29293	29
186100	105	5.22857	29
186150	99	4.13131	14
186200	93	3.94624	27
186250	100	3.77	18
186300	97	2.92784	15
186350	90	4.5	30
186400	100	4.27	26
186450	100	4.27	30
186500	108	3.87037	20
186550	91	4.53846	25
186600	102	4.23529	23
186650	96	3.88542	23
186700	90	3.83333	18
186750	104	3.60577	20
186800	104	3.76923	19
186850	85	3.97647	26
186900	99	3.78788	20
186950	104	4	27
187000	104	4.14423	20
187050	106	4.43396	19
187100	94	3.88298	18
187150	89	4	22
187200	103	4.24272	23
187250	107	3.29907	23
187300	99	5.09091	36
187350	101	3.55446	17
187400	99	4.15152	22
187450	107	4.03738	23
187500	99	4.41414	24
187550	91	3.95604	19
187600	95	3.42105	17
187650	96	4.14583	28
187700	99	3.93939	18
187750	95	3.91579	19
187800	106	3.58491	22
187850	103	4.54369	19
187900	97	3.45361	20
187950	107	4.56075	26
188000	91	4.16484	19
188050	98	3.4898	20
188100	110	3.86364	25
188150	95	3.85263	22
188200	106	4.16981	26
188250	104	4.48077	32
188300	94	3.81915	19
188350	100	4.23	21
188400	103	3.96117	22
188450	108	4.15741	24
188500	107	4.05607	25
188550	101	4.63366	18
188600	108	4.12037	25
188650	108	4.12963	20
188700	105	4.20952	26
188750	94	3.92553	22
188800	93	4.06452	25
188850	106	3.91509	27
188900	99	3.80808	19
188950	99	3.91919	27
189000	101	4.26733	23
189050	99	4.12121	22
189100	97	3.30928	14
189150	94	4.65957	25
189200	97	4.46392	19
189250	99	3.31313	24
189300	94	3.95745	26
189350	101	3.92079	24
189400	109	3.65138	17
189450	105	3.52381	23
189500	100	3.16	26
189550	94	5.11702	26
189600	98	4.70408	25
189650	108	3.49074	19
189700	94	4.39362	28
189750	91	4.69231	22
189800	102	4.07843	23
189850	90	3.55556	25
189900	99	3.45455	19
189950	92	3.79348	19
190000	103	3.93204	28
