generation	Nc
179800	4361
179850	4179
179900	4155
179950	4309
180000	65
180005	58
180010	49
180015	54
180020	118
180025	108
180030	112
180035	116
180040	104
180045	106
180050	121
180100	98
180150	100
180200	132
180250	93
180300	107
180350	103
180400	106
180450	100
180500	114
180550	111
180600	113
180650	97
180700	110
180750	130
180800	105
180850	139
180900	118
180950	103
181000	122
181050	117
181100	115
181150	126
181200	110
181250	115
181300	118
181350	111
181400	101
181450	106
181500	121
181550	102
181600	103
181650	114
181700	125
181750	110
181800	88
181850	99
181900	113
181950	108
182000	122
182050	120
182100	119
182150	133
182200	122
182250	107
182300	110
182350	123
182400	119
182450	116
182500	104
182550	113
182600	99
182650	143
182700	115
182750	118
182800	118
182850	113
182900	101
182950	131
183000	111
183050	106
183100	107
183150	92
183200	107
183250	122
183300	113
183350	126
183400	97
183450	99
183500	111
183550	115
183600	106
183650	96
183700	125
183750	122
183800	110
183850	112
183900	109
183950	122
184000	133
184050	108
184100	103
184150	110
184200	126
184250	111
184300	128
184350	122
184400	127
184450	107
184500	88
184550	123
184600	117
184650	117
184700	120
184750	111
184800	102
184850	112
184900	108
184950	116
185000	116
185050	118
185100	123
185150	100
185200	127
185250	108
185300	124
185350	106
185400	123
185450	103
185500	123
185550	120
185600	108
185650	99
185700	128
185750	121
185800	128
185850	120
185900	118
185950	114
186000	120
186050	112
186100	107
186150	105
186200	100
186250	98
186300	105
186350	104
186400	112
186450	120
186500	120
186550	134
186600	122
186650	102
186700	116
186750	123
186800	86
186850	117
186900	106
186950	106
187000	104
187050	100
187100	118
187150	115
187200	104
187250	102
187300	115
187350	108
187400	111
187450	109
187500	133
187550	110
187600	93
187650	110
187700	126
187750	108
187800	115
187850	117
187900	101
187950	101
188000	111
188050	104
188100	102
188150	112
188200	112
188250	103
188300	114
188350	114
188400	125
188450	112
188500	114
188550	113
188600	106
188650	112
188700	112
188750	97
188800	127
188850	111
188900	116
188950	119
189000	127
189050	111
189100	109
189150	114
189200	118
189250	96
189300	97
189350	121
189400	107
189450	109
189500	111
189550	107
189600	111
189650	118
189700	112
189750	102
189800	115
189850	125
189900	106
189950	123
190000	107
