generation	Nc
179800	4271
179850	4254
179900	4344
179950	4307
180000	66
180005	50
180010	55
180015	66
180020	131
180025	103
180030	110
180035	119
180040	110
180045	112
180050	118
180100	108
180150	126
180200	114
180250	114
180300	112
180350	108
180400	119
180450	115
180500	111
180550	131
180600	114
180650	109
180700	115
180750	113
180800	117
180850	113
180900	126
180950	118
181000	109
181050	111
181100	117
181150	141
181200	104
181250	117
181300	135
181350	112
181400	113
181450	108
181500	111
181550	99
181600	122
181650	117
181700	128
181750	102
181800	106
181850	116
181900	122
181950	124
182000	108
182050	114
182100	122
182150	124
182200	130
182250	107
182300	113
182350	116
182400	101
182450	103
182500	104
182550	107
182600	120
182650	96
182700	126
182750	137
182800	90
182850	123
182900	113
182950	123
183000	137
183050	130
183100	106
183150	126
183200	110
183250	92
183300	93
183350	121
183400	138
183450	117
183500	87
183550	119
183600	114
183650	115
183700	99
183750	90
183800	114
183850	107
183900	110
183950	116
184000	80
184050	127
184100	107
184150	114
184200	85
184250	109
184300	130
184350	123
184400	101
184450	102
184500	122
184550	109
184600	107
184650	125
184700	110
184750	115
184800	135
184850	109
184900	109
184950	83
185000	110
185050	116
185100	129
185150	117
185200	121
185250	118
185300	106
185350	128
185400	110
185450	113
185500	124
185550	128
185600	123
185650	116
185700	128
185750	109
185800	102
185850	106
185900	106
185950	118
186000	97
186050	102
186100	100
186150	102
186200	116
186250	102
186300	127
186350	98
186400	119
186450	105
186500	102
186550	118
186600	124
186650	122
186700	127
186750	136
186800	128
186850	116
186900	96
186950	122
187000	123
187050	107
187100	140
187150	116
187200	106
187250	117
187300	131
187350	105
187400	117
187450	101
187500	108
187550	108
187600	109
187650	132
187700	118
187750	133
187800	114
187850	104
187900	131
187950	100
188000	102
188050	119
188100	112
188150	122
188200	104
188250	121
188300	98
188350	107
188400	108
188450	122
188500	115
188550	114
188600	101
188650	110
188700	135
188750	117
188800	102
188850	102
188900	128
188950	112
189000	107
189050	109
189100	106
189150	107
189200	132
189250	119
189300	113
189350	108
189400	128
189450	113
189500	106
189550	99
189600	108
189650	110
189700	121
189750	113
189800	118
189850	132
189900	121
189950	126
190000	111
