generation	Nc
179800	4258
179850	4214
179900	4208
179950	4304
180000	51
180005	57
180010	52
180015	64
180020	110
180025	109
180030	111
180035	105
180040	121
180045	116
180050	114
180100	120
180150	117
180200	117
180250	107
180300	128
180350	110
180400	119
180450	120
180500	102
180550	100
180600	116
180650	93
180700	102
180750	120
180800	106
180850	123
180900	116
180950	131
181000	109
181050	117
181100	117
181150	113
181200	101
181250	112
181300	102
181350	107
181400	114
181450	95
181500	124
181550	118
181600	104
181650	120
181700	118
181750	113
181800	115
181850	119
181900	88
181950	92
182000	116
182050	109
182100	124
182150	117
182200	97
182250	110
182300	112
182350	126
182400	116
182450	102
182500	108
182550	111
182600	137
182650	138
182700	126
182750	134
182800	132
182850	106
182900	106
182950	119
183000	135
183050	90
183100	131
183150	126
183200	106
183250	104
183300	119
183350	142
183400	134
183450	113
183500	128
183550	100
183600	113
183650	88
183700	98
183750	111
183800	100
183850	115
183900	121
183950	133
184000	133
184050	121
184100	111
184150	109
184200	119
184250	121
184300	113
184350	128
184400	117
184450	116
184500	115
184550	122
184600	128
184650	94
184700	120
184750	111
184800	110
184850	123
184900	101
184950	111
185000	122
185050	117
185100	115
185150	107
185200	119
185250	129
185300	124
185350	115
185400	123
185450	119
185500	113
185550	100
185600	101
185650	111
185700	106
185750	97
185800	113
185850	121
185900	106
185950	121
186000	117
186050	98
186100	131
186150	109
186200	114
186250	100
186300	98
186350	112
186400	106
186450	131
186500	121
186550	100
186600	120
186650	115
186700	119
186750	111
186800	121
186850	112
186900	94
186950	105
187000	126
187050	110
187100	125
187150	108
187200	99
187250	113
187300	109
187350	122
187400	104
187450	120
187500	106
187550	127
187600	112
187650	106
187700	121
187750	122
187800	100
187850	114
187900	131
187950	120
188000	107
188050	109
188100	116
188150	121
188200	113
188250	112
188300	107
188350	119
188400	118
188450	122
188500	100
188550	116
188600	101
188650	117
188700	119
188750	110
188800	101
188850	93
188900	103
188950	119
189000	120
189050	132
189100	107
189150	120
189200	107
189250	125
189300	103
189350	108
189400	97
189450	125
189500	102
189550	98
189600	113
189650	117
189700	125
189750	112
189800	123
189850	122
189900	113
189950	108
190000	101
