generation	Nc
179800	4275
179850	4261
179900	4207
179950	4345
180000	56
180005	61
180010	46
180015	60
180020	106
180025	108
180030	106
180035	103
180040	108
180045	108
180050	130
180100	116
180150	121
180200	109
180250	97
180300	87
180350	111
180400	121
180450	106
180500	122
180550	123
180600	103
180650	106
180700	111
180750	110
180800	107
180850	109
180900	102
180950	135
181000	118
181050	111
181100	127
181150	131
181200	114
181250	117
181300	100
181350	106
181400	119
181450	128
181500	118
181550	121
181600	114
181650	123
181700	101
181750	126
181800	101
181850	111
181900	112
181950	109
182000	123
182050	112
182100	106
182150	99
182200	117
182250	111
182300	122
182350	114
182400	105
182450	100
182500	102
182550	119
182600	118
182650	118
182700	107
182750	102
182800	118
182850	107
182900	113
182950	124
183000	114
183050	106
183100	112
183150	111
183200	105
183250	122
183300	124
183350	108
183400	93
183450	118
183500	104
183550	111
183600	112
183650	114
183700	116
183750	106
183800	123
183850	123
183900	108
183950	103
184000	89
184050	111
184100	109
184150	117
184200	142
184250	120
184300	118
184350	105
184400	115
184450	103
184500	102
184550	112
184600	122
184650	87
184700	117
184750	106
184800	131
184850	101
184900	124
184950	127
185000	120
185050	111
185100	105
185150	105
185200	128
185250	111
185300	103
185350	114
185400	123
185450	112
185500	140
185550	102
185600	100
185650	131
185700	98
185750	90
185800	121
185850	122
185900	109
185950	114
186000	118
186050	112
186100	113
186150	123
186200	110
186250	113
186300	116
186350	129
186400	124
186450	116
186500	114
186550	101
186600	89
186650	110
186700	139
186750	108
186800	106
186850	108
186900	136
186950	110
187000	112
187050	114
187100	107
187150	114
187200	132
187250	112
187300	100
187350	111
187400	105
187450	108
187500	116
187550	110
187600	109
187650	124
187700	131
187750	106
187800	122
187850	110
187900	119
187950	114
188000	127
188050	137
188100	149
188150	123
188200	115
188250	108
188300	99
188350	95
188400	104
188450	119
188500	105
188550	105
188600	114
188650	121
188700	96
188750	111
188800	98
188850	119
188900	113
188950	118
189000	99
189050	117
189100	124
189150	119
189200	101
189250	110
189300	112
189350	109
189400	106
189450	122
189500	111
189550	135
189600	91
189650	118
189700	128
189750	110
189800	124
189850	104
189900	117
189950	101
190000	99
