generation	Nc	average_age	max_age
179800	7538	3.9476	47
179850	7472	3.94767	33
179900	7450	4.00631	44
179950	7399	3.99162	41
180000	92	4.70652	24
180005	96	4.14583	25
180010	90	3.71111	30
180015	97	3.98969	30
180020	99	3.49495	18
180025	105	4.38095	22
180030	114	4.26316	25
180035	101	4.12871	21
180040	109	3.42202	19
180045	99	3.42424	24
180050	103	4.02913	17
180100	101	3.55446	19
180150	105	3.99048	22
180200	96	3.76042	37
180250	99	4.68687	25
180300	100	3.93	24
180350	98	3.96939	27
180400	93	4.32258	21
180450	93	3.95699	24
180500	101	3.14851	17
180550	95	3.81053	28
180600	97	4.18557	20
180650	92	3.58696	19
180700	101	4.0495	19
180750	96	3.17708	18
180800	90	3.65556	20
180850	100	3.57	17
180900	93	3.82796	23
180950	116	4.17241	27
181000	105	3.85714	22
181050	100	4.49	18
181100	92	4.61957	26
181150	96	4.29167	22
181200	105	3.66667	32
181250	101	4.21782	24
181300	96	4.41667	27
181350	103	4.34951	31
181400	96	3.83333	20
181450	117	4.11111	35
181500	102	4.0098	21
181550	88	3.95455	21
181600	98	3.65306	19
181650	94	3.59574	37
181700	99	3.9899	19
181750	101	4.43564	33
181800	93	3.51613	18
181850	93	4.32258	51
181900	100	4.12	15
181950	94	3.78723	17
182000	106	3.72642	22
182050	97	4.53608	27
182100	103	4.46602	36
182150	100	4.22	23
182200	110	3.2	15
182250	96	4.05208	29
182300	103	4.02913	24
182350	104	4.48077	33
182400	106	4	18
182450	92	3.95652	25
182500	108	4.16667	19
182550	94	4.28723	20
182600	104	3.70192	15
182650	95	4.81053	24
182700	102	4.46078	25
182750	114	4.11404	21
182800	101	3.90099	18
182850	108	4.88889	29
182900	89	3.76404	25
182950	91	3.6044	16
183000	102	3.46078	22
183050	99	3.63636	23
183100	100	4.3	22
183150	107	3.63551	19
183200	101	3.89109	18
183250	94	4.39362	25
183300	106	4.21698	23
183350	95	4.23158	20
183400	98	3.71429	21
183450	93	4.80645	22
183500	92	3.82609	18
183550	89	4.52809	27
183600	100	4.83	20
183650	105	4.24762	28
183700	89	3.58427	29
183750	101	4.20792	26
183800	92	3.8913	20
183850	104	3.81731	17
183900	97	3.35052	16
183950	107	4.41121	28
184000	98	4.66327	28
184050	101	4.08911	27
184100	114	3.71053	19
184150	101	3.85149	21
184200	107	3.4486	20
184250	97	3.59794	19
184300	98	4.36735	20
184350	102	4.32353	19
184400	102	5.06863	27
184450	97	3.96907	32
184500	103	3.79612	17
184550	105	4.00952	24
184600	96	4.1875	21
184650	110	4.4	20
184700	92	4.78261	22
184750	104	3.71154	28
184800	103	3.67961	33
184850	100	3.89	19
184900	97	4.30928	19
184950	106	3.90566	18
185000	111	3.81081	20
185050	98	4.95918	24
185100	104	5.03846	20
185150	98	4.20408	21
185200	107	3.57944	24
185250	95	3.34737	18
185300	92	3.94565	22
185350	103	4.07767	23
185400	102	3.97059	22
185450	102	4.02941	28
185500	101	4.32673	24
185550	100	4.32	28
185600	103	3.97087	22
185650	99	3.54545	17
185700	106	4.39623	21
185750	93	3.73118	24
185800	102	4.39216	19
185850	103	3.26214	13
185900	103	3.87379	35
185950	94	3.60638	23
186000	104	3.90385	13
186050	103	3.82524	17
186100	105	5.01905	29
186150	100	4.48	26
186200	95	3.89474	22
186250	101	3.86139	19
186300	112	4.22321	21
186350	101	4.0198	19
186400	98	3.62245	17
186450	94	3.89362	36
186500	89	3.86517	25
186550	103	3.99029	22
186600	113	3.9646	17
186650	97	3.98969	22
186700	103	3.74757	31
186750	99	3.77778	21
186800	92	4.38043	35
186850	102	4.48039	28
186900	91	3.67033	17
186950	108	4.35185	23
187000	95	4.73684	20
187050	104	3.74038	19
187100	113	4	18
187150	95	4.18947	30
187200	98	4.09184	20
187250	90	4.2	22
187300	93	3.2043	16
187350	95	4.13684	20
187400	109	5.11009	32
187450	105	3.45714	24
187500	98	3.64286	18
187550	103	3.00971	19
187600	97	4.27835	20
187650	113	3.90265	25
187700	92	3.58696	19
187750	103	5.13592	25
187800	103	3.73786	13
187850	101	4.61386	24
187900	88	4.125	20
187950	88	3.97727	18
188000	97	4.45361	19
188050	84	4.05952	21
188100	102	4.5098	18
188150	101	3.34653	19
188200	97	4.37113	23
188250	96	4.55208	20
188300	101	3.36634	25
188350	99	3.92929	17
188400	93	3.49462	15
188450	105	3.28571	16
188500	100	3.56	31
188550	93	3.90323	19
188600	105	4.80952	22
188650	97	4.15464	33
188700	98	3.82653	20
188750	96	4.51042	27
188800	92	4.3913	24
188850	92	4.41304	23
188900	91	4.02198	26
188950	103	4.18447	26
189000	98	3.70408	31
189050	106	2.83019	12
189100	97	3.50515	22
189150	96	3.22917	13
189200	94	4.04255	20
189250	99	3.88889	14
189300	103	3.53398	26
189350	108	3.33333	25
189400	103	4.38835	23
189450	100	3.51	26
189500	101	4.0198	18
189550	102	4.4902	22
189600	110	3.81818	18
189650	110	3.75455	27
189700	107	4.75701	29
189750	97	3.92784	24
189800	89	4.24719	31
189850	94	4.05319	36
189900	101	4.21782	22
189950	106	4.01887	22
190000	98	4.29592	20
