generation	Nc
179800	4332
179850	4274
179900	4216
179950	4247
180000	58
180005	73
180010	55
180015	55
180020	95
180025	131
180030	115
180035	124
180040	114
180045	113
180050	107
180100	96
180150	102
180200	96
180250	105
180300	106
180350	132
180400	125
180450	126
180500	113
180550	122
180600	111
180650	103
180700	104
180750	119
180800	121
180850	108
180900	126
180950	106
181000	100
181050	105
181100	124
181150	134
181200	111
181250	112
181300	111
181350	113
181400	135
181450	116
181500	102
181550	110
181600	123
181650	123
181700	109
181750	105
181800	136
181850	95
181900	113
181950	114
182000	112
182050	118
182100	123
182150	117
182200	113
182250	106
182300	129
182350	118
182400	93
182450	104
182500	110
182550	107
182600	95
182650	118
182700	122
182750	103
182800	105
182850	116
182900	130
182950	120
183000	89
183050	126
183100	124
183150	122
183200	112
183250	99
183300	110
183350	123
183400	102
183450	126
183500	105
183550	98
183600	112
183650	112
183700	106
183750	122
183800	99
183850	127
183900	117
183950	103
184000	103
184050	106
184100	124
184150	115
184200	108
184250	120
184300	125
184350	115
184400	90
184450	108
184500	86
184550	109
184600	115
184650	118
184700	109
184750	123
184800	114
184850	132
184900	119
184950	109
185000	126
185050	124
185100	126
185150	106
185200	104
185250	115
185300	114
185350	109
185400	98
185450	88
185500	102
185550	101
185600	118
185650	104
185700	110
185750	104
185800	109
185850	114
185900	121
185950	107
186000	120
186050	125
186100	88
186150	102
186200	109
186250	109
186300	139
186350	94
186400	109
186450	127
186500	118
186550	96
186600	120
186650	110
186700	112
186750	113
186800	94
186850	101
186900	120
186950	113
187000	123
187050	123
187100	131
187150	125
187200	125
187250	106
187300	108
187350	116
187400	115
187450	133
187500	116
187550	124
187600	113
187650	118
187700	111
187750	126
187800	112
187850	105
187900	102
187950	109
188000	101
188050	109
188100	102
188150	113
188200	110
188250	117
188300	112
188350	98
188400	114
188450	96
188500	106
188550	107
188600	118
188650	132
188700	115
188750	130
188800	120
188850	119
188900	112
188950	136
189000	107
189050	99
189100	119
189150	94
189200	109
189250	113
189300	109
189350	103
189400	122
189450	109
189500	110
189550	124
189600	127
189650	119
189700	115
189750	115
189800	104
189850	115
189900	107
189950	114
190000	125
