generation	Nc
179800	4276
179850	4333
179900	4118
179950	4302
180000	55
180005	53
180010	47
180015	70
180020	119
180025	105
180030	120
180035	110
180040	105
180045	105
180050	97
180100	104
180150	115
180200	107
180250	102
180300	108
180350	115
180400	100
180450	107
180500	108
180550	133
180600	122
180650	115
180700	101
180750	120
180800	112
180850	104
180900	121
180950	108
181000	108
181050	121
181100	109
181150	110
181200	111
181250	116
181300	107
181350	129
181400	130
181450	106
181500	111
181550	130
181600	104
181650	131
181700	106
181750	121
181800	101
181850	112
181900	120
181950	131
182000	119
182050	115
182100	114
182150	97
182200	131
182250	115
182300	114
182350	132
182400	101
182450	127
182500	114
182550	106
182600	99
182650	103
182700	107
182750	109
182800	110
182850	128
182900	107
182950	152
183000	118
183050	118
183100	120
183150	94
183200	92
183250	114
183300	103
183350	123
183400	113
183450	131
183500	112
183550	89
183600	108
183650	114
183700	103
183750	103
183800	121
183850	114
183900	110
183950	126
184000	105
184050	103
184100	108
184150	113
184200	115
184250	105
184300	123
184350	128
184400	122
184450	99
184500	119
184550	118
184600	106
184650	128
184700	120
184750	95
184800	117
184850	121
184900	115
184950	125
185000	112
185050	101
185100	112
185150	108
185200	110
185250	116
185300	114
185350	117
185400	106
185450	99
185500	126
185550	118
185600	91
185650	100
185700	109
185750	106
185800	109
185850	110
185900	105
185950	116
186000	101
186050	122
186100	101
186150	121
186200	141
186250	87
186300	120
186350	119
186400	123
186450	96
186500	121
186550	111
186600	129
186650	91
186700	118
186750	142
186800	126
186850	120
186900	118
186950	123
187000	126
187050	112
187100	110
187150	110
187200	129
187250	145
187300	113
187350	116
187400	111
187450	129
187500	102
187550	110
187600	104
187650	107
187700	120
187750	114
187800	101
187850	113
187900	110
187950	105
188000	107
188050	121
188100	121
188150	112
188200	106
188250	123
188300	115
188350	97
188400	88
188450	116
188500	103
188550	113
188600	88
188650	109
188700	111
188750	105
188800	88
188850	106
188900	120
188950	122
189000	106
189050	129
189100	103
189150	117
189200	116
189250	138
189300	114
189350	117
189400	110
189450	118
189500	102
189550	101
189600	107
189650	127
189700	92
189750	113
189800	122
189850	118
189900	113
189950	130
190000	105
