generation	Nc
179800	4305
179850	4294
179900	4314
179950	4290
180000	54
180005	53
180010	50
180015	60
180020	118
180025	84
180030	109
180035	104
180040	110
180045	123
180050	113
180100	105
180150	127
180200	113
180250	108
180300	119
180350	126
180400	129
180450	98
180500	103
180550	108
180600	129
180650	100
180700	107
180750	118
180800	106
180850	115
180900	113
180950	118
181000	124
181050	122
181100	113
181150	109
181200	118
181250	102
181300	118
181350	111
181400	122
181450	109
181500	98
181550	109
181600	125
181650	116
181700	97
181750	116
181800	118
181850	97
181900	96
181950	119
182000	89
182050	114
182100	94
182150	102
182200	106
182250	103
182300	113
182350	127
182400	113
182450	104
182500	118
182550	109
182600	121
182650	133
182700	100
182750	110
182800	104
182850	102
182900	104
182950	123
183000	107
183050	117
183100	116
183150	133
183200	124
183250	117
183300	142
183350	111
183400	110
183450	109
183500	134
183550	108
183600	104
183650	113
183700	112
183750	119
183800	99
183850	97
183900	114
183950	129
184000	121
184050	113
184100	109
184150	121
184200	110
184250	110
184300	128
184350	90
184400	122
184450	123
184500	100
184550	108
184600	126
184650	112
184700	104
184750	112
184800	112
184850	104
184900	101
184950	107
185000	113
185050	109
185100	108
185150	111
185200	106
185250	100
185300	103
185350	103
185400	100
185450	124
185500	122
185550	110
185600	107
185650	120
185700	107
185750	105
185800	113
185850	121
185900	112
185950	114
186000	108
186050	116
186100	128
186150	124
186200	107
186250	125
186300	113
186350	105
186400	112
186450	116
186500	121
186550	119
186600	126
186650	108
186700	104
186750	103
186800	126
186850	122
186900	103
186950	106
187000	88
187050	121
187100	120
187150	116
187200	105
187250	120
187300	109
187350	120
187400	122
187450	115
187500	112
187550	126
187600	133
187650	123
187700	106
187750	112
187800	107
187850	104
187900	103
187950	105
188000	123
188050	118
188100	118
188150	109
188200	118
188250	100
188300	117
188350	125
188400	134
188450	111
188500	108
188550	118
188600	116
188650	104
188700	120
188750	115
188800	115
188850	120
188900	100
188950	96
189000	123
189050	135
189100	95
189150	101
189200	133
189250	92
189300	113
189350	119
189400	93
189450	97
189500	101
189550	129
189600	131
189650	113
189700	110
189750	104
189800	122
189850	105
189900	103
189950	119
190000	128
