generation	Nc	average_age	max_age
179800	7567	3.99049	40
179850	7479	3.95695	38
179900	7578	3.96147	43
179950	7466	3.98995	44
180000	93	5.72043	21
180005	110	3.76364	25
180010	105	3.70476	20
180015	100	3.59	24
180020	95	3.69474	29
180025	108	3.30556	16
180030	96	3.88542	21
180035	90	2.97778	20
180040	106	3.67925	25
180045	108	3.74074	30
180050	96	3.96875	35
180100	107	3.69159	18
180150	99	4.14141	22
180200	95	4.29474	30
180250	103	5.04854	30
180300	106	4.31132	24
180350	105	3.31429	22
180400	100	3.48	18
180450	102	3.96078	23
180500	100	3.86	25
180550	102	3.83333	17
180600	93	4.31183	19
180650	89	3.8764	21
180700	102	3.55882	17
180750	93	3.46237	30
180800	97	4.10309	19
180850	102	4.20588	29
180900	109	3.47706	16
180950	102	4.58824	20
181000	115	4.03478	28
181050	98	4.09184	23
181100	93	4.27957	25
181150	107	3.70093	25
181200	104	4.30769	24
181250	95	3.45263	13
181300	105	3.44762	16
181350	93	4.22581	29
181400	102	4.54902	23
181450	109	3.97248	24
181500	93	3.67742	16
181550	84	3.89286	25
181600	93	4.32258	31
181650	96	4.30208	33
181700	94	3.71277	21
181750	96	4.14583	26
181800	93	3.74194	16
181850	102	3.86275	35
181900	93	3.47312	20
181950	81	4.02469	16
182000	98	4.03061	17
182050	107	3.94393	22
182100	103	3.8932	24
182150	110	3.57273	21
182200	102	4.52941	36
182250	100	4.64	20
182300	86	3.87209	17
182350	96	4.64583	29
182400	102	4.36275	20
182450	87	3.88506	20
182500	101	4.12871	27
182550	91	3.74725	19
182600	100	3.75	16
182650	96	4.125	23
182700	95	3.53684	20
182750	112	4.40179	29
182800	93	4.78495	32
182850	101	4.05941	20
182900	89	4.30337	20
182950	96	3.84375	18
183000	100	3.63	21
183050	97	4.14433	31
183100	92	4.83696	22
183150	101	4.06931	28
183200	104	3.97115	22
183250	95	4.36842	20
183300	110	3.88182	22
183350	101	4.0495	19
183400	101	3.38614	16
183450	101	3.94059	21
183500	112	3.9375	26
183550	91	4.16484	22
183600	102	4.5098	20
183650	106	4.16981	32
183700	101	4.40594	30
183750	97	4.03093	16
183800	99	3.16162	16
183850	87	4.83908	24
183900	91	4.15385	35
183950	98	3.61224	22
184000	98	3.69388	17
184050	92	3.56522	14
184100	102	4.04902	33
184150	106	4.16981	23
184200	104	3.78846	20
184250	104	3.36538	18
184300	106	4.48113	22
184350	97	3.90722	17
184400	91	3.64835	24
184450	96	4	26
184500	104	3.89423	31
184550	90	4.15556	18
184600	99	3.84848	33
184650	86	3.10465	18
184700	96	4.1875	20
184750	98	3.92857	40
184800	104	4.97115	25
184850	95	4.4	21
184900	112	4.64286	33
184950	107	3.79439	19
185000	102	3.81373	27
185050	99	4.20202	21
185100	83	3.54217	28
185150	114	4.01754	23
185200	100	4.45	23
185250	112	3.625	22
185300	96	4.30208	23
185350	95	3.48421	29
185400	101	3.39604	20
185450	94	3.42553	17
185500	101	4.0297	26
185550	103	5.20388	27
185600	101	4.47525	19
185650	96	4.625	29
185700	98	4.53061	25
185750	95	3.84211	16
185800	96	4.02083	21
185850	96	3.82292	20
185900	95	3.48421	18
185950	104	4.46154	27
186000	96	3.69792	15
186050	101	4.72277	24
186100	93	4.15054	21
186150	107	4.04673	27
186200	99	4.25253	27
186250	94	4	20
186300	96	4.38542	22
186350	111	4.06306	18
186400	91	3.48352	17
186450	106	4.26415	17
186500	105	3.18095	14
186550	90	3.57778	17
186600	101	4.05941	25
186650	92	3.91304	25
186700	103	4.37864	20
186750	99	3.81818	19
186800	105	4.19048	30
186850	105	4.31429	25
186900	98	3.5102	20
186950	86	4.25581	22
187000	100	3.8	21
187050	103	3.49515	24
187100	94	4.76596	28
187150	110	3.55455	31
187200	102	3.71569	15
187250	100	4.25	19
187300	93	3.51613	30
187350	108	2.9537	14
187400	96	3.94792	28
187450	106	4.5566	38
187500	112	4.33929	23
187550	96	4.96875	35
187600	100	3.43	14
187650	89	3.8764	19
187700	104	4.14423	22
187750	95	4.10526	19
187800	100	4.16	19
187850	99	4.12121	17
187900	96	3.86458	31
187950	98	4.70408	38
188000	101	4.0297	18
188050	97	4.35052	17
188100	90	4.3	34
188150	94	3.40426	25
188200	100	3.68	28
188250	90	4.12222	21
188300	106	4.39623	32
188350	93	2.97849	17
188400	103	3.36893	18
188450	103	3.74757	23
188500	101	3.9505	20
188550	97	3.75258	36
188600	103	4.57282	21
188650	98	3.86735	24
188700	96	4.875	39
188750	102	4.21569	28
188800	106	4.54717	23
188850	92	3.6413	22
188900	108	3.73148	32
188950	106	4.20755	35
189000	95	3.63158	17
189050	98	4.05102	19
189100	105	4.2	22
189150	98	4.70408	25
189200	98	3.88776	21
189250	105	3.72381	19
189300	99	3.60606	21
189350	85	4.68235	19
189400	103	3.6699	23
189450	104	4.23077	24
189500	96	3.96875	20
189550	93	4.34409	19
189600	90	4.43333	20
189650	99	4.12121	23
189700	100	3.46	14
189750	110	3.51818	43
189800	94	3.7234	15
189850	99	4.38384	27
189900	99	4.28283	28
189950	106	4.65094	27
190000	97	3.73196	19
