generation	Nc
179800	4167
179850	4315
179900	4389
179950	4317
180000	66
180005	61
180010	52
180015	48
180020	102
180025	116
180030	98
180035	112
180040	123
180045	101
180050	104
180100	123
180150	113
180200	128
180250	114
180300	103
180350	104
180400	112
180450	102
180500	96
180550	132
180600	126
180650	113
180700	108
180750	109
180800	103
180850	115
180900	105
180950	124
181000	117
181050	106
181100	118
181150	111
181200	96
181250	132
181300	102
181350	96
181400	104
181450	91
181500	120
181550	112
181600	112
181650	136
181700	114
181750	106
181800	117
181850	110
181900	101
181950	115
182000	122
182050	94
182100	105
182150	104
182200	106
182250	101
182300	123
182350	96
182400	130
182450	119
182500	108
182550	129
182600	130
182650	128
182700	109
182750	119
182800	105
182850	100
182900	128
182950	123
183000	126
183050	124
183100	118
183150	113
183200	105
183250	121
183300	98
183350	120
183400	111
183450	113
183500	132
183550	102
183600	108
183650	131
183700	121
183750	117
183800	101
183850	93
183900	112
183950	104
184000	116
184050	132
184100	116
184150	108
184200	99
184250	117
184300	111
184350	106
184400	114
184450	121
184500	107
184550	129
184600	122
184650	108
184700	126
184750	107
184800	111
184850	111
184900	102
184950	106
185000	107
185050	94
185100	108
185150	97
185200	115
185250	123
185300	104
185350	121
185400	108
185450	119
185500	110
185550	100
185600	104
185650	109
185700	103
185750	110
185800	106
185850	91
185900	121
185950	104
186000	115
186050	89
186100	129
186150	123
186200	104
186250	109
186300	115
186350	101
186400	129
186450	106
186500	100
186550	112
186600	113
186650	103
186700	112
186750	104
186800	113
186850	117
186900	107
186950	128
187000	124
187050	111
187100	104
187150	121
187200	120
187250	107
187300	118
187350	123
187400	106
187450	122
187500	115
187550	114
187600	116
187650	114
187700	123
187750	114
187800	112
187850	110
187900	98
187950	97
188000	91
188050	103
188100	112
188150	120
188200	118
188250	95
188300	101
188350	132
188400	114
188450	116
188500	125
188550	117
188600	107
188650	114
188700	148
188750	129
188800	124
188850	88
188900	116
188950	118
189000	124
189050	114
189100	103
189150	108
189200	108
189250	111
189300	118
189350	109
189400	97
189450	127
189500	97
189550	119
189600	129
189650	104
189700	104
189750	114
189800	114
189850	118
189900	105
189950	106
190000	105
