generation	Nc	average_age	max_age
179800	7517	4.07822	38
179850	7477	4.02595	41
179900	7533	3.96987	38
179950	7423	4.02304	37
180000	106	5.45283	22
180005	93	4.1828	21
180010	98	3.66327	19
180015	94	4.09574	18
180020	104	3.98077	23
180025	101	3.9901	21
180030	102	4.31373	26
180035	94	4.43617	20
180040	90	3.97778	18
180045	107	3.97196	20
180050	105	3.90476	22
180100	99	4.17172	26
180150	95	4.18947	18
180200	98	4.53061	35
180250	98	4.11224	20
180300	100	3.44	24
180350	108	3.94444	22
180400	97	3.72165	17
180450	120	4.06667	21
180500	100	3.33	24
180550	104	4.03846	31
180600	91	4.08791	22
180650	88	3.88636	36
180700	93	2.90323	13
180750	101	4.50495	33
180800	102	4.27451	30
180850	101	4.16832	20
180900	97	3.69072	22
180950	90	4.52222	30
181000	99	3.55556	29
181050	106	4.21698	19
181100	95	4.02105	24
181150	104	4.92308	25
181200	98	4.59184	27
181250	92	4.07609	22
181300	107	4.13084	22
181350	108	3.75926	30
181400	102	4.79412	40
181450	102	3.60784	17
181500	107	4.13084	23
181550	91	4.36264	24
181600	98	3.80612	23
181650	101	4.55446	23
181700	105	3.94286	20
181750	103	3.74757	14
181800	95	3.54737	19
181850	102	4.38235	22
181900	95	3.93684	36
181950	104	4.42308	33
182000	95	3.58947	18
182050	102	3.28431	17
182100	93	3.69892	26
182150	108	4.37963	25
182200	108	3.65741	21
182250	106	4.18868	24
182300	111	3.73874	23
182350	98	3.68367	22
182400	84	4.77381	29
182450	106	3.87736	29
182500	102	3.55882	19
182550	95	4.87368	21
182600	99	4.29293	27
182650	97	3.91753	26
182700	94	3.87234	17
182750	103	4.29126	25
182800	96	4.3125	24
182850	106	4.49057	32
182900	101	4.20792	22
182950	85	4.92941	27
183000	105	3.89524	24
183050	92	3.22826	18
183100	95	3.46316	19
183150	96	3.47917	19
183200	112	4.125	25
183250	100	4.09	18
183300	98	3.91837	23
183350	94	3.85106	34
183400	102	4.5098	24
183450	105	4.52381	31
183500	92	3.98913	23
183550	92	4.27174	38
183600	91	3.40659	18
183650	93	4.07527	25
183700	100	3.74	28
183750	91	4.13187	17
183800	105	4.04762	24
183850	98	4.36735	33
183900	103	4.38835	18
183950	98	5.19388	23
184000	93	4.21505	25
184050	101	3.90099	22
184100	100	3.79	18
184150	101	4.0297	16
184200	93	4.77419	23
184250	95	4.35789	25
184300	104	4.17308	20
184350	110	4.19091	28
184400	103	4.2233	23
184450	113	4.30088	28
184500	103	3.78641	20
184550	97	3.28866	23
184600	97	3.70103	20
184650	101	3.41584	17
184700	102	3.5098	16
184750	108	3.88889	20
184800	100	3.53	23
184850	100	3.72	17
184900	103	4.23301	22
184950	104	3.58654	30
185000	102	3.9902	27
185050	112	3.59821	21
185100	96	4.20833	22
185150	99	3.48485	20
185200	100	2.96	17
185250	105	4.35238	28
185300	98	4.90816	26
185350	94	4.37234	22
185400	111	4.23423	43
185450	105	3.79048	20
185500	98	5	25
185550	105	3.68571	19
185600	109	4.29358	23
185650	102	4.23529	25
185700	97	3.8866	15
185750	104	4	22
185800	106	3.5	16
185850	110	2.73636	19
185900	94	4.04255	32
185950	100	4.3	29
186000	103	3.45631	16
186050	90	3.55556	18
186100	102	3.82353	22
186150	92	3.53261	15
186200	94	4.59574	26
186250	93	3.6129	14
186300	109	4.11927	15
186350	102	4	29
186400	93	4.1828	20
186450	105	4.88571	32
186500	104	4.54808	22
186550	92	4.61957	21
186600	99	4.07071	21
186650	99	4.18182	22
186700	97	3.62887	22
186750	105	4.52381	28
186800	99	4.53535	20
186850	96	4.40625	20
186900	81	4.61728	20
186950	103	4.6699	22
187000	106	4.13208	19
187050	96	4.53125	20
187100	99	4.28283	32
187150	97	3.31959	18
187200	92	3.91304	16
187250	98	4.14286	23
187300	104	3.72115	16
187350	103	4.41748	19
187400	97	4.24742	24
187450	91	4.28571	19
187500	100	3.7	14
187550	96	3.70833	22
187600	103	3.93204	24
187650	97	4.76289	24
187700	98	3.82653	27
187750	97	4.41237	16
187800	108	4.16667	22
187850	108	4.37037	38
187900	97	3.71134	28
187950	88	3.375	23
188000	92	3.71739	19
188050	105	4.15238	34
188100	99	4.69697	22
188150	105	4.0381	19
188200	105	4	19
188250	98	4.82653	21
188300	102	3.90196	16
188350	84	4.65476	25
188400	103	4.13592	21
188450	103	3.75728	16
188500	94	4.19149	22
188550	98	3.35714	19
188600	99	4.25253	33
188650	96	3.83333	16
188700	103	4.31068	24
188750	101	4.19802	35
188800	92	3.73913	19
188850	104	3.97115	23
188900	100	3.9	18
188950	107	3.98131	17
189000	99	3.38384	14
189050	94	4.46809	21
189100	104	4.25962	23
189150	102	4	16
189200	98	3.86735	27
189250	94	4.57447	23
189300	107	4.08411	21
189350	108	4.62963	23
189400	102	4.5098	20
189450	102	4.17647	23
189500	96	4.39583	27
189550	98	4.06122	24
189600	106	4.40566	33
189650	98	3.79592	17
189700	99	4.51515	18
189750	105	5.67619	32
189800	93	4.6129	21
189850	93	3.92473	22
189900	94	4.08511	20
189950	97	3.50515	18
190000	99	4.13131	23
